"County","County Name","Office Name","Office District","Candidate Name ","Party","Winner","Congressional District 1","Congressional District 2","Congressional District 3","Congressional District 4","Congressional District 5","Congressional District 6","Congressional District 7","Congressional District 8" 
"16","Montgomery County","Judge Circuit Court","Montgomery County Circuit Court 06","Louis M. Leibowitz","REP","Y","","","","305","","3509","","10535" 
"16","Montgomery County","Judge Circuit Court","Montgomery County Circuit Court 06","J. Bradford McCullough","REP","Y","","","","316","","3768","","10974" 
"16","Montgomery County","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","REP","","","","","193","","1692","","4693" 
"17","Prince George's County","Judge Circuit Court","Prince George's County Circuit Court 07","Darren Sebastian Johnson","REP","Y","","","","2193","1428","","","0" 
"17","Prince George's County","Judge Circuit Court","Prince George's County Circuit Court 07","Stenise LaNez Rolle","REP","","","","","1518","977","","","0" 
"17","Prince George's County","Judge Circuit Court","Prince George's County Circuit Court 07","Michael Sheehan","REP","Y","","","","2222","1491","","","0" 
"17","Prince George's County","Judge Circuit Court","Prince George's County Circuit Court 07","Cheri Nicole Simpkins","REP","Y","","","","2139","1390","","","0" 
"17","Prince George's County","Judge Circuit Court","Prince George's County Circuit Court 07","Donnell Wilfred Turner","REP","Y","","","","2084","1328","","","0" 
"19","Saint Mary's County","Judge Circuit Court","Saint Mary's County Circuit Court 07","Sue Ann Armitage","REP","","","","","","4899","","","" 
"19","Saint Mary's County","Judge Circuit Court","Saint Mary's County Circuit Court 07","Amy Lorenzini","REP","Y","","","","","5662","","","" 
"03","Baltimore City","Judge Circuit Court","Baltimore City Circuit Court 08","Nicole K. Barmore","REP","Y","","206","","","","","1908","" 
"03","Baltimore City","Judge Circuit Court","Baltimore City Circuit Court 08","Yvette Michelle Bryant","REP","Y","","204","","","","","1765","" 
"03","Baltimore City","Judge Circuit Court","Baltimore City Circuit Court 08","Paul J. Cucuzzella","REP","Y","","234","","","","","1834","" 
"03","Baltimore City","Judge Circuit Court","Baltimore City Circuit Court 08","Troy K. Hill","REP","Y","","215","","","","","1792","" 
"03","Baltimore City","Judge Circuit Court","Baltimore City Circuit Court 08","Alan Carl Lazerow","REP","Y","","218","","","","","1777","" 
"03","Baltimore City","Judge Circuit Court","Baltimore City Circuit Court 08","La Zette C. Ringgold-Kirksey","REP","Y","","197","","","","","1612","" 
"03","Baltimore City","Judge Circuit Court","Baltimore City Circuit Court 08","Martin H. Schreiber, II","REP","Y","","224","","","","","1866","" 
"00","State of Maryland","REP Delegates","01","Pamela Joyce Craig (Haley)","REP","","14397","","","","","","","" 
"00","State of Maryland","REP Delegates","01","Julie Giordano (Trump)","REP","Y","53451","","","","","","","" 
"00","State of Maryland","REP Delegates","01","Danielle Hornberger (Trump)","REP","Y","50531","","","","","","","" 
"00","State of Maryland","REP Delegates","01","Christopher John Russo, Jr. (Haley)","REP","","13783","","","","","","","" 
"00","State of Maryland","REP Delegates","01","Nate Sansom (Haley)","REP","","12202","","","","","","","" 
"00","State of Maryland","REP Delegates","01","Kathy Szeliga (Trump)","REP","Y","53375","","","","","","","" 
"00","State of Maryland","REP Delegates","02","Ric Metzgar (Trump)","REP","Y","","30873","","","","","","" 
"00","State of Maryland","REP Delegates","02","Linda Preece (Trump)","REP","Y","","30359","","","","","","" 
"00","State of Maryland","REP Delegates","02","Douglas B. Riley (Haley)","REP","","","11754","","","","","","" 
"00","State of Maryland","REP Delegates","02","Johnny Ray Salling (Trump)","REP","Y","","28936","","","","","","" 
"00","State of Maryland","REP Delegates","03","Michael Collins (Haley)","REP","","","","12428","","","","","" 
"00","State of Maryland","REP Delegates","03","Jamie Falcon (Haley)","REP","","","","11871","","","","","" 
"00","State of Maryland","REP Delegates","03","Elaine M. Furth (Trump)","REP","Y","","","26009","","","","","" 
"00","State of Maryland","REP Delegates","03","Faith M. Loudon (Trump)","REP","Y","","","26655","","","","","" 
"00","State of Maryland","REP Delegates","03","Anne Elizabeth Rutherford (Trump)","REP","Y","","","26772","","","","","" 
"00","State of Maryland","REP Delegates","03","Craig Wolf (Haley)","REP","","","","12067","","","","","" 
"00","State of Maryland","REP Delegates","04","William Anderson Collet, Jr. (Haley)","REP","","","","","1398","","","","" 
"00","State of Maryland","REP Delegates","04","JoAnn Y. Fisher (Trump)","REP","Y","","","","3108","","","","" 
"00","State of Maryland","REP Delegates","04","Josephine Guereca Salazar (Trump)","REP","Y","","","","2966","","","","" 
"00","State of Maryland","REP Delegates","04","Kurt B. O'Neill (Haley)","REP","","","","","1389","","","","" 
"00","State of Maryland","REP Delegates","04","Heather Lynn Olsen (Haley)","REP","","","","","1415","","","","" 
"00","State of Maryland","REP Delegates","04","Dat T. Pham (Trump)","REP","Y","","","","2899","","","","" 
"00","State of Maryland","REP Delegates","05","Deena B. Fisher (Trump)","REP","Y","","","","","26510","","","" 
"00","State of Maryland","REP Delegates","05","Dirk Haire (Trump)","REP","Y","","","","","24548","","","" 
"00","State of Maryland","REP Delegates","05","J. T. Mastranadi (Trump)","REP","Y","","","","","24205","","","" 
"00","State of Maryland","REP Delegates","05","Deb Rey","REP","","","","","","7639","","","" 
"00","State of Maryland","REP Delegates","05","Crystal Michelle Zorbaugh (Haley)","REP","","","","","","8455","","","" 
"00","State of Maryland","REP Delegates","06","Barrie S. Ciliberti (Trump)","REP","Y","","","","","","37051","","" 
"00","State of Maryland","REP Delegates","06","Jerry DeWolf (Trump)","REP","Y","","","","","","37450","","" 
"00","State of Maryland","REP Delegates","06","Derek J. Harvey (Trump)","REP","Y","","","","","","38106","","" 
"00","State of Maryland","REP Delegates","06","Robert Vincent Johnson, II (Haley)","REP","","","","","","","8807","","" 
"00","State of Maryland","REP Delegates","06","Seth Schwartz (Haley)","REP","","","","","","","8842","","" 
"00","State of Maryland","REP Delegates","06","Jim Shalleck (Haley)","REP","","","","","","","8644","","" 
"00","State of Maryland","REP Delegates","07","Christopher Michael Anderson (Trump)","REP","Y","","","","","","","7580","" 
"00","State of Maryland","REP Delegates","07","Matthew Christopher Brokamp (Haley)","REP","","","","","","","","1947","" 
"00","State of Maryland","REP Delegates","07","Robert M. Cooper (Haley)","REP","","","","","","","","1956","" 
"00","State of Maryland","REP Delegates","07","Tom Kennedy (Trump)","REP","Y","","","","","","","7559","" 
"00","State of Maryland","REP Delegates","07","Don Murphy (Trump)","REP","Y","","","","","","","7314","" 
"00","State of Maryland","REP Delegates","07","Gloria Bell Murphy (Haley)","REP","","","","","","","","2089","" 
"00","State of Maryland","REP Delegates","08","Victoria ""Vikki"" Birkett (Trump)","REP","Y","","","","","","","","9821" 
"00","State of Maryland","REP Delegates","08","David M. Bossie (Trump)","REP","Y","","","","","","","","9874" 
"00","State of Maryland","REP Delegates","08","Sastry V. Dhara (Trump)","REP","Y","","","","","","","","8856" 
"00","State of Maryland","REP Delegates","08","William Carter Hertzberg (Haley)","REP","","","","","","","","","5746" 
"00","State of Maryland","REP Delegates","08","Alex Johnson (Haley)","REP","","","","","","","","","5889" 
"00","State of Maryland","REP Delegates","08","Clare Margaret Piercy (Haley)","REP","","","","","","","","","5743" 
"00","State of Maryland","REP Delegates","08","Reardon ""Sully"" Sullivan","REP","","","","","","","","","2014" 
"00","State of Maryland","REP Alternates","01","Lauren Arikan (Trump)","REP","Y","53256","","","","","","","" 
"00","State of Maryland","REP Alternates","01","Casi Boyer (Haley)","REP","","13176","","","","","","","" 
"00","State of Maryland","REP Alternates","01","Barry Donadio (Trump)","REP","Y","50674","","","","","","","" 
"00","State of Maryland","REP Alternates","01","Jeffery McBride (Trump)","REP","Y","51788","","","","","","","" 
"00","State of Maryland","REP Alternates","01","Lauren Paige Strauss (Haley)","REP","","13314","","","","","","","" 
"00","State of Maryland","REP Alternates","01","Marsha W. Swezey (Haley)","REP","","12161","","","","","","","" 
"00","State of Maryland","REP Alternates","02","Saul B. Abrams (Haley)","REP","","","10806","","","","","","" 
"00","State of Maryland","REP Alternates","02","Paul M. Blitz (Trump)","REP","Y","","29417","","","","","","" 
"00","State of Maryland","REP Alternates","02","J. Michael Collins (Trump)","REP","Y","","30482","","","","","","" 
"00","State of Maryland","REP Alternates","02","Patricia R. Fallon (Trump)","REP","Y","","29884","","","","","","" 
"00","State of Maryland","REP Alternates","03","Terry R. Gilleland, Jr. (Haley)","REP","","","","11976","","","","","" 
"00","State of Maryland","REP Alternates","03","Andrew B. Greenspan (Haley)","REP","","","","11668","","","","","" 
"00","State of Maryland","REP Alternates","03","Richard L. Hope (Haley)","REP","","","","11628","","","","","" 
"00","State of Maryland","REP Alternates","03","Steve Schuh (Trump)","REP","Y","","","27340","","","","","" 
"00","State of Maryland","REP Alternates","03","Geoffrey S. Thornton (Trump)","REP","Y","","","25746","","","","","" 
"00","State of Maryland","REP Alternates","03","Anne M. White (Trump)","REP","Y","","","26246","","","","","" 
"00","State of Maryland","REP Alternates","04","Charles C. Deegan (Trump)","REP","Y","","","","3137","","","","" 
"00","State of Maryland","REP Alternates","04","Kathy Mancusi (Haley)","REP","","","","","1438","","","","" 
"00","State of Maryland","REP Alternates","04","Paula G. Oas (Haley)","REP","","","","","1344","","","","" 
"00","State of Maryland","REP Alternates","04","Ike Puzon (Trump)","REP","Y","","","","2915","","","","" 
"00","State of Maryland","REP Alternates","04","Joshua B. Trent (Haley)","REP","","","","","1351","","","","" 
"00","State of Maryland","REP Alternates","04","Jim Wass (Trump)","REP","Y","","","","2957","","","","" 
"00","State of Maryland","REP Alternates","05","James Emerson Ashburn (Trump)","REP","Y","","","","","25102","","","" 
"00","State of Maryland","REP Alternates","05","Jennifer Hayden Boyd (Trump)","REP","Y","","","","","25907","","","" 
"00","State of Maryland","REP Alternates","05","Daniel Paul Creighton (Haley)","REP","","","","","","7786","","","" 
"00","State of Maryland","REP Alternates","05","Brendan D. O'Leary (Haley)","REP","","","","","","7963","","","" 
"00","State of Maryland","REP Alternates","05","Robert Tyler Seawell (Haley)","REP","","","","","","7364","","","" 
"00","State of Maryland","REP Alternates","05","Jason Trott (Trump)","REP","Y","","","","","24379","","","" 
"00","State of Maryland","REP Alternates","06","Joeylynn Hough (Trump)","REP","Y","","","","","","37235","","" 
"00","State of Maryland","REP Alternates","06","Matthew E. Iager (Haley)","REP","","","","","","","9542","","" 
"00","State of Maryland","REP Alternates","06","Randy Leatherman (Trump)","REP","Y","","","","","","37527","","" 
"00","State of Maryland","REP Alternates","06","Brian P. Sweeney (Haley)","REP","","","","","","","9277","","" 
"00","State of Maryland","REP Alternates","06","Seth Edward Wilson (Trump)","REP","Y","","","","","","35707","","" 
"00","State of Maryland","REP Alternates","07","Henry J. Ciezkowski (Trump)","REP","Y","","","","","","","7652","" 
"00","State of Maryland","REP Alternates","07","Andrew J. Creech (Haley)","REP","","","","","","","","2006","" 
"00","State of Maryland","REP Alternates","07","Blaire Freed (Trump)","REP","Y","","","","","","","7240","" 
"00","State of Maryland","REP Alternates","07","Janice Watson Grim (Trump)","REP","Y","","","","","","","7251","" 
"00","State of Maryland","REP Alternates","07","Barbara Sherry Posner (Haley)","REP","","","","","","","","2130","" 
"00","State of Maryland","REP Alternates","08","Nicole L. Andrews (Haley)","REP","","","","","","","","","6224" 
"00","State of Maryland","REP Alternates","08","Bob Carey (Trump)","REP","Y","","","","","","","","9943" 
"00","State of Maryland","REP Alternates","08","Ruth Horton Melson (Trump)","REP","Y","","","","","","","","9701" 
"00","State of Maryland","REP Alternates","08","Brigitta M. Mullican (Trump)","REP","Y","","","","","","","","9579" 
"00","State of Maryland","REP Alternates","08","Elise B. Schloss (Haley)","REP","","","","","","","","","5989" 
"00","State of Maryland","REP Alternates","08","Michael Alan Schloss (Haley)","REP","","","","","","","","","5905" 
