document_id,metadata_document_id,url,final_url,publication_date,retrieved_at,raw_path,sha256,bytes,content_type,status,notes,candidate_document_registration
18b70da0182bd174f33b1b2e,18b70da0182bd174f33b1b2e,https://reconnectrochester.org/2021/05/2021-candidates-for-rochester,https://reconnectrochester.org/2021/05/2021-candidates-for-rochester/,2021-05-06,2026-08-19T23:50:35.837784+00:00,data/raw/policy_historical_d/sources/18b70da0182bd174f33b1b2e.html,c63028522f467b2e722851699c2f5e955fe4843f4165d439b2a0fce6e60b4ae1,309626,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
c599f947e5bd43fda9deafd5,c599f947e5bd43fda9deafd5,http://www.wiltfortownboard.com/,https://web.archive.org/web/20210508223457id_/http://www.wiltfortownboard.com/,,2026-08-19T23:27:28.623646+00:00,data/raw/policy_historical_d/sources/c599f947e5bd43fda9deafd5.com,cd69acbb70c65216b7cf102a242482804fac055a53e4f043c5c3cdc1f45b522a,52838,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
hd-doyle-canning-2022,,https://www.opb.org/article/2022/05/03/democrats-running-for-oregons-4th-congressional-district-val-hoyle-doyle-canning-and-andrew-kalloch,https://www.opb.org/article/2022/05/03/democrats-running-for-oregons-4th-congressional-district-val-hoyle-doyle-canning-and-andrew-kalloch/,2022-05-03,2026-09-23,data/raw/policy_historical_d/sources/doyle-canning-opb-2022.html,ad409030acfbb7f50e3c62d30c6cdf56d0e2df818ab27700d9ec76b47441341f,368775,text/html,used,New capture pending candidate-document registration; semantically reviewed candidate-only locator.,"{""archive_url"": """", ""candidate_name"": ""Doyle Canning"", ""candidate_only_locator"": ""candidate answer"", ""canonical_race_id"": ""race-1a63cae0504360d8eb38"", ""election_date"": ""2022-05-17"", ""publication_date"": ""2022-05-03"", ""race_id"": ""race-1a63cae0504360d8eb38"", ""role"": ""endorsed"", ""source_type"": ""candidate_interview"", ""source_url"": ""https://www.opb.org/article/2022/05/03/democrats-running-for-oregons-4th-congressional-district-val-hoyle-doyle-canning-and-andrew-kalloch""}"
30e0d879e8e2abe517f45cf0,30e0d879e8e2abe517f45cf0,https://www.valhoyle.com/priorities,https://www.valhoyle.com/issues/,2021-01-27,2026-08-20T02:07:37.255315+00:00,data/raw/policy_historical_d/sources/30e0d879e8e2abe517f45cf0.html,5b716849e558b4d25d7a66db32a28289441aece1d3472dce20791c8e16d39363,26658,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
a52f64c2439dcad71cf82d43,a52f64c2439dcad71cf82d43,https://coribush.org/issues,https://www.coribush.org/,2021-11-03,2026-08-20T02:09:11.885095+00:00,data/raw/policy_historical_d/sources/a52f64c2439dcad71cf82d43.html,0722e9146a9aa1090ca0b0c62c8bf739c7577739bf946a298c34437a942f3287,767524,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
2efab7d207f919b2e5c1766c,2efab7d207f919b2e5c1766c,https://www.athenahollins.com/news/athenawinsprimary,https://www.athenahollins.com/news/athenawinsprimary,2022-08-05,2026-08-20T02:09:35.612239+00:00,data/raw/policy_historical_d/sources/2efab7d207f919b2e5c1766c.html,62bf3e55e80dddcfa105afdf37d57990274d01150a1cd6a01378d85c3fb17328,103197,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
7a9c52cde7f6a42f0bf7f483,7a9c52cde7f6a42f0bf7f483,https://pharaforassembly.com/platform,https://web.archive.org/web/20210105182021/https://pharaforassembly.com/platform/,2021-01-05,2026-08-20T02:08:57.900185+00:00,data/raw/policy_historical_d/sources/7a9c52cde7f6a42f0bf7f483.html,89c9f73654a48a5f778f3d6e6c58a31cb297db92ce058287995608b8a50dcb0a,107446,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
51a154da3097137196079f11,51a154da3097137196079f11,https://web.archive.org/web/20220126231521id_/https://zukiellis.com/vision/,https://web.archive.org/web/20220126231521id_/https://zukiellis.com/vision/,2022-01-26,2026-08-21T03:37:48.988920+00:00,data/raw/policy_historical_d/sources/51a154da3097137196079f11.html,fc06e2eb3667c0a0e44bab122ddf6b48a24a5d1a22c827921080235c1bbdbc7e,164095,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
da4449360a2fdfff2c7998c5,da4449360a2fdfff2c7998c5,https://www.hoyerforcongress.com/news-clips/hoyer-op-ed-county-residents-already-reaping-benefits-health-care-reform,https://www.hoyerforcongress.com/news-clips/hoyer-op-ed-county-residents-already-reaping-benefits-health-care-reform,2023-01-30,2026-08-20T02:53:43.445261+00:00,data/raw/policy_historical_d/sources/da4449360a2fdfff2c7998c5.html,f3042f01db50a78e80908bfbffff41c091ff8baff6c026d225ffb02bb41e8eec,20602,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
c0cc422d1f47f2ae0585afd6,c0cc422d1f47f2ae0585afd6,https://www.fox7austin.com/news/travis-county-district-attorney-race-jose-garza-jeremy-sylestine,https://www.fox7austin.com/news/travis-county-district-attorney-race-jose-garza-jeremy-sylestine,2024-02-20,2026-08-20T19:31:45.699715+00:00,data/raw/policy_historical_d/sources/c0cc422d1f47f2ae0585afd6.html,b498f3a776fbc6b4ff60c1a750a842bc37661e9200353d173c65658314f7063c,232920,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
hd-alexa-avil-s-2025,,https://jimowles.org/news/candidate-answers-to-joldc-alexa-avils-for-city-council-district-38-2025,https://jimowles.org/news/candidate-answers-to-joldc-alexa-avils-for-city-council-district-38-2025,2025-04-27,2026-09-23,data/raw/policy_historical_d/sources/alexa-aviles-joldc-2025.html,a2944f51c0491b3c5c4f81fc07d7b3087d3b5d4d3888c233d33ed6e47cd0155b,114084,text/html,used,"Semantically reviewed candidate-only locator. Printed time element “April 27, 2025” and JSON-LD datePublished 2025-04-27T10:41:08-0400.","{""archive_url"": """", ""candidate_name"": ""Alexa Avilés"", ""candidate_only_locator"": ""housing answer"", ""canonical_race_id"": ""race-0159b30b2abfcca8ea6b"", ""election_date"": ""2025-06-24"", ""publication_date"": ""2025-04-27"", ""race_id"": ""race-0159b30b2abfcca8ea6b"", ""role"": ""endorsed"", ""source_type"": ""candidate_questionnaire"", ""source_url"": ""https://jimowles.org/news/candidate-answers-to-joldc-alexa-avils-for-city-council-district-38-2025""}"
175a8cb936a8ba34fabccb1f,175a8cb936a8ba34fabccb1f,https://www.bkreader.com/newsletter/meet-your-candidates-alexa-aviles-and-ling-ye-for-city-council-district-38-10485822,https://www.bkreader.com/newsletter/meet-your-candidates-alexa-aviles-and-ling-ye-for-city-council-district-38-10485822,2025-04-08,2026-08-20T19:31:46.083955+00:00,data/raw/policy_historical_d/sources/175a8cb936a8ba34fabccb1f.html,738e9af8db112c31fc5e3950dde0d5cc6a2e337d16b3af02d1cde1a2e48bf6d8,56526,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
hd-zohran-kwame-mamdani-2025,,https://jimowles.org/news/candidate-answers-to-joldc-zohran-kwame-mamdani-for-nyc-mayor-2025,https://jimowles.org/news/candidate-answers-to-joldc-zohran-kwame-mamdani-for-nyc-mayor-2025,2025-04-27,2026-09-23,data/raw/policy_historical_d/sources/zohran-mamdani-joldc-2025.html,4d4f6aa618dd99b17bc6af5b30f3018f3fff5a0cf1b6190f4019819e0d875b6c,126957,text/html,used,"Semantically reviewed candidate-only locator. Printed time element “April 27, 2025” and JSON-LD datePublished 2025-04-27T12:06:47-0400.","{""archive_url"": """", ""candidate_name"": ""Zohran Kwame Mamdani"", ""candidate_only_locator"": ""LGBTQ answer"", ""canonical_race_id"": ""race-d0d830cb7a9e40e91152"", ""election_date"": ""2025-06-24"", ""publication_date"": ""2025-04-27"", ""race_id"": ""race-d0d830cb7a9e40e91152"", ""role"": ""endorsed"", ""source_type"": ""candidate_questionnaire"", ""source_url"": ""https://jimowles.org/news/candidate-answers-to-joldc-zohran-kwame-mamdani-for-nyc-mayor-2025""}"
1f257d977f015b2213b2d9cc,1f257d977f015b2213b2d9cc,https://www.andrewcuomo.com/issues,https://www.andrewcuomo.com/issues,2024-02-27,2026-08-20T02:08:09.234144+00:00,data/raw/policy_historical_d/sources/1f257d977f015b2213b2d9cc.html,2b3c073980fa0a43161951ca4b8f923715aaa5f2ad859fa3c538067afe3c876e,30874,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
52d715db35f35211533b140c,52d715db35f35211533b140c,https://www.votekarris.com/issues,https://www.votekarris.com/issues,,2026-08-19T23:52:12.579083+00:00,data/raw/policy_historical_d/sources/52d715db35f35211533b140c.html,bf49d609b3074aad8c3b550a0f2e8065efa3bf1eeef1ff27df9701a0d729c1f6,315497,text/html,timing_unverified,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
94c6667a3ed554b78effc005,94c6667a3ed554b78effc005,https://www.voteaidansova.com/,https://www.voteaidansova.com/,,2026-08-19T23:48:57.906122+00:00,data/raw/policy_historical_d/sources/94c6667a3ed554b78effc005.html,8aee1da661c811746ae5693dac93afd24ea42f91102b01dab9956376efb5f369,217320,text/html,timing_unverified,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
03227dca127090e5af1e31e4,03227dca127090e5af1e31e4,https://www.crowleyforwi.com/Plan,https://www.crowleyforwi.com/Plan,,2026-08-19T23:47:40.935190+00:00,data/raw/policy_historical_d/sources/03227dca127090e5af1e31e4.html,d97f2cfe05bafcf9b5bd1e15955724f7238285648233a59389e844d2acfe7add,720050,text/html,timing_unverified,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
3ab2ae282a50f8febf94e3fd,3ab2ae282a50f8febf94e3fd,https://www.keldaroys.com/issues,https://www.keldaroys.com/issues,,2026-08-19T23:52:29.607357+00:00,data/raw/policy_historical_d/sources/3ab2ae282a50f8febf94e3fd.html,92484d6a458fb0550028977f7f5fb2ec5b317ef1ab16109db235e3992d5f8d9a,699825,text/html,timing_unverified,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
cd15fc7e33b375d01d6da2ce,cd15fc7e33b375d01d6da2ce,https://politicsny.com/2026/05/20/campaign-insiders-a-qa-with-ad-65-candidate-illapa-sairitupac/,https://politicsny.com/2026/05/20/campaign-insiders-a-qa-with-ad-65-candidate-illapa-sairitupac/,2026-05-20,2026-08-20T19:32:50.373310+00:00,data/raw/policy_historical_d/sources/cd15fc7e33b375d01d6da2ce.html,46df72a225bba1a8922879733216fd3f3d286259302eb5e25f2ac9ac2252bd58,92950,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
18a700060c07faf430e3db5a,18a700060c07faf430e3db5a,https://abqdsa.org/electoral-work,https://abqdsa.org/electoral-work,,2026-08-20T19:32:51.262960+00:00,data/raw/policy_historical_d/sources/18a700060c07faf430e3db5a.html,4f64dca6ce298066f4041e517a1f2a985ee08166dc10bcaf1af3234068123d9a,58469,text/html,timing_unverified,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
add3cbfb2849ec6cffe97622,add3cbfb2849ec6cffe97622,https://dylanwegela.com/,https://www.dylanwegela.com/,,2026-08-19T23:30:33.724818+00:00,data/raw/policy_historical_d/sources/add3cbfb2849ec6cffe97622.html,166e7e6775ee8a9987fe3d6e2bec24b313a8bcb9d70e6d3de120d59772efcb4b,341917,text/html,timing_unverified,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
2b52f4575ae3346d0fe7b11e,2b52f4575ae3346d0fe7b11e,https://www.georgeformaryland.com/priorities,https://www.georgeformaryland.com/priorities,2026-01-12,2026-08-20T02:54:04.424747+00:00,data/raw/policy_historical_d/sources/2b52f4575ae3346d0fe7b11e.html,530ae763ab5693cee7477ee7a55c326e11dfcb8bc5736570597d57dee67f6e2e,1031452,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
cacca5fb8a34d19514c6f58e,cacca5fb8a34d19514c6f58e,https://www.gregwims.com/issues,https://www.gregwims.com/issues,,2026-08-19T23:48:55.088153+00:00,data/raw/policy_historical_d/sources/cacca5fb8a34d19514c6f58e.html,3b3b03ecd07ba9dece6de7bcfe210ee79717c0e733f7992f790cf95698288e4e,1009730,text/html,timing_unverified,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
5c6c65b4c4710b6f406a3a9f,5c6c65b4c4710b6f406a3a9f,https://www.ballotready.org/people/aprile-hearn,https://www.ballotready.org/people/aprile-hearn,2026-05-19,2026-08-20T19:32:55.445942+00:00,data/raw/policy_historical_d/sources/5c6c65b4c4710b6f406a3a9f.html,05019f1dd9b9c22a84758e7ee4f5b3e6d951fb92f44eb0fa9ccdd64d95755eec,97160,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
7cef940a684768fffe1c6686,7cef940a684768fffe1c6686,https://votejameswade.com/,https://www.votejameswade.com/,,2026-08-19T23:58:08.124444+00:00,data/raw/policy_historical_d/sources/7cef940a684768fffe1c6686.html,3d16a6cceae89a6c0a4088e6c5302ef82e9069e08668a04abd3c5ca021d65b59,1361096,text/html,timing_unverified,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
