race_id,election_date,candidate_name,office,jurisdiction,item_id,title,source_url,publication_date,updated_date,complete_body_path,status,first_published_by_election,updated_after_election
race-81e2713609390a44638a,2026-06-23,Conrad Blackburn,State Assembly,District 70,69c06114976a9d427944ece1,Candidate Answers to JOLDC: Conrad Blackburn for NY Assembly District 70,https://jimowles.org/news/candidate-answers-to-joldc-conrad-blackburn-for-ny-assembly-district-70-2026,2026-03-22,2026-03-23,data/raw/questionnaire_library/joldc/post-69c06114976a9d427944ece1-56547eed16d973c2c8820390336affa3581d452893a58e26b09957c32037d1ca.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-39f265caadf4efc1cdd3,2026-06-23,Jenifer Rajkumar,State Assembly,District 38,6a1660240a47f227dc0f5ee2,Candidate Answers to JOLDC: Jenifer Rajkumar for NY Senate District 38,https://jimowles.org/news/candidate-answers-to-joldc-jenifer-rajkumar-for-ny-senate-district-38-2026,2026-03-22,2026-06-13,data/raw/questionnaire_library/joldc/post-6a1660240a47f227dc0f5ee2-0495d11b908fd846e879dfd6df3e1f6257aaacb334a70ced8ed1162e45575d46.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-d2aabb75a31f1e810737,2026-06-23,Antonio Reynoso,US House,District 7,680e5907dbf82322a075d07e,Candidate Answers to JOLDC: Antonio Reynoso for Brooklyn Borough President,https://jimowles.org/news/antonio-reynoso-for-brooklyn-borough-president-2025,2025-04-30,2025-05-01,data/raw/questionnaire_library/joldc/post-680e5907dbf82322a075d07e-def57c70a96c151f08eaf1ad81b10b923e8c68191d75de6daf5cfbc45a427e5e.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
nyc-mayor-dem-primary-2025,2025-06-24,Zellnor Myrie,Mayor,New York City,6812f4e31de07c4b6b0a6ee5,Candidate Answers to JOLDC: Zellnor Myrie for NYC Mayor,https://jimowles.org/news/candidate-answers-to-joldc-zellnor-myrie-for-nyc-mayor-2025,2025-04-30,2025-05-01,data/raw/questionnaire_library/joldc/post-6812f4e31de07c4b6b0a6ee5-cd91e675c9e8562e802f44db811b5ba2d70e23cd685aa03e61e845a1b4ed1e69.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-d0d830cb7a9e40e91152,2025-06-24,Zellnor Myrie,Mayor,NYC,6812f4e31de07c4b6b0a6ee5,Candidate Answers to JOLDC: Zellnor Myrie for NYC Mayor,https://jimowles.org/news/candidate-answers-to-joldc-zellnor-myrie-for-nyc-mayor-2025,2025-04-30,2025-05-01,data/raw/questionnaire_library/joldc/post-6812f4e31de07c4b6b0a6ee5-cd91e675c9e8562e802f44db811b5ba2d70e23cd685aa03e61e845a1b4ed1e69.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
nyc-mayor-dem-primary-2025,2025-06-24,Brad Lander,Mayor,New York City,680f96ae0bf32423ac80000e,Candidate Answers to JOLDC: Brad Lander for NYC Mayor,https://jimowles.org/news/candidate-answers-to-joldc-brad-lander-for-nyc-mayor-2025,2025-04-28,2025-05-01,data/raw/questionnaire_library/joldc/post-680f96ae0bf32423ac80000e-d8a118adede50d68c2af50224e512f90d9f342f486a04a2e0329c803c20b53cd.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-d0d830cb7a9e40e91152,2025-06-24,Brad Lander,Mayor,NYC,680f96ae0bf32423ac80000e,Candidate Answers to JOLDC: Brad Lander for NYC Mayor,https://jimowles.org/news/candidate-answers-to-joldc-brad-lander-for-nyc-mayor-2025,2025-04-28,2025-05-01,data/raw/questionnaire_library/joldc/post-680f96ae0bf32423ac80000e-d8a118adede50d68c2af50224e512f90d9f342f486a04a2e0329c803c20b53cd.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
nyc-mayor-dem-primary-2025,2025-06-24,Michael Blake,Mayor,New York City,680e6bc56e1a773928ae2c72,Candidate Answers to JOLDC: Michael Alexander Blake for NYC Mayor,https://jimowles.org/news/candidate-answers-to-joldc-michael-alexander-blake-for-nyc-mayor-2025,2025-04-27,2025-04-27,data/raw/questionnaire_library/joldc/post-680e6bc56e1a773928ae2c72-f1e7416408a17b90e236eef3ece4e45e85f0c59e9e28128884cd6be056fe2f07.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-d0d830cb7a9e40e91152,2025-06-24,Michael Blake,Mayor,NYC,680e6bc56e1a773928ae2c72,Candidate Answers to JOLDC: Michael Alexander Blake for NYC Mayor,https://jimowles.org/news/candidate-answers-to-joldc-michael-alexander-blake-for-nyc-mayor-2025,2025-04-27,2025-04-27,data/raw/questionnaire_library/joldc/post-680e6bc56e1a773928ae2c72-f1e7416408a17b90e236eef3ece4e45e85f0c59e9e28128884cd6be056fe2f07.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-39f265caadf4efc1cdd3,2026-06-23,Jenifer Rajkumar,State Assembly,District 38,680e698bca94aa26c4c054c8,Candidate Answers to JOLDC: Jenifer Rajkumar for NYC Public Advocate,https://jimowles.org/news/candidate-answers-to-joldc-jenifer-rajkumar-for-nyc-public-advocate-2025,2025-04-27,2025-04-27,data/raw/questionnaire_library/joldc/post-680e698bca94aa26c4c054c8-eb3dc41dea0e327817f9bdf94f7f7c561b2cbc97d78270d7de3ca234aa975c1b.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
nyc-mayor-dem-primary-2025,2025-06-24,Scott M. Stringer,Mayor,New York City,680e5ad48ec57d3059a246eb,Candidate Answers to JOLDC: Scott Stringer for NYC Mayor,https://jimowles.org/news/candidate-answers-to-joldc-scott-stringer-for-nyc-mayor-2025,2025-04-27,2025-04-27,data/raw/questionnaire_library/joldc/post-680e5ad48ec57d3059a246eb-bbf599ce64c2fbdb184983a5e12ede99c1bc416f52ab8ade6782934ce553108c.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-d0d830cb7a9e40e91152,2025-06-24,Scott M. Stringer,Mayor,NYC,680e5ad48ec57d3059a246eb,Candidate Answers to JOLDC: Scott Stringer for NYC Mayor,https://jimowles.org/news/candidate-answers-to-joldc-scott-stringer-for-nyc-mayor-2025,2025-04-27,2025-04-27,data/raw/questionnaire_library/joldc/post-680e5ad48ec57d3059a246eb-bbf599ce64c2fbdb184983a5e12ede99c1bc416f52ab8ade6782934ce553108c.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
nyc-mayor-dem-primary-2025,2025-06-24,Zohran Mamdani,Mayor,New York City,680e554abfa0b33bc081ce85,Candidate Answers to JOLDC: Zohran Kwame Mamdani for NYC Mayor ,https://jimowles.org/news/candidate-answers-to-joldc-zohran-kwame-mamdani-for-nyc-mayor-2025,2025-04-27,2025-04-27,data/raw/questionnaire_library/joldc/post-680e554abfa0b33bc081ce85-c24e839ea281cbca5d49e4078d20a135747b490a9400fae8ce2747f3c6a7b9d3.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-d0d830cb7a9e40e91152,2025-06-24,Zohran Kwame Mamdani,Mayor,NYC,680e554abfa0b33bc081ce85,Candidate Answers to JOLDC: Zohran Kwame Mamdani for NYC Mayor ,https://jimowles.org/news/candidate-answers-to-joldc-zohran-kwame-mamdani-for-nyc-mayor-2025,2025-04-27,2025-04-27,data/raw/questionnaire_library/joldc/post-680e554abfa0b33bc081ce85-c24e839ea281cbca5d49e4078d20a135747b490a9400fae8ce2747f3c6a7b9d3.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
nyc-mayor-dem-primary-2025,2025-06-24,Jessica Ramos,Mayor,New York City,680e47a06bb6837ac0e6be42,Candidate Answers to JOLDC: Jessica Ramos for NYC Mayor,https://jimowles.org/news/candidate-answers-to-joldc-jessica-ramos-for-nyc-mayor-2025,2025-04-27,2025-04-27,data/raw/questionnaire_library/joldc/post-680e47a06bb6837ac0e6be42-e6ee9b33ab8a7cbbc6b03298d878184593d36529bd75a8da67102bd32249737f.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-d0d830cb7a9e40e91152,2025-06-24,Jessica Ramos,Mayor,NYC,680e47a06bb6837ac0e6be42,Candidate Answers to JOLDC: Jessica Ramos for NYC Mayor,https://jimowles.org/news/candidate-answers-to-joldc-jessica-ramos-for-nyc-mayor-2025,2025-04-27,2025-04-27,data/raw/questionnaire_library/joldc/post-680e47a06bb6837ac0e6be42-e6ee9b33ab8a7cbbc6b03298d878184593d36529bd75a8da67102bd32249737f.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
nyc-mayor-dem-primary-2025,2025-06-24,Adrienne E. Adams,Mayor,New York City,680e469be276635c8e648dc7,Candidate Answers to JOLDC: Adrienne Adams for NYC Mayor,https://jimowles.org/news/candidate-answers-to-joldc-adrienne-adams-for-nyc-mayor-2025,2025-04-27,2025-04-27,data/raw/questionnaire_library/joldc/post-680e469be276635c8e648dc7-c8d852f7b9f720780a968363e2b0fd45bc31bfb13754ed1dc39ad706ec10ad1c.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-d0d830cb7a9e40e91152,2025-06-24,Adrienne E. Adams,Mayor,NYC,680e469be276635c8e648dc7,Candidate Answers to JOLDC: Adrienne Adams for NYC Mayor,https://jimowles.org/news/candidate-answers-to-joldc-adrienne-adams-for-nyc-mayor-2025,2025-04-27,2025-04-27,data/raw/questionnaire_library/joldc/post-680e469be276635c8e648dc7-c8d852f7b9f720780a968363e2b0fd45bc31bfb13754ed1dc39ad706ec10ad1c.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-0159b30b2abfcca8ea6b,2025-06-24,Alexa Avilés,City Council,District 38,680e40f0e5d4447049e10632,Candidate Answers to JOLDC: Alexa Avilés for City Council District 38,https://jimowles.org/news/candidate-answers-to-joldc-alexa-avils-for-city-council-district-38-2025,2025-04-27,2025-04-27,data/raw/questionnaire_library/joldc/post-680e40f0e5d4447049e10632-8fcb39929b18285cf6388191c1eaa7e5b0ddf0dd09e3da74a5418111e77d3ae3.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-d2aabb75a31f1e810737,2026-06-23,Julie Won,US House,District 7,67bb7a93e47a624dd5a8e0aa,Candidate Answers to JOLDC: Julie Won for City Council District 26,https://jimowles.org/news/candidate-answers-to-joldc-julie-won-for-city-council-district-26-2025,2025-02-23,2025-02-23,data/raw/questionnaire_library/joldc/post-67bb7a93e47a624dd5a8e0aa-e479e19bca0cc63ef945b7175e6fdaff0a328bd5536fea054d3787e8c8cd03c7.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-a865a800cc51fb1bd037,2024-06-25,Jonathan Soto,State Assembly,District 82,663067264697ef32a8104071,Candidate Answers to JOLDC: Jonathan Soto for NY Assembly District 82,https://jimowles.org/news/candidate-answers-to-joldc-jonathan-soto-for-ny-assembly-district-82-2024,2024-04-29,2024-04-30,data/raw/questionnaire_library/joldc/post-663067264697ef32a8104071-dbe07329e10dc9a71e4a7cb72c2ad7b7f71bbeb23b95b31fd270232d08137f55.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-5650629789d1169ab061,2024-06-25,Jamaal Bowman,US House,District 16,662915ebbf68b24141c80eaa,Candidate Answers to JOLDC: Jamaal Bowman for US Congress NY-16,https://jimowles.org/news/candidate-answers-to-joldc-jamaal-bowman-for-us-congress-ny-16-2024,2024-04-24,2024-04-29,data/raw/questionnaire_library/joldc/post-662915ebbf68b24141c80eaa-77287dfbc7cd64788371d29ccd00e5d8e8a45747790f08f555359faf08ac5233.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-a9e9e45fbefba85dea2e,2024-06-25,Emily E. Gallagher,State Assembly,District 50,65aeb766d3782e215fa614b2,Candidate Answers to JOLDC: Emily Gallagher for NY Assembly District 50,https://jimowles.org/news/candidate-answers-to-joldc-emily-gallagher-for-ny-assembly-district-50-2024,2024-01-22,2024-02-27,data/raw/questionnaire_library/joldc/post-65aeb766d3782e215fa614b2-589721ed99a7a2f4c0cd2542c7dbfe643c47bdbf14b677fbbf5f29c29a4acfb1.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
nyc-mayor-dem-primary-2025,2025-06-24,Jessica Ramos,Mayor,New York City,65ab6666f2e23868dc5f65bd,Candidate Answers to JOLDC: Jessica Ramos for NY Senate District 13,https://jimowles.org/news/candidate-answers-to-joldc-jessica-ramos-for-ny-senate-district-13-2024,2024-01-20,2024-02-27,data/raw/questionnaire_library/joldc/post-65ab6666f2e23868dc5f65bd-0a291c92925d7f38be713f08e0deff7fa610fa8116b9af8a439608defa145536.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-d0d830cb7a9e40e91152,2025-06-24,Jessica Ramos,Mayor,NYC,65ab6666f2e23868dc5f65bd,Candidate Answers to JOLDC: Jessica Ramos for NY Senate District 13,https://jimowles.org/news/candidate-answers-to-joldc-jessica-ramos-for-ny-senate-district-13-2024,2024-01-20,2024-02-27,data/raw/questionnaire_library/joldc/post-65ab6666f2e23868dc5f65bd-0a291c92925d7f38be713f08e0deff7fa610fa8116b9af8a439608defa145536.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-7f202ea8e34ed7d7a624,2022-06-28,Nikki Lucas,State Assembly,District 60,622cc7bad1caf210cffdcdee,Candidate Answers to JOLDC: Nikki Lucas for NY Assembly District 60,https://jimowles.org/news/candidate-answers-to-joldc-nikki-lucas-for-ny-assembly-district-60-2022,2022-03-12,2022-03-12,data/raw/questionnaire_library/joldc/post-622cc7bad1caf210cffdcdee-9632c35b45d30f508d866c4dc8edddad61d6bfb0744731c7d249975079f33261.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-63523454c44d7106fb43,2022-06-28,Illapa Sairitupac,State Assembly,District 65,621a62c04a55c861be4f80c5,Candidate Answers to JOLDC: Illapa Sairitupac for NY Assembly District 65,https://jimowles.org/news/candidate-answers-to-joldc-illapa-sairitupac-for-ny-assembly-district-65-2022,2022-02-26,2022-03-03,data/raw/questionnaire_library/joldc/post-621a62c04a55c861be4f80c5-2b43e4976b10d6bea081b5f79a3aabc9860a34f71365de8dfee9c675293af64b.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-63523454c44d7106fb43,2022-06-28,Denny Salas,State Assembly,District 65,621a60d6d985833faadb818d,Candidate Answers to JOLDC: Denny Salas for NY Assembly District 65,https://jimowles.org/news/candidate-answers-to-joldc-denny-salas-for-ny-assembly-district-65-2022,2022-02-26,2022-02-26,data/raw/questionnaire_library/joldc/post-621a60d6d985833faadb818d-d8ec84a4639f8339594687c965d9abfa7251eb7b7e362e17ea90d316ad2b6970.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-29704c58690113fb2a50,2022-08-23,Kristen Gonzalez,State Senate,District 59,6219c02f08581914a179e832,Candidate Answers to JOLDC: Kristen Gonzalez for NY Senate District 17,https://jimowles.org/news/candidate-answers-to-joldc-kristen-gonzalez-for-ny-senate-district-17-2022,2022-02-26,2022-03-08,data/raw/questionnaire_library/joldc/post-6219c02f08581914a179e832-a7fa73dcb7fe2ae225d979e4c5b10441b91c6282facce510a96eff09dad4359b.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-63523454c44d7106fb43,2022-06-28,Grace Lee,State Assembly,District 65,6219ba19529d5b232d04dd97,Candidate Answers to JOLDC: Grace Lee  for NY Assembly District 65,https://jimowles.org/news/candidate-answers-to-joldc-grace-lee-for-ny-assembly-district-65-2022,2022-02-26,2022-02-26,data/raw/questionnaire_library/joldc/post-6219ba19529d5b232d04dd97-5859280b58280085c8bfbef43b93ad44634520b5b04693d91d62d3c4742f8333.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-63523454c44d7106fb43,2022-06-28,Alana Sivin,State Assembly,District 65,621917f36458bb30b3e239cc,Candidate Answers to JOLDC: Alana Sivin for NY Assembly District 65,https://jimowles.org/news/candidate-answers-to-joldc-alana-sivin-for-ny-assembly-district-65-2022,2022-02-25,2022-02-26,data/raw/questionnaire_library/joldc/post-621917f36458bb30b3e239cc-5dc61b83b9e2d44d554d6b99bda1ad030a3a1b04494d8e5b32669ed0a4757841.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-11b2afab91d000318469,2022-08-23,Kaegan Marie Mays-Williams,State Senate,District 21,62185ac4c91c6e7de204047d,Candidate Answers to JOLDC: Kaegan Mays-Williams for NY Senate District 21,https://jimowles.org/news/candidate-answers-to-joldc-kaegan-mays-williams-for-ny-senate-district-21-2022,2022-02-24,2022-02-25,data/raw/questionnaire_library/joldc/post-62185ac4c91c6e7de204047d-94e97d451f74a754c00b240deaf925a2224786a010a4ce1da9c856acdc18a73a.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-a036ccb35ff1bcadc510,2022-06-28,Olanike Alabi,State Assembly,District 57,620493f120bdac7a9d27f628,Candidate Answers to JOLDC: Olanike Alabi for NY Assembly District 57,https://jimowles.org/news/candidate-answers-to-joldc-olanike-alabi-for-ny-assembly-district-57-2022,2022-02-09,2022-02-25,data/raw/questionnaire_library/joldc/post-620493f120bdac7a9d27f628-c50a4c3868719fe75d84a7caf477f3dda0d1da3fcced71226d8e57cab0ce784b.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-11b2afab91d000318469,2022-08-23,David Alexis,State Senate,District 21,6203e73ca7e74927c9633597,Candidate Answers to JOLDC: David Alexis for NY Senate District 21,https://jimowles.org/news/candidate-answers-to-joldc-david-alexis-for-ny-senate-district-21-2022,2022-02-09,2022-02-25,data/raw/questionnaire_library/joldc/post-6203e73ca7e74927c9633597-2c343dc4de59df60fa92fcc1e10aa91eae5ecef733429061080eccc77392013b.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-7d93ab6b51ec87b8170e,2022-06-28,Samy Nemir Olivares,State Assembly,District 54,61f30ef8c3c4b76777938437,Candidate Answers to JOLDC: Samy Nemir Olivares for NY Assembly District 54,https://jimowles.org/news/candidate-answers-to-joldc-samy-olivares-for-ny-assembly-district-54-2022,2022-01-27,2022-02-25,data/raw/questionnaire_library/joldc/post-61f30ef8c3c4b76777938437-159f3aaed77823aafa2a616492bd66ac2ccc48d687e122aabaf85bede8ee1057.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-3a50f4e7ad1567ae0820,2022-06-28,Emily E. Gallagher,State Assembly,District 50,61f08ed16951222beb0a4e8c,Candidate Answers to JOLDC: Emily Gallagher for NY Assembly District 50,https://jimowles.org/news/candidate-answers-to-joldc-emily-gallagher-for-ny-assembly-district-50-2022,2022-01-25,2022-02-25,data/raw/questionnaire_library/joldc/post-61f08ed16951222beb0a4e8c-3d0260e99b6da51e0c771f36a1c59f0c99c423847a55fedee58a703a3eab9521.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-2ad627f1f643d221f19f,2021-06-22,Pierina Sanchez,New York City Council,District 14,5ff8e6954807cb16b9266851,Candidate Answers to JOLDC: Pierina Sanchez for City Council District 14,https://jimowles.org/news/candidate-answers-to-joldc-pierina-sanchez-for-city-council-district-14,2021-01-08,2021-01-26,data/raw/questionnaire_library/joldc/post-5ff8e6954807cb16b9266851-0d724fa23245b3e67c0fff8c24beffbd018dee6ae13f4d4d6021fc89a3bc1024.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-8c1736034dcd6cd4f3ba,2021-06-22,Evie Hantzopoulos,City Council,District 22,5ff8f23492d89d4dbccc2ee9,Candidate Answers to JOLDC: Evie Hantzopoulos for City Council District 22,https://jimowles.org/news/candidate-answers-to-joldc-kenya-handy-hilliard-for-city-council-district-40-4gash,2021-01-08,2021-01-19,data/raw/questionnaire_library/joldc/post-5ff8f23492d89d4dbccc2ee9-adab799eaf59bf56aa5fbc47a1e40b1219c5eff1c2ef3e14a1e147a0617522f6.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-db2bbdecf941c5b1478e,2021-06-22,Jaslin Kaur,City Council,District 23,5ff9226e5524ef5ea7c4ea73,Candidate Answers to JOLDC: Jaslin Kaur for City Council District 23,https://jimowles.org/news/candidate-answers-to-joldc-jaslin-kaur-for-city-council-district-23,2021-01-08,2021-01-19,data/raw/questionnaire_library/joldc/post-5ff9226e5524ef5ea7c4ea73-9d9ab75ddcf31cf3136c87b54b2093a9dcf0636444dbc36077ba99d0525a0b45.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-65136bae40d3d3d9d35a,2021-06-22,Crystal Hudson,City Council,District 35,6005ac9ae40b7c3f2c0d2b2e,Candidate Answers to JOLDC: Crystal Hudson for City Council District 35,https://jimowles.org/news/candidate-answers-to-joldc-crystal-hudson-for-city-council-district-35,2021-01-08,2021-01-26,data/raw/questionnaire_library/joldc/post-6005ac9ae40b7c3f2c0d2b2e-69a86e2ad35ab98fa3a619087d0fe13042a124d447ec1e3659def60ad652323c.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-65136bae40d3d3d9d35a,2021-06-22,Michael Hollingsworth,City Council,District 35,5ff8f12ac782553020b7ebf6,Candidate Answers to JOLDC: Michael Hollingsworth for City Council District 35,https://jimowles.org/news/candidate-answers-to-joldc-julie-menin-for-city-council-district-5-xarry,2021-01-08,2021-01-26,data/raw/questionnaire_library/joldc/post-5ff8f12ac782553020b7ebf6-e4e658083eb9b938d1ae380adec3f5789a2fa33b4cc0a7b3b23f37cabcba0d1b.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
race-1222367a071612c7736a,2021-06-22,Rodrigo G. Camarena,City Council,District 38,6005af88b887ce0fe9909bbf,Candidate Answers to JOLDC: Rodrigo Camarena for City Council District 38,https://jimowles.org/news/candidate-answers-to-joldc-rodrigo-camarena-for-city-council-district-38,2021-01-08,2021-01-20,data/raw/questionnaire_library/joldc/post-6005af88b887ce0fe9909bbf-3edd9b0462a0f797361b1b3204dc66e66126a8a638d056cc6310380d50bee06b.html,discovery_lead_name_and_time_window_not_identity_or_policy_verification,True,False
