cycle,chamber,state_code,district,seat_basis_cycle,status,source_rows,state_primary_candidate_rows,state_primary_source_ids,candidate_rows,primary_reported_rows,primary_numeric_rows,democratic_primary_rows,primary_type,candidate_policy_text_status
2016,House,FL,08,2016,source_records_present,3,0,,3,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,09,2016,source_records_present,6,0,,6,6,6,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,10,2016,source_records_present,5,0,,5,5,4,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,11,2016,source_records_present,5,0,,5,3,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,12,2016,source_records_present,2,0,,2,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,13,2016,source_records_present,3,0,,3,3,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,14,2016,source_records_present,2,0,,2,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,15,2016,source_records_present,2,0,,2,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,16,2016,source_records_present,4,0,,4,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,17,2016,source_records_present,3,0,,3,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,18,2016,source_records_present,11,0,,11,9,9,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,19,2016,source_records_present,6,0,,6,4,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,20,2016,source_records_present,2,0,,2,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,21,2016,source_records_present,3,0,,3,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,22,2016,source_records_present,2,0,,2,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,23,2016,source_records_present,6,0,,6,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,24,2016,source_records_present,2,0,,2,2,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,25,2016,source_records_present,2,0,,2,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,26,2016,source_records_present,4,0,,4,3,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,FL,27,2016,source_records_present,6,0,,6,6,6,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,GA,01,2016,source_records_present,2,0,,2,1,1,0,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,GA,02,2016,source_records_present,3,0,,3,3,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,GA,03,2016,source_records_present,9,0,,9,9,9,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,GA,04,2016,source_records_present,2,0,,2,2,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,GA,05,2016,source_records_present,2,0,,2,2,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,GA,06,2016,source_records_present,2,0,,2,2,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,GA,07,2016,source_records_present,2,0,,2,2,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,GA,08,2016,source_records_present,3,0,,3,3,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,GA,09,2016,source_records_present,5,0,,5,5,5,0,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,GA,10,2016,source_records_present,2,0,,2,1,1,0,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,GA,11,2016,source_records_present,6,0,,6,6,6,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,GA,12,2016,source_records_present,4,0,,4,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,GA,13,2016,source_records_present,1,0,,1,1,1,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,GA,14,2016,source_records_present,4,0,,4,3,3,0,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,GU,00,2016,source_records_present,8,0,,4,7,7,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,HI,01,2016,source_records_present,10,0,,10,10,10,7,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,HI,02,2016,source_records_present,5,0,,5,5,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IA,01,2016,source_records_present,6,0,,3,5,5,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IA,02,2016,source_records_present,5,0,,2,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IA,03,2016,source_records_present,12,0,,9,7,7,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IA,04,2016,source_records_present,8,0,,3,5,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,ID,01,2016,source_records_present,7,0,,7,6,6,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,ID,02,2016,source_records_present,4,0,,4,4,4,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,01,2016,source_records_present,6,0,,6,5,5,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,02,2016,source_records_present,5,0,,5,5,5,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,03,2016,source_records_present,2,0,,2,1,1,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,04,2016,source_records_present,2,0,,2,2,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,05,2016,source_records_present,5,0,,5,3,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,06,2016,source_records_present,4,0,,4,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,07,2016,source_records_present,4,0,,4,3,3,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,08,2016,source_records_present,5,0,,5,5,5,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,09,2016,source_records_present,4,0,,4,2,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,10,2016,source_records_present,4,0,,4,3,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,11,2016,source_records_present,4,0,,4,4,4,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,12,2016,source_records_present,4,0,,4,4,4,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,13,2016,source_records_present,3,0,,3,3,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,14,2016,source_records_present,4,0,,4,4,4,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,15,2016,source_records_present,2,0,,2,2,2,0,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,16,2016,source_records_present,3,0,,3,2,2,0,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,17,2016,source_records_present,3,0,,3,3,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IL,18,2016,source_records_present,4,0,,4,2,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IN,01,2016,source_records_present,4,0,,4,3,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IN,02,2016,source_records_present,5,0,,5,5,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IN,03,2016,source_records_present,10,0,,10,10,9,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IN,04,2016,source_records_present,4,0,,4,4,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IN,05,2016,source_records_present,6,0,,6,6,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IN,06,2016,source_records_present,9,0,,9,9,8,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IN,07,2016,source_records_present,7,0,,7,7,6,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IN,08,2016,source_records_present,5,0,,5,5,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,IN,09,2016,source_records_present,10,0,,10,10,9,4,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,KS,01,2016,source_records_present,4,0,,4,3,2,0,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,KS,02,2016,source_records_present,3,0,,3,3,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,KS,03,2016,source_records_present,6,0,,6,6,5,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,KS,04,2016,source_records_present,5,0,,5,4,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,KY,01,2016,source_records_present,6,0,,6,5,4,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,KY,02,2016,source_records_present,1,0,,1,1,0,0,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,KY,03,2016,source_records_present,4,0,,4,4,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,KY,04,2016,source_records_present,2,0,,2,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,KY,05,2016,source_records_present,2,0,,2,2,2,0,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,KY,06,2016,source_records_present,4,0,,4,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,LA,01,2016,source_records_present,7,0,,7,0,0,0,louisiana_open_primary,not_collected_for_nationwide_universe
2016,House,LA,02,2016,source_records_present,3,0,,3,0,0,0,louisiana_open_primary,not_collected_for_nationwide_universe
2016,House,LA,03,2016,source_records_present,12,0,,12,0,0,0,louisiana_open_primary,not_collected_for_nationwide_universe
2016,House,LA,04,2016,source_records_present,8,0,,8,0,0,0,louisiana_open_primary,not_collected_for_nationwide_universe
2016,House,LA,05,2016,source_records_present,2,0,,2,0,0,0,louisiana_open_primary,not_collected_for_nationwide_universe
2016,House,LA,06,2016,source_records_present,6,0,,6,0,0,0,louisiana_open_primary,not_collected_for_nationwide_universe
2016,House,MA,01,2016,source_records_present,5,0,,5,2,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MA,02,2016,source_records_present,3,0,,3,2,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MA,03,2016,source_records_present,5,0,,5,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MA,04,2016,source_records_present,5,0,,5,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MA,05,2016,source_records_present,3,0,,3,2,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MA,06,2016,source_records_present,3,0,,3,2,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MA,07,2016,source_records_present,3,0,,3,2,2,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MA,08,2016,source_records_present,5,0,,5,4,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MA,09,2016,source_records_present,9,0,,9,5,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MD,01,2016,source_records_present,8,0,,7,7,6,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MD,02,2016,source_records_present,8,0,,7,7,6,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MD,03,2016,source_records_present,7,0,,6,5,4,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MD,04,2016,source_records_present,14,0,,13,12,10,6,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MD,05,2016,source_records_present,7,0,,6,6,5,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MD,06,2016,source_records_present,14,0,,13,12,10,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MD,07,2016,source_records_present,9,0,,8,6,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MD,08,2016,source_records_present,18,0,,17,16,14,9,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,ME,01,2016,source_records_present,4,0,,4,3,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,ME,02,2016,source_records_present,3,0,,3,2,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MI,01,2016,source_records_present,7,0,,7,7,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MI,02,2016,source_records_present,6,0,,6,5,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MI,03,2016,source_records_present,3,0,,3,3,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MI,04,2016,source_records_present,6,0,,6,5,2,0,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MI,05,2016,source_records_present,4,0,,4,4,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MI,06,2016,source_records_present,4,0,,4,3,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MI,07,2016,source_records_present,4,0,,4,4,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MI,08,2016,source_records_present,6,0,,6,4,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MI,09,2016,source_records_present,4,0,,4,4,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MI,10,2016,source_records_present,8,0,,8,8,6,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MI,11,2016,source_records_present,4,0,,4,3,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MI,12,2016,source_records_present,6,0,,6,4,2,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MI,13,2016,source_records_present,6,0,,6,4,3,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MI,14,2016,source_records_present,6,0,,6,6,4,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MN,01,2016,source_records_present,4,0,,3,3,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MN,02,2016,source_records_present,7,0,,6,5,5,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MN,03,2016,source_records_present,3,0,,2,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MN,04,2016,source_records_present,7,0,,6,5,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MN,05,2016,source_records_present,6,0,,5,4,4,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MN,06,2016,source_records_present,7,0,,6,6,6,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MN,07,2016,source_records_present,4,0,,3,3,3,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MN,08,2016,source_records_present,3,0,,2,2,0,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MO,01,2016,source_records_present,6,0,,6,6,6,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MO,02,2016,source_records_present,5,0,,5,4,4,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MO,03,2016,source_records_present,6,0,,6,5,5,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MO,04,2016,source_records_present,5,0,,5,5,5,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MO,05,2016,source_records_present,7,0,,7,7,7,2,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MO,06,2016,source_records_present,10,0,,10,9,9,5,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MO,07,2016,source_records_present,13,0,,13,12,12,3,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MO,08,2016,source_records_present,6,0,,6,6,6,1,requires_election_specific_verification,not_collected_for_nationwide_universe
2016,House,MP,00,2016,source_records_present,1,0,,1,0,0,0,requires_election_specific_verification,not_collected_for_nationwide_universe
