registry_race_id,cycle,state_code,registry_candidate,registry_election_date,registry_office,registry_jurisdiction,status,unmatched_registry_candidates,matched_source_candidates,matched_election_dates,matched_districts,matched_contest_ids,source_urls,issues,notes
race-5c08fa2bbce03a90932e,2024,MI,Rashida Tlaib,2024-08-06,US House,District 12,matched_recovered_result,,RASHIDA TLAIB,2024-08-06,12,mi-2024-08-06-house-12-regular-democratic,https://mvic.sos.state.mi.us/VoteHistory/GetElectionResultFile?electionId=698,,"Exact normalized-name matching only. Missing match is not proof of no candidacy; aliases, incomplete sources, conventions and future contests require review. No registry or endorsement role is changed automatically."
race-6233a2b380836f3b2218,2026,MO,Cori Bush,2026-08-04,US Congress MO-01,Missouri 1st Congressional District,review_required,Cori Bush,,,,,,no_exact_name_match_in_recovered_returns,"Exact normalized-name matching only. Missing match is not proof of no candidacy; aliases, incomplete sources, conventions and future contests require review. No registry or endorsement role is changed automatically."
race-64bde8b146c8826d40ce,2026,NY,Darializa Avila Chevalier,2026-06-23,US House,District 13,matched_recovered_result,,Darializa Avila Chevalier,2026-06-23,13,ny-2026-06-23-house-13-regular-democratic,https://www.vote.nyc/sites/default/files/pdf/election_results/2026/20260623Primary%20Election/01001600013Crossover%20Democratic%20Representative%20in%20Congress%2013th%20Congressional%20District%20Recap.csv,,"Exact normalized-name matching only. Missing match is not proof of no candidacy; aliases, incomplete sources, conventions and future contests require review. No registry or endorsement role is changed automatically."
race-65b42f86e7f537aa461c,2024,CA,David Lee Mandel,2024-03-05,US House,District 7,matched_recovered_result,,David Lee Mandel,2024-03-05,07,ca-2024-03-05-house-07-regular-all,https://elections.cdn.sos.ca.gov/sov/2024-primary/sov/csv-all-candidates-updated.xlsx,,"Exact normalized-name matching only. Missing match is not proof of no candidacy; aliases, incomplete sources, conventions and future contests require review. No registry or endorsement role is changed automatically."
race-76c7cbb9d6b99bc5d802,2026,CA,Chris Espinosa,2026-06-02,US House,District 26,matched_recovered_result,,Chris Espinosa,2026-06-02,26,ca-2026-06-02-house-26-regular-all,https://elections.cdn.sos.ca.gov/sov/2026-primary/sov/csv-voter-nominated.xlsx,,"Exact normalized-name matching only. Missing match is not proof of no candidacy; aliases, incomplete sources, conventions and future contests require review. No registry or endorsement role is changed automatically."
race-92d9ab18d64e4a42b737,2026,CO,Melat Kiros,2026-06-30,US House,District 1,matched_recovered_result,,Melat Kiros,2026-06-30,01,co-2026-06-30-house-01-regular-democratic,https://www.sos.state.co.us/pubs/elections/Results/2026/2026PrimaryStateAbstractofResultsCast.pdf,,"Exact normalized-name matching only. Missing match is not proof of no candidacy; aliases, incomplete sources, conventions and future contests require review. No registry or endorsement role is changed automatically."
race-95a691a9cb8491b42328,2026,PA,Chris Rabb,2026-05-19,US House,District 3,review_required,Chris Rabb,,,,,,no_exact_name_match_in_recovered_returns,"Exact normalized-name matching only. Missing match is not proof of no candidacy; aliases, incomplete sources, conventions and future contests require review. No registry or endorsement role is changed automatically."
race-9ec6691d67b9c9ad482a,2024,MD,Andrea L. Crooms,2024-05-14,US House,District 5,matched_recovered_result,,Andrea L. Crooms,2024-05-14,05,md-2024-05-14-house-05-regular-democratic,https://elections.maryland.gov/elections/archive/2024/election_data/PP24_CongressionalBreakDownDemocratic.csv,,"Exact normalized-name matching only. Missing match is not proof of no candidacy; aliases, incomplete sources, conventions and future contests require review. No registry or endorsement role is changed automatically."
race-a0d0079bd79eae1cceb4,2026,WI,Emily Berge,2026-08-11,US House,District 3,matched_recovered_result,,Emily Berge,2026-08-11,03,wi-2026-08-11-house-03-regular-democratic,https://elections.wi.gov/sites/default/files/documents/August%202026%20Partisan%20Primary_Summary%20Results.pdf,,"Exact normalized-name matching only. Missing match is not proof of no candidacy; aliases, incomplete sources, conventions and future contests require review. No registry or endorsement role is changed automatically."
race-b1a420450d32f5e0bd93,2026,IL,Junaid Ahmed,2026-03-17,US House,District 8,matched_recovered_result,,JUNAID AHMED,2026-03-17,08,il-2026-03-17-house-08-regular-democratic,https://www.elections.il.gov/electionoperations/ElectionVoteTotals.aspx?ID=Z2J%2FvYpKX8w%3D,,"Exact normalized-name matching only. Missing match is not proof of no candidacy; aliases, incomplete sources, conventions and future contests require review. No registry or endorsement role is changed automatically."
race-b72c70764e7173f3e7b1,2026,CA,Helena Pasquarella,2026-06-02,US House,District 24,matched_recovered_result,,Helena Pasquarella,2026-06-02,24,ca-2026-06-02-house-24-regular-all,https://elections.cdn.sos.ca.gov/sov/2026-primary/sov/csv-voter-nominated.xlsx,,"Exact normalized-name matching only. Missing match is not proof of no candidacy; aliases, incomplete sources, conventions and future contests require review. No registry or endorsement role is changed automatically."
race-ce230166d53b758968b6,2024,NY,Alexandria Ocasio-Cortez,2024-06-25,US House,District 14,matched_recovered_result,,Alexandria Ocasio-Cortez,2024-06-25,14,ny-2024-06-25-house-14-regular-democratic,https://www.vote.nyc/sites/default/files/pdf/election_results/2024/20240625Primary%20Election/01001900014Crossover%20Democratic%20Representative%20in%20Congress%2014th%20Congressional%20District%20Recap.csv,,"Exact normalized-name matching only. Missing match is not proof of no candidacy; aliases, incomplete sources, conventions and future contests require review. No registry or endorsement role is changed automatically."
race-d2aabb75a31f1e810737,2026,NY,Claire Valdez,2026-06-23,US House,District 7,matched_recovered_result,,Claire Valdez,2026-06-23,07,ny-2026-06-23-house-07-regular-democratic,https://www.vote.nyc/sites/default/files/pdf/election_results/2026/20260623Primary%20Election/01001600007Crossover%20Democratic%20Representative%20in%20Congress%207th%20Congressional%20District%20Recap.csv,,"Exact normalized-name matching only. Missing match is not proof of no candidacy; aliases, incomplete sources, conventions and future contests require review. No registry or endorsement role is changed automatically."
