cycle,state_code,chamber,district,regular_primary_status,unresolved_ballot_categories,future_ballot_categories,minor_party_universe_status,special_election_status
2016,CT,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,CT,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,CT,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,CT,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,CT,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,DC,House,00,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,DE,House,00,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,10,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,11,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,12,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,13,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,14,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,15,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,16,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,17,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,18,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,19,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,20,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,21,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,22,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,23,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,24,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,25,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,26,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,FL,House,27,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,GA,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,GA,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,GA,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,GA,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,GA,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,GA,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,GA,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,GA,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,GA,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,GA,House,10,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,GA,House,11,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,GA,House,12,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,GA,House,13,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,GA,House,14,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,GU,House,00,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,HI,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,HI,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IA,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IA,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IA,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IA,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,ID,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,ID,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,10,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,11,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,12,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,13,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,14,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,15,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,16,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,17,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IL,House,18,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IN,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IN,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IN,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IN,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IN,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IN,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IN,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IN,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,IN,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,KS,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,KS,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,KS,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,KS,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,KY,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,KY,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,KY,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,KY,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,KY,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,KY,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,LA,House,01,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,LA,House,02,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,LA,House,03,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,LA,House,04,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,LA,House,05,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,LA,House,06,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MA,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MA,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MA,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MA,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MA,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MA,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MA,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MA,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MA,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MD,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MD,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MD,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MD,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MD,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MD,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MD,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MD,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,ME,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,ME,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MI,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MI,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MI,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MI,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MI,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MI,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MI,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MI,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MI,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MI,House,10,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MI,House,11,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MI,House,12,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MI,House,13,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MI,House,14,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MN,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MN,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MN,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MN,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MN,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MN,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MN,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MN,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MO,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MO,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MO,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MO,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MO,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MO,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MO,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MO,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MP,House,00,unresolved,all-party,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MS,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MS,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MS,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MS,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,MT,House,00,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,NC,House,01,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,NC,House,02,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,NC,House,03,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,NC,House,04,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,NC,House,05,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,NC,House,06,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,NC,House,07,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,NC,House,08,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,NC,House,09,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,NC,House,10,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
2016,NC,House,11,unresolved,Democratic | Republican,,requires_state_election_specific_review,tracked_separately_not_implied_by_regular_seat
