race_id,candidate,attempted_url,outcome,notes,url,raw_path,source_candidate_name,gap_kind,metadata_document_id,lead_index,role,resolution
race-64bde8b146c8826d40ce,Theo Bruce Chino-Tavarez,https://patch.com/new-york/harlem/election-q-meet-ny-13-candidate-theo-chino-tavarez,recovered_dated_pre_primary_q_and_a,,https://patch.com/new-york/harlem/election-q-meet-ny-13-candidate-theo-chino-tavarez,data/raw/policy_ny_2026/theo-chino-patch-2026-primary-qa.html,Theo Bruce Chino-Tavarez,,,,,
race-0238993b2ccb424dc347,Rashida Tlaib,https://rashidaforcongress.com/issues/healthcare-for-all/,excluded_undated_current_page,The current copy cannot independently prove pre-primary wording; a 2026-08-03 archive was retained.,,,Rashida Tlaib,,,,,
race-0238993b2ccb424dc347,Byron H. Nolen,https://nolen4congress.com/,excluded_undated_current_page,The current campaign page is undated; the pre-primary archive and dated WDET interview were retained.,,,Byron H. Nolen,,,,,
race-0238993b2ccb424dc347,Shanelle Jackson,https://shanellejackson.com/,blocked_javascript_browser_check,The current request returned a browser-check page; a successful 2026-08-03 archive was retained.,,,Shanelle Jackson,,,,,
race-2d77a10e3b62e9f5ec19,Donavan McKinney,https://www.donavanforcongress.com/priorities,excluded_undated_current_page,The current copy is undated; a 2026-08-03 archive was retained and used.,,,Donavan McKinney,,,,,
race-2d77a10e3b62e9f5ec19,Shri Thanedar,https://thanedar.house.gov/issues,excluded_undated_issue_index,The current issue index is undated and lacks the selected substantive statement; a dated candidate interview was used.,,,Shri Thanedar,,,,,
race-a0d0079bd79eae1cceb4,Emily Berge,https://www.bergeforcongress.com/issues/,excluded_undated_current_page,The current copy cannot establish primary-window wording; the election-day archive was retained and used.,,,Emily Berge,,,,,
race-a0d0079bd79eae1cceb4,Rebecca Cooke,https://cookeforwisconsin.com/priorities/,blocked_modsecurity_current_response,The current request returned a 226-byte Not Acceptable response; the successful election-day archive was retained and used.,,,Rebecca Cooke,,,,,
race-95a691a9cb8491b42328,Ala Stanford,https://www.drala4congress.com/healthy-communities-strong-families,excluded_current_undated_page,Current campaign platform was undated and no in-window archived capture was established.,,,Ala Stanford,,,,,
race-95a691a9cb8491b42328,Shaun Griffith,,unresolved_dated_candidate_source,"No dated candidate-origin platform, questionnaire, interview, or archived in-window page was identified in the bounded pass.",,,Shaun Griffith,,,,,
race-b1a420450d32f5e0bd93,Dan Tully,,unresolved_dated_candidate_source,No dated candidate-origin source was identified.,,,Dan Tully,,,,,
race-b1a420450d32f5e0bd93,Melissa L. Bean,https://www.melissabeanforcongress.com/issues,current_page_undated_archive_query_failed,Current issue page was undated; archive query timed out and no pre-primary capture was verified.,,,Melissa L. Bean,,,,,
race-b1a420450d32f5e0bd93,Neil Khot,,unresolved_dated_candidate_source,No dated candidate-origin source was identified.,,,Neil Khot,,,,,
race-b1a420450d32f5e0bd93,Ryan Vetticad,,unresolved_dated_candidate_source,No dated candidate-origin source was identified.,,,Ryan Vetticad,,,,,
race-b1a420450d32f5e0bd93,Sanjyot Dunung,https://news.wttw.com/elections/voters-guide/2026-primary/sanjyot-dunung,excluded_first_archive_after_primary,"First successful Wayback capture was 2026-03-19, after the 2026-03-17 primary.",,,Sanjyot Dunung,,,,,
race-b1a420450d32f5e0bd93,Yasmeen Bankole,,unresolved_dated_candidate_source,No dated candidate-origin source was identified.,,,Yasmeen Bankole,,,,,
race-b1a420450d32f5e0bd93,Melissa L. Bean,https://news.wttw.com/elections/voters-guide/2026-primary/melissa-bean,http_404,Follow-up moved to her complete official issue platform rather than treating a missing questionnaire as no position.,,,Melissa L. Bean,,,,,
race-b1a420450d32f5e0bd93,Neil Khot,https://news.wttw.com/elections/voters-guide/2026-primary/neil-khot,http_403,Official campaign priorities and an in-window archive were subsequently recovered.,,,Neil Khot,,,,,
race-b1a420450d32f5e0bd93,Ryan Vetticad,https://news.wttw.com/elections/voters-guide/2026-primary/ryan-vetticad,http_403,Later recovered his campaign's own archived platform; timing remains qualified.,,,Ryan Vetticad,,,,,
race-b1a420450d32f5e0bd93,Neil Khot,https://www.dailyherald.com/20260228/us-congress-politics/neil-khot-2026-candidate-for-the-8th-congressional-district/,access_challenge_not_policy_text,Response contained an Incapsula incident page. It was not treated as a candidate statement or an exhaustive failed search.,,,Neil Khot,,,,,
race-b1a420450d32f5e0bd93,Ryan Vetticad,https://www.dailyherald.com/20260208/us-congress-politics/8th-district-democratic-hopefuls-debate-ice-changes-noem-exit/,access_challenge_not_policy_text,Forum source returned an Incapsula page; no challenge was bypassed and no policy words were inferred.,,,Ryan Vetticad,,,,,
race-b1a420450d32f5e0bd93,Ryan Vetticad,https://ryanforillinois.com/,site_paused_or_lapsed,Live page contained only a paused-site notice. The campaign platform was recovered independently from a March 19 archive.,,,Ryan Vetticad,,,,,
race-b1a420450d32f5e0bd93,Ryan Vetticad,https://web.archive.org/web/20260317005809id_/https://www.ryanforillinois.com/,replay_redirected_after_primary,"Final URL was the March 19 02:54:55 capture, not the requested March 17 snapshot. Retained actual capture date; did not claim pre-primary timing.",,,Ryan Vetticad,,,,,
race-b1a420450d32f5e0bd93,Melissa L. Bean,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.melissabeanforcongress.com%2Fissues&timestamp=20260316,closest_capture_after_primary,Availability returned March 18 02:28:53 UTC; earlier bounded CDX lookup subsequently returned HTTP503. Current material remains timing-unverified.,,,Melissa L. Bean,,,,,
race-b1a420450d32f5e0bd93,Sanjyot Dunung,https://archive.org/wayback/available?url=https%3A%2F%2Fnews.wttw.com%2Felections%2Fvoters-guide%2F2026-primary%2Fsanjyot-dunung&timestamp=20260316,closest_capture_after_primary,Availability returned March 19 02:57:40 UTC. Bounded pre-primary CDX query returned HTTP503; missing historical timing is not a missing policy position.,,,Sanjyot Dunung,,,,,
race-95a691a9cb8491b42328,Ala Stanford,https://www.cityandstatepa.com/personality/2026/05/candidate-questionnaire-ala-stanford/413343/,unrelated_article_redirect,Redirected to a New York climate-law sponsor article. The actual Stanford questionnaire was later recovered at article413461.,,,Ala Stanford,,,,,
race-95a691a9cb8491b42328,Ala Stanford,https://www.cityandstatepa.com/politics/2026/05/candidate-questionnaire-ala-stanford/413547/,unrelated_article_redirect,Incorrect article ID redirected to an unrelated New York Essential Plan story. Rejected before policy integration.,,,Ala Stanford,,,,,
race-95a691a9cb8491b42328,Shaun Griffith,https://www.cityandstatepa.com/politics/2026/05/candidate-questionnaire-shaun-griffith/413483/,unrelated_article_redirect,Incorrect article ID redirected to an unrelated Nextgov AI article. Rejected before policy integration.,,,Shaun Griffith,,,,,
race-95a691a9cb8491b42328,Shaun Griffith,https://www.cityandstatepa.com/personality/2026/05/candidate-questionnaire-shaun-griffith/413475/,unrelated_article_redirect,Redirected to an unrelated Route Fifty New Mexico story. A dated CBS candidate interview was subsequently recovered instead.,,,Shaun Griffith,,,,,
race-95a691a9cb8491b42328,Ala Stanford,https://stanfordforcongress.com/,tls_hostname_mismatch,Both root and www hosts failed certificate verification. TLS verification was not disabled; used the independently retrieved dated questionnaire.,,,Ala Stanford,,,,,
race-95a691a9cb8491b42328,Ala Stanford,https://www.drala4congress.com/healthy-communities-strong-families,dns_lookup_failure,Former-domain lead could not resolve; an archive-availability query found no capture for that exact route. This did not establish an absence of positions.,,,Ala Stanford,,,,,
race-95a691a9cb8491b42328,Shaun Griffith,https://griffithforcongress.org/,javascript_shell_then_rendered_dom_recovered,Initial HTML contained no extracted body text. A sandboxed browser rendered the actual public campaign page without form submissions; full DOM retained with unknown pre-primary timing.,,,Shaun Griffith,,,,,
race-76c7cbb9d6b99bc5d802,Chris Espinosa,https://www.espinosaforcongress.com/issues,excluded_site_paused_404_body,The current final body contained no policy text.,,,Chris Espinosa,,,,,
race-76c7cbb9d6b99bc5d802,Liam Andres O’Neill Hernandez,https://signalscv.com/2026/05/the-signals-california-primary-preview-2/,excluded_http_403_body,The final body was a 403 page. A complete dated Ventura County Star questionnaire syndication was recovered instead.,,,Liam Andres O'Neill Hernandez,,,,,
race-76c7cbb9d6b99bc5d802,Chris Espinosa,https://www.espinosaforcongress.com/issues,current_site_paused_then_archive_recovered_timing_unverified,Requested a capture no later than June 1; Wayback redirected to its closest available June 3 capture.,https://www.espinosaforcongress.com/issues,data/raw/policy_ca_2026/ca26-chris-issues-wayback.html,Chris Espinosa,,,,,
race-76c7cbb9d6b99bc5d802,Jacqui Irwin,https://jacquiirwin.com/champion-for-our-environment,recovered_current_policy_timing_unverified,Substantive body and title verified; no publication date or pre-primary capture established.,https://jacquiirwin.com/champion-for-our-environment,data/raw/policy_ca_2026/ca26-jacqui-climate.html,Jacqui Irwin,,,,,
race-76c7cbb9d6b99bc5d802,Liam Andres O’Neill Hernandez,https://www.aol.com/articles/meet-9-candidates-26th-congressional-123026000.html,recovered_dated_pre_primary_questionnaire,"Full body, title, author/provider, original VC Star URL, and JSON-LD publication date verified.",https://www.aol.com/articles/meet-9-candidates-26th-congressional-123026000.html,data/raw/policy_ca_2026/ca26-liam-vcstar-aol-2026-05-10.html,Liam Andres O'Neill Hernandez,,,,,
race-76c7cbb9d6b99bc5d802,Sasan Samadzadeh,https://sasansamadzadeh.org/,recovered_current_platform_timing_unverified,Complete platform recovered; no publication date or pre-primary archive established.,https://sasansamadzadeh.org/,data/raw/policy_ca_2026/ca26-sasan-platform.html,Sasan Samadzadeh,,,,,
race-76c7cbb9d6b99bc5d802,Sonia Devgan-Kacker,https://parentsagainstssfl.com/vote,recovered_candidate_survey_timing_unverified,Labeled Sonia Kacker and Chris Espinosa answer sections recovered; publication timing unresolved.,https://parentsagainstssfl.com/vote,data/raw/policy_ca_2026/ca26-ssfl-candidate-survey.html,Sonia Kacker,,,,,
race-b72c70764e7173f3e7b1,Helena Pasquarella,https://www.pasquarellaforcongress.com/issues,recovered_current_platform_timing_unverified,Complete issues page recovered; official party preference remains Peace and Freedom.,https://www.pasquarellaforcongress.com/issues,data/raw/policy_ca_2026/ca24-helena-issues.html,Helena Pasquarella,,,,,
race-b72c70764e7173f3e7b1,Salud Carbajal,https://www.saludcarbajal.com/issues/making-health-care-more-affordable,recovered_current_policy_timing_unverified,Complete healthcare issue body recovered; no publication date or pre-primary capture established.,https://www.saludcarbajal.com/issues/making-health-care-more-affordable,data/raw/policy_ca_2026/ca24-salud-healthcare.html,Salud Carbajal,,,,,
race-b72c70764e7173f3e7b1,Sarah Bacon,https://www.sarahbacon.com/sarah-bacon-platform-launch-050426.pdf,recovered_original_dated_pre_primary_pdf,"Original two-page application/pdf body dated May 4, 2026.",https://www.sarahbacon.com/sarah-bacon-platform-launch-050426.pdf,data/raw/policy_ca_2026/ca24-sarah-platform-2026-05-04.pdf,Sarah Bacon,,,,,
race-76c7cbb9d6b99bc5d802,Sonia Devgan-Kacker,https://elections.cdn.sos.ca.gov/statewide-elections/2026-primary/cert-list-candidates.pdf,official_ballot_alias_verified,Official list uses Sonia Kacker; campaign JSON-LD uses Dr. Sonia Devgan-Kacker.,https://elections.cdn.sos.ca.gov/statewide-elections/2026-primary/cert-list-candidates.pdf,data/raw/policy_ca_2026/ca-certified-candidates-2026-03-26.pdf,Sonia Kacker,,,,,
race-76c7cbb9d6b99bc5d802,Liam Andres O’Neill Hernandez,https://elections.cdn.sos.ca.gov/statewide-elections/2026-primary/cert-list-candidates.pdf,official_punctuation_alias_verified,Official list and questionnaire use the straight apostrophe; registry lead uses a typographic apostrophe.,https://elections.cdn.sos.ca.gov/statewide-elections/2026-primary/cert-list-candidates.pdf,data/raw/policy_ca_2026/ca-certified-candidates-2026-03-26.pdf,Liam Andres O'Neill Hernandez,,,,,
race-6233a2b380836f3b2218,Alissa Murphy,https://www.fec.gov/data/candidate/H6MO01311/,identity_only_no_policy_answers,Official FEC page confirms candidacy and committee identity but contains no candidate-authored policy platform or questionnaire answers. A candidate LinkedIn post was located but did not provide a usable policy position.,,,Alissa Murphy,,,,,
race-6233a2b380836f3b2218,Carl Harris Sr.,https://secure.actblue.com/directory/MO,identity_only_no_policy_answers,ActBlue directory confirms a campaign fundraising entry but provides no candidate-authored policy platform or questionnaire answers.,,,Carl E. Harris Sr,,,,,
race-6233a2b380836f3b2218,Carl Henderson,https://s1.sos.mo.gov/CandidatesOnWeb/DisplayCandidatesPlacement.aspx?OfficeCode=25%20CN%201&ElectionCode=750006905,official_identity_only,Official certified candidate list verifies ballot identity; no distinct candidate-authored policy source was recovered in the bounded pass.,,,Carl Earnest Henderson,,,,,
race-3b9a8d1c4fa2cbcadb73,Ashleigh Rogers,https://ashleighrogers4congress.com/,archive_capture_failed,"A pre-primary Wayback capture was indexed at 2026-08-03, but replay retrieval returned an archive server error; no full candidate-authored body was retained.",,,Ashleigh Rogers,,,,,
race-3b9a8d1c4fa2cbcadb73,G. Rick,https://www.axios.com/local/kansas-city/2026/07/31/missouri-4th-district-primary-candidates-2026,candidate_did_not_respond_source_body_unavailable,"Axios search indexing states G Rick did not respond to its candidate questions, but direct retrieval returned a challenge page, so the article body was not retained or used as policy evidence.",,,G Rick,,,,,
race-3b9a8d1c4fa2cbcadb73,Ashleigh Rogers,https://web.archive.org/web/20260803200859id_/https://ashleighrogers4congress.com/,archive_replay_http500,Exact independently indexed August3 capture failed again after gzip extraction support was added. Normal replay also failed; current campaign text is retained separately with timing qualification.,https://web.archive.org/web/20260803200859id_/https://ashleighrogers4congress.com/,,Ashleigh Rogers,,,,,
race-6233a2b380836f3b2218,Carl Harris Sr.,https://www.stlamerican.com/news/local-news/carl-harris-enters-race-for-missouris-1st-congressional-district/,reporter_summary_only_no_candidate_quote,Full March20 article reviewed; economic-opportunity summary was not promoted to exact candidate speech.,https://www.stlamerican.com/news/local-news/carl-harris-enters-race-for-missouris-1st-congressional-district/,data/raw/policy_mo_2026/carl-harris-stlamerican-20260320.html,Carl E. Harris Sr,,,,,
race-6233a2b380836f3b2218,Cori Bush,https://www.coribush.org/priorities,captured_pre_primary_archive_no_mechanism_excerpt,,https://www.coribush.org/priorities,data/raw/policy_mo_2026/cori-priorities-20260803190838.html,Cori Bush,,,,,
race-6233a2b380836f3b2218,Wesley Bell,https://www.bell4mo.com/issues/,captured_pre_primary_archive,,https://www.bell4mo.com/issues/,data/raw/policy_mo_2026/bell-issues-20260803190804.html,Wesley Bell,,,,,
race-6233a2b380836f3b2218,Cori Bush / Wesley Bell,https://www.stlpr.org/show/st-louis-on-the-air/2026-07-24/missouri-wesley-bell-cori-bush-radio-appearance,recovered_dated_joint_appearance,,https://www.stlpr.org/show/st-louis-on-the-air/2026-07-24/missouri-wesley-bell-cori-bush-radio-appearance,data/raw/policy_mo_2026/mo01-stlpr-bush-bell-2026-07-24.html,Cori Bush / Wesley Bell,,,,,
race-3b9a8d1c4fa2cbcadb73,Hartzell Gray,https://www.hartzellforcongress.com/,recovered_pre_primary_archive,,https://www.hartzellforcongress.com/,data/raw/policy_mo_2026/hartzell-issues-20260803201925.html,Hartzell Gray,,,,,
race-3b9a8d1c4fa2cbcadb73,Jordan Herrera,https://jordanjherrera.com/issues,recovered_pre_primary_archive,,https://jordanjherrera.com/issues,data/raw/policy_mo_2026/herrera-issues-20260803205949.html,Jordan Herrera,,,,,
race-3b9a8d1c4fa2cbcadb73,Jeanette Cass,https://www.cassforcongress.com/,recovered_pre_primary_archive,,https://www.cassforcongress.com/,data/raw/policy_mo_2026/jeanette-cass-20250907182249.html,Jeanette Cass,,,,,
race-3b9a8d1c4fa2cbcadb73,Randy Miller,https://www.randymillercongress.com/,recovered_pre_primary_archive,,https://www.randymillercongress.com/,data/raw/policy_mo_2026/randy-miller-20260803201241.html,Randy Miller,,,,,
race-3b9a8d1c4fa2cbcadb73,Wayne Russell,https://votewaynerussell.com/,recovered_pre_primary_archive,,https://votewaynerussell.com/,data/raw/policy_mo_2026/wayne-russell-20260803200904.html,Wayne Russell,,,,,
race-3b9a8d1c4fa2cbcadb73,Ashleigh Rogers,https://ashleighrogers4congress.com/,archive_server_error,,https://ashleighrogers4congress.com/,,Ashleigh Rogers,,,,,
race-6233a2b380836f3b2218,Alissa Murphy,https://www.fec.gov/data/candidate/H6MO01311/,identity_only_no_policy_answers,,https://www.fec.gov/data/candidate/H6MO01311/,,Alissa Murphy,,,,,
race-6233a2b380836f3b2218,Carl Harris Sr.,https://secure.actblue.com/directory/MO,identity_only_no_policy_answers,,https://secure.actblue.com/directory/MO,,Carl E. Harris Sr,,,,,
race-6233a2b380836f3b2218,Carl Henderson,https://s1.sos.mo.gov/CandidatesOnWeb/DisplayCandidatesPlacement.aspx?OfficeCode=25%20CN%201&ElectionCode=750006905,official_identity_only,,https://s1.sos.mo.gov/CandidatesOnWeb/DisplayCandidatesPlacement.aspx?OfficeCode=25%20CN%201&ElectionCode=750006905,,Carl Earnest Henderson,,,,,
race-3b9a8d1c4fa2cbcadb73,Ashleigh Rogers,https://ashleighrogers4congress.com/,archive_capture_failed,,https://ashleighrogers4congress.com/,,Ashleigh Rogers,,,,,
race-3b9a8d1c4fa2cbcadb73,G. Rick,https://www.axios.com/local/kansas-city/2026/07/31/missouri-4th-district-primary-candidates-2026,candidate_did_not_respond_source_body_unavailable,,https://www.axios.com/local/kansas-city/2026/07/31/missouri-4th-district-primary-candidates-2026,,G Rick,,,,,
race-1d2c5471b666d1dfee92,Lauren Jewett,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.laurenjewett.com%2Fissues%2Fmodern-economy&timestamp=20260922,no_snapshot_returned,Availability query returned no capture for that exact issue route. Healthcare evidence was recovered independently; this is not an exhaustive search or an absence-of-position claim.,,,Lauren Jewett,,,,,
race-0737ecc067d5cc0799e8,Hamid Parvizian,,unresolved_discovery_or_attribution_gap,No retained source in the packet. This packet-only pass did not claim an exhaustive external search.,,,,cached_source_gap,,,,
race-0737ecc067d5cc0799e8,Jimmy Jones,,unresolved_discovery_or_attribution_gap,No retained source in the packet. This packet-only pass did not claim an exhaustive external search.,,,,cached_source_gap,,,,
race-e4f88f1286d62b12a1ab,Jacob Pavlecic,,unresolved_discovery_or_attribution_gap,No retained source in the packet. This packet-only pass did not claim an exhaustive external search.,,,,cached_source_gap,,,,
race-be4bad5778e280b31274,Gary G. Davis,,unresolved_discovery_or_attribution_gap,No retained source in the packet. This packet-only pass did not claim an exhaustive external search.,,,,cached_source_gap,,,,
race-be4bad5778e280b31274,Mark Pickrell,,unresolved_discovery_or_attribution_gap,No retained source in the packet. This packet-only pass did not claim an exhaustive external search.,,,,cached_source_gap,,,,
race-be4bad5778e280b31274,Robin Kimbrough,,unresolved_discovery_or_attribution_gap,No retained source in the packet. This packet-only pass did not claim an exhaustive external search.,,,,cached_source_gap,,,,
race-9c84c4f62bbebc0b7b7d,Deborah Fisher,,unresolved_discovery_or_attribution_gap,The retained audio-page shell contains only a reporter summary and no attributable transcript. This packet-only pass did not claim an exhaustive external search.,,,,cached_source_gap,,,,
race-3db62fccce64bbd64336,Edith M. Ladipo,,unresolved_discovery_or_attribution_gap,The retained third-party profile provides platform summaries but no attributable candidate words. This packet-only pass did not claim an exhaustive external search.,,,,cached_source_gap,,,,
race-8b7a8f7e7882f4f63dbb,Stefani L. Zinerman,,unresolved_discovery_or_attribution_gap,"The retained debate article supplies reporter summaries, not a direct candidate quotation or submitted answer. This packet-only pass did not claim an exhaustive external search.",,,,cached_source_gap,,,,
race-f1e0f94b57d24c62031b,Carlos Vilela,,unresolved_discovery_or_attribution_gap,The retained BallotReady profile is written in third person and does not establish that the text is candidate-submitted. This packet-only pass did not claim an exhaustive external search.,,,,cached_source_gap,,,,
me-house-39-dem-primary-2016,Andrew Edwards,https://web.archive.org/web/20160607163830/http://www.pressherald.com/2016/05/30/hd-39-newcomers-seek-house-nomination/,accepted_excerpt,Selected for an attributable policy excerpt.,,,,,53cb0c94e7aeafab95d03af7,,,
me-house-39-dem-primary-2016,Mike Sylvester,https://web.archive.org/web/20160607163830/http://www.pressherald.com/2016/05/30/hd-39-newcomers-seek-house-nomination/,accepted_excerpt,Selected for an attributable policy excerpt.,,,,,ef6edfaca5fa415eb5e98d77,,,
race-0737ecc067d5cc0799e8,Ali Khorasani,https://web.archive.org/web/20180209101917id_/https://www.tx2.rocks/,accepted_excerpt,Selected for an attributable policy excerpt.,,,,,96f62451c9bb92dc80dc1b60,,,
race-0737ecc067d5cc0799e8,Silky Malik,https://web.archive.org/web/20180118215314id_/https://www.freepresshouston.com/so-you-want-to-be-in-charge-silky-malik-d-for-texas-district-2/,accepted_excerpt,Selected for an attributable policy excerpt.,,,,,90620cb506ce6755c1ce2d88,,,
race-0737ecc067d5cc0799e8,Todd Litton,https://web.archive.org/web/20180118144058id_/https://toddlitton.com/,accepted_excerpt,Selected for an attributable policy excerpt.,,,,,3e56224c19e7b0832f4bfe65,,,
race-e4f88f1286d62b12a1ab,Betsy Monroe,https://www.pghcitypaper.com/PolitiCrap/archives/2018/02/02/betsy-monroe-inspired-by-the-womens-march-is-challenging-state-rep-hal-english-in-pittsburghs-north-hills,accepted_excerpt,Selected for an attributable policy excerpt.,,,,,e2e60a6820c30cf8e254e710,,,
race-e4f88f1286d62b12a1ab,Kareem Kandil,http://www.kareemforpa.com:80/issues,accepted_excerpt,Selected for an attributable policy excerpt.,,,,,2c997992bb9d3e9015cc24df,,,
race-e4f88f1286d62b12a1ab,Kareem Kandil,http://www.kareemforpa.com/issues,reviewed_not_selected,"Cached source reviewed but not selected because it duplicated a stronger source, lacked attributable candidate policy words, or was not needed within the physical-source quote budget.",,,,,5e869eb8dd1bcf2b194d60eb,,,
race-be4bad5778e280b31274,James Mackler,https://www.jamesmackler.com/category/news/page/8,reviewed_not_selected,"Cached source reviewed but not selected because it duplicated a stronger source, lacked attributable candidate policy words, or was not needed within the physical-source quote budget.",,,,,00a5cdf9d7cdc8ccbcb1888d,,,
race-be4bad5778e280b31274,James Mackler,https://www.jamesmackler.com/category/news/page/9,reviewed_not_selected,"Cached source reviewed but not selected because it duplicated a stronger source, lacked attributable candidate policy words, or was not needed within the physical-source quote budget.",,,,,0559e535854a397dc81bd310,,,
race-be4bad5778e280b31274,James Mackler,https://www.jamesmackler.com/news/2020/hagerty-op-ed-let-tennessee-go-bankrupt/feed,reviewed_not_selected,"Cached source reviewed but not selected because it duplicated a stronger source, lacked attributable candidate policy words, or was not needed within the physical-source quote budget.",,,,,05bb928ef992bd3bf4c4fb25,,,
race-be4bad5778e280b31274,James Mackler,https://www.jamesmackler.com/category/news/page/3,reviewed_not_selected,"Cached source reviewed but not selected because it duplicated a stronger source, lacked attributable candidate policy words, or was not needed within the physical-source quote budget.",,,,,2e1112c2a6b892a2a7e11c8c,,,
race-be4bad5778e280b31274,James Mackler,https://www.jamesmackler.com/category/news/page/2,reviewed_not_selected,"Cached source reviewed but not selected because it duplicated a stronger source, lacked attributable candidate policy words, or was not needed within the physical-source quote budget.",,,,,5787c1fcb358b831aa8d3510,,,
race-be4bad5778e280b31274,James Mackler,https://www.jamesmackler.com/frontpage/2020/combat-veteran-james-mackler-comments-on-the-insurrection-act,reviewed_not_selected,"Cached source reviewed but not selected because it duplicated a stronger source, lacked attributable candidate policy words, or was not needed within the physical-source quote budget.",,,,,19660f84305d97d1477727ba,,,
race-be4bad5778e280b31274,James Mackler,https://www.jamesmackler.com/frontpage/2020/james-mackler-women-who-cannot-make-their-own-health-care-decisions-are-not-free,reviewed_not_selected,"Cached source reviewed but not selected because it duplicated a stronger source, lacked attributable candidate policy words, or was not needed within the physical-source quote budget.",,,,,36a33fee07bf1791e8ff748a,,,
race-be4bad5778e280b31274,James Mackler,https://www.jamesmackler.com/frontpage/2019/healthcareprotections190628,accepted_excerpt,Selected for an attributable policy excerpt.,,,,,b415b886791b466eecf7890a,,,
