race_id,candidate,attempted_url,outcome,notes,source_candidate_name,gap_kind,role
race-a493243e3fd4b72b829f,Gary Goodweather,https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-gary-goodweather,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-a493243e3fd4b72b829f,Hope Solomon,https://hopefordc.com/,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-a493243e3fd4b72b829f,Janeese Lewis George,https://janeesefordc.com/platform/homes-for-all,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-a493243e3fd4b72b829f,Kenyan R. McDuffie,https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-kenyan-mcduffie,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-a493243e3fd4b72b829f,Rini Sampath,https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-rini-sampath,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-a493243e3fd4b72b829f,"Vincent Orange (""VO"")",https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-vincent-orange,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-a8714bfc41c3a8b6f98f,Melissa Orlando,https://wqclt.org/wp-content/uploads/2026/06/WQCLT_2026_Complete_Candidate_Responses.pdf,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-a8714bfc41c3a8b6f98f,Samantha Kattan,https://www.samanthaforqueens.com/,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-bac785822c8a53b0ea8e,Raaheela Ahmed,https://www.raaheela.com/issues.html,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-d6b2b42e806068d1745f,Ashley Hartmeier-Prigg,https://oregoncapitalchronicle.com/voter-guides/contests/2026-democratic-primary-oregon-house-district-27/,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-d6b2b42e806068d1745f,Tammy Carpenter,https://tammyfororegon.com/platform,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-f1e0f94b57d24c62031b,Gabriel Sanchez,https://www.sanchezforgeorgia.com/our-vision,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-7887f598f39fd35231f5,Helena Scott,https://reelecthelenascott.com/,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-bac785822c8a53b0ea8e,Ron Watson,https://www.ronformaryland.com/,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-50548ada602a94d636d7,Clint Sobratti,,packet_has_no_retained_candidate_source,No cached source was available in the packet; no policy stance or comparison was inferred.,,,
race-98a94ea45af952a751bc,Charles Rand Barnett,https://lwvpdx.org/wp-content/uploads/2020/04/2020-OR-English-FINAL.pdf,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-98a94ea45af952a751bc,Matthew S Davis,,packet_has_no_retained_candidate_source,No cached source was available in the packet; no policy stance or comparison was inferred.,,,
race-8d1e88972b7232ea26d0,Chuck Nelson,https://www.eriegaynews.com/printedition/pdfs/EGN202105.pdf,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-8d1e88972b7232ea26d0,Cory Diloreto,https://www.eriegaynews.com/printedition/pdfs/EGN202105.pdf,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-8d1e88972b7232ea26d0,Jasmine Flores,https://www.eriegaynews.com/printedition/pdfs/EGN202105.pdf,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-8d1e88972b7232ea26d0,Kendrick Tate,https://www.eriegaynews.com/printedition/pdfs/EGN202105.pdf,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-8d1e88972b7232ea26d0,Marcus P. Yuille,,packet_has_no_retained_candidate_source,No cached source was available in the packet; no policy stance or comparison was inferred.,,,
race-74050d04f83c96e831f1,Chanelle Torrez,,packet_has_no_retained_candidate_source,No cached source was available in the packet; no policy stance or comparison was inferred.,,,
race-9172cee3bc57bf96a6c8,Kevin Coenen,,packet_has_no_retained_candidate_source,No cached source was available in the packet; no policy stance or comparison was inferred.,,,
race-a4cb4c786c15bc1f06d5,Eleanor A. Washington,,packet_has_no_retained_candidate_source,No cached source was available in the packet; no policy stance or comparison was inferred.,,,
race-a4cb4c786c15bc1f06d5,Jerome Lattisaw,,packet_has_no_retained_candidate_source,No cached source was available in the packet; no policy stance or comparison was inferred.,,,
race-a4cb4c786c15bc1f06d5,Kim Carter,,packet_has_no_retained_candidate_source,No cached source was available in the packet; no policy stance or comparison was inferred.,,,
race-a4cb4c786c15bc1f06d5,Sequan Swint,https://friendsofsequanswint.com/,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-0b902d615156cfc70e34,Aparna Raj,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-aparna-raj,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-0b902d615156cfc70e34,Jackie Reyes Yanes,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-jackie-reyes-yanes,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-0b902d615156cfc70e34,Miguel Trindade Deramo,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-miguel-trindade-deramo,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-0b902d615156cfc70e34,Rashida Brown,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-rashida-brown,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-0b902d615156cfc70e34,Terry Lynch,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-terry-lynch,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-39f265caadf4efc1cdd3,Jenifer Rajkumar,https://drive.google.com/file/d/1vNiJjTLbjf1vgpgEYxg0pBWHhfcNjahk/view,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-3ecc1eb1bf0838801a6b,Andrew Bodiford,https://andrewbodiford.com/,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-74050d04f83c96e831f1,Maxine Durand,https://durandforidaho.com/platform/,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-74050d04f83c96e831f1,Jill C. Kirkham,https://jillforidaho.com/jill-platform,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-74050d04f83c96e831f1,Terri Pickens,https://www.terriforidaho.com/issues,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-a4cb4c786c15bc1f06d5,Imara Crooms,https://pgproudmag.com/2026/04/23/candidate-qa-8-questions-with-imara-crooms,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-a4cb4c786c15bc1f06d5,Lolita E. Walker,https://pgproudmag.com/2026/04/22/candidate-qa-8-questions-with-lolita-e-walker,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-a4cb4c786c15bc1f06d5,Sherman Hardy,https://pgproudmag.com/2026/04/17/candidate-qa-8-questions-with-sherman-hardy,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-a4cb4c786c15bc1f06d5,Tamara Davis Brown,https://pgproudmag.com/2026/05/05/candidate-qa-8-questions-with-tamara-davis-brown,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-c0281c2f7e9fa4145d2d,Tammy M. Honeywell,https://centralcurrent.org/2026-primary-election-qa-onondaga-county-legislature-8th-district-candidate-tammy-honeywell,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-c0281c2f7e9fa4145d2d,Chad Ryan,https://centralcurrent.org/2026-primary-election-qa-onondaga-county-legislature-8th-district-candidate-chad-ryan,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-e380dcac34b2bd829dd4,Amy Rondel,https://amyrondel.com/,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-e380dcac34b2bd829dd4,Patrick A. McLean,https://www.wemu.org/wemu-news/2026-07-28/two-candidates-running-in-ypsilanti-2nd-ward-city-council-primary,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-fc455554338c9836cfc0,Jabari Brisport,https://jabariforstatesenate.com/housing,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-fc455554338c9836cfc0,Marlon Rice,https://lidbk.com/lid-marlon-rice-sd25,pre_primary_timing_unverified,Candidate words recovered; timing remains qualified. Prior attempts are preserved.,,,
race-0737ecc067d5cc0799e8,Hamid Parvizian,https://iranian.com/2018/02/22/hp-parvizian-hero-hurricane-harvey-running-united-states-congress-texas/,unresolved_after_concrete_routes,No full election-period source containing attributable candidate policy or campaign framing was recovered.,,,
race-3db62fccce64bbd64336,Edith M. Ladipo,https://voteladipo4change.com/,unresolved_after_concrete_routes,"The 2026 campaign site was unreachable; available profiles contained third-party summaries or identity only, and the archive snapshot was from a different election.",,,
race-50548ada602a94d636d7,Clint Sobratti,https://bethesdamagazine.com/2018/02/13/state-delegate-district-39-three-seats,questionnaire_nonresponse,Candidate block explicitly says he did not respond to additional questions.,,,
race-98a94ea45af952a751bc,Matthew S Davis,https://lwvpdx.org/wp-content/uploads/2020/04/2020-OR-English-FINAL.pdf,voter_guide_nonresponse_and_state_pamphlet_fetch_reset,League guide says did not respond by deadline; Oregon state pamphlet endpoint reset during bounded retrieval.,,,
race-8d1e88972b7232ea26d0,Marcus P. Yuille,https://www.eriegaynews.com/printedition/pdfs/EGN202105.pdf,questionnaire_nonresponse,May 2021 Erie voter guide lists him under Not Responding.,,,
race-74050d04f83c96e831f1,Chanelle Torrez,https://www.kivitv.com/news/political/elections/idaho-governor-candidate-q-a-may-primary-election,multiple_questionnaire_nonresponse_no_campaign_site,KIVI questionnaire repeatedly says Did not respond; Idaho Capital Sun route was blocked; contemporary coverage reports no campaign website.,,,
race-9172cee3bc57bf96a6c8,Kevin Coenen,https://www.nyc.gov/assets/queenscb1/downloads/pdf/2026/2026-FB-Minutes-April-21.pdf,wrong_date_and_nonverbatim_minutes_summary,"Official minutes are dated 2025 rather than 2026 and summarize, rather than quote, his remarks.",,,
race-a4cb4c786c15bc1f06d5,Eleanor A. Washington,https://pgproudmag.com/2026/04/22/candidate-qa-8-questions-with-eleanor-a-washington/,candidate_identity_mismatch,Title uses Washington but body identifies Eleanor A. Walker; no retained alias proof supports attribution.,,,
race-a4cb4c786c15bc1f06d5,Jerome Lattisaw,https://www.thebanner.com/voter-guide/2026/prince-georges-county/prince-georges-county-council-district-9-VYWMD7QIRVAYTAXBDJ2FDKEIOM/,questionnaire_nonresponse_no_candidate_url,Dated voter guide says did not respond; official candidate list provided no campaign URL.,,,
race-a4cb4c786c15bc1f06d5,Kim Carter,https://www.thebanner.com/voter-guide/2026/prince-georges-county/prince-georges-county-council-district-9-VYWMD7QIRVAYTAXBDJ2FDKEIOM/,questionnaire_nonresponse_no_attributable_platform,Dated voter guide says did not respond; other pages found were registry/endorsement summaries rather than candidate words.,,,
us-president-dem-primary-2016-nh,Bill French,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Brock C. Hutton,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,David John Thistle,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Edward Sonnino,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,"Edward T., Jr. O'Donnell",,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Eric Elbot,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Graham Schwass,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Henry Hewes,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,James Valentine,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,John Wolfe,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Jon Adams,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Keith Judd,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Lloyd Kelso,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Mark Stewart Greenstein,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Michael A. Steinberg,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Raymond Michael Moroz,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Richard Lyons Weil,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Robert Lovitt,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,"Roque ""Rocky"" De La Fuente",,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Sam Sloan,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Star Locke,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Steve Burke,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Steven Roy Lipscomb,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,Vermin Supreme,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2016-nh,"William H., Jr. McGaughey",,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,David John Thistle,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,Henry Hewes,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,Jason Evritte Dunlap,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,Joe Sestak,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,Kamala Harris,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,Lorenz Kraus,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,Mark Stewart Greenstein,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,Michael A. Ellinger,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,Michael Bennet,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,Mosie Boyd,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,Raymond Michael Moroz,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,Rita Krichevsky,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,Robby Wells,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,Roque De La Fuente,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,Sam Sloan,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
us-president-dem-primary-2020-nh,Steve Burke,,pending_source_review,No source reviewed in this national-platform subset yet; not an exhaustive failed search or an absence-of-position claim.,,,
