document_id,candidate_name,source_url,source_sha256,rejected_publication_date,publication_date,campaign_window_status,analysis_scope,analysis_issues,reason
b3fcabc049c36909a2c63991,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
dd90ea276904477407fc320b,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
54457291d0967dc6d0b30d98,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
8988baacca1a11f0448bb336,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
907212efe39440bdcd321239,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
92d58891c9ecfc869e5a7f16,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
9ba428927ac5ee2b5cf6c837,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
7f66a4a551920dc296aff57c,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
5cf1ce64050ba01c662590b8,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
1333c03a1c5ccf6b1229d86b,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
16e41ac4b36d6bf99e007ad9,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
1e10d33cf303742b1a9e1495,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
51e7f7315a0a7bf3bb6b8e35,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
5ac1ea8b372e328dcd4be3fe,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
d8ea902985e62a629f1da6fe,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
239811c693be2e1e98898db9,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
99552c6c39b331ba162a872e,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
eb917ed5f84b4a12c39cb256,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
a16a3b706cba1698ed7c869e,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
4d94449339e94bf4e67bcf84,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
b259abaa7acd59769b3a33eb,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
0ab37b4f3ac3a8a475431848,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
118b6638c778e37a3ef7cd14,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
9f3227824866c55d2a67cbe2,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
d0f4c1d9fbded773e345719f,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
4cd152842a446ddaddf575f5,Bernie Sanders,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,2016-01-06,,undated,analysis,,"The stored day is the actual Wayback capture, not a verified original publication day. Preserve the pre-primary replay as availability evidence without calling it publication."
ec82801b17eefdcc9869ad0b,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
2f2382251b45b89a60a52b54,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
30866deb27524ee2d51bccd1,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
3dc8137500df43c8cc6162cd,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
54309b7d8ab48177213415b4,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
971e32a9edb6c066b979da20,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
9df40dded37c6375a977f985,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
bb829fa3bf3733ccd538958c,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
d3db7d2482819ee1de3786d3,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
fe32f7bb8a0bbf9b7aa2ced0,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
d9a0a7aa6b5592037fc37116,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
e4e1f1e6c493077ea84912ba,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
513400575b565105039d2388,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
85f871359dfd72eeb28811be,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
9354ee52137acfbaaa5ff48a,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
c1d2226791080b6943745000,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
e65d04079b3a04e8cfab6ddc,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
39c6da4ec03a82cd3a5e8672,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
404713b48f1508fd632e7c80,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
4c3076eaee8742687ab97f4c,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
355226459d02f0e58f3d8ab5,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
54841b2e1a6ce835f2bf59b1,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
572f13aba688da309dc7ea89,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
5788062e3dabe93a6a9ec8b2,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
efb5bc4a05f86c78fd136047,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
f597391ff2633b0de0c546d7,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
0a1c18ec4360979c254e1c23,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
72251e031ebf606047e77f21,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
ab4231cea6d4ef3616c81625,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
94225cd879ae26611bbf7fd3,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
5b3229c6300ac2ada66347d7,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
2a52fe04448c847e88ae96a8,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
43fd9a2fa7145b3ef0090cf2,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
8431899077dc29e1748687f1,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
8fcc2f957eef332b1990a6eb,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
6a42339314b4b6772b49cd11,Hillary Clinton,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,39839b1e2c5180937f2c6b240bc7dad7a93543dc9bd29e44e824854fcdcfb82b,2016-01-08,,undated,analysis,,"The stored date is the retained capture, not a supported original publication date. This correction preserves pre-primary availability and does not erase the candidate's statements."
6736fb3c7bf5bf0baa8d32a1,Martin J. O'Malley,https://web.archive.org/web/20150815141242id_/https://martinomalley.com/15-goals/,0c341dc5d18d15d6a74eb0934cee9dffa1543d8dd6edf6a8df5b07cc406b97e3,2015-08-15,,undated,analysis,,"The2015 snapshot supports the2016 campaign window, but its capture day is not a verified publication day. Keep these two dates conceptually separate."
6b0523ee19b59a8cf915deeb,Martin J. O'Malley,https://web.archive.org/web/20150815141242id_/https://martinomalley.com/15-goals/,0c341dc5d18d15d6a74eb0934cee9dffa1543d8dd6edf6a8df5b07cc406b97e3,2015-08-15,,undated,analysis,,"The2015 snapshot supports the2016 campaign window, but its capture day is not a verified publication day. Keep these two dates conceptually separate."
8257058c7aafea2ac5b4a08a,Martin J. O'Malley,https://web.archive.org/web/20150815141242id_/https://martinomalley.com/15-goals/,0c341dc5d18d15d6a74eb0934cee9dffa1543d8dd6edf6a8df5b07cc406b97e3,2015-08-15,,undated,analysis,,"The2015 snapshot supports the2016 campaign window, but its capture day is not a verified publication day. Keep these two dates conceptually separate."
90bee2122750c51f333de319,Martin J. O'Malley,https://web.archive.org/web/20150815141242id_/https://martinomalley.com/15-goals/,0c341dc5d18d15d6a74eb0934cee9dffa1543d8dd6edf6a8df5b07cc406b97e3,2015-08-15,,undated,analysis,,"The2015 snapshot supports the2016 campaign window, but its capture day is not a verified publication day. Keep these two dates conceptually separate."
bcff1fa74e9cfca7ab9c612c,Martin J. O'Malley,https://web.archive.org/web/20150815141242id_/https://martinomalley.com/15-goals/,0c341dc5d18d15d6a74eb0934cee9dffa1543d8dd6edf6a8df5b07cc406b97e3,2015-08-15,,undated,analysis,,"The2015 snapshot supports the2016 campaign window, but its capture day is not a verified publication day. Keep these two dates conceptually separate."
ddfad4d111ac66e072d31ce4,Martin J. O'Malley,https://web.archive.org/web/20150815141242id_/https://martinomalley.com/15-goals/,0c341dc5d18d15d6a74eb0934cee9dffa1543d8dd6edf6a8df5b07cc406b97e3,2015-08-15,,undated,analysis,,"The2015 snapshot supports the2016 campaign window, but its capture day is not a verified publication day. Keep these two dates conceptually separate."
f8de69954ef9cc0deb573666,Martin J. O'Malley,https://web.archive.org/web/20150815141242id_/https://martinomalley.com/15-goals/,0c341dc5d18d15d6a74eb0934cee9dffa1543d8dd6edf6a8df5b07cc406b97e3,2015-08-15,,undated,analysis,,"The2015 snapshot supports the2016 campaign window, but its capture day is not a verified publication day. Keep these two dates conceptually separate."
f92b2860b7083d0769f99006,Martin J. O'Malley,https://web.archive.org/web/20150815141242id_/https://martinomalley.com/15-goals/,0c341dc5d18d15d6a74eb0934cee9dffa1543d8dd6edf6a8df5b07cc406b97e3,2015-08-15,,undated,analysis,,"The2015 snapshot supports the2016 campaign window, but its capture day is not a verified publication day. Keep these two dates conceptually separate."
