excerpt_id,speaker,race_id,election_date,topic,quote,source_url,publication_date,quote_match_locators,source_sha256,reviewed,review_method,representation_kind,representation_review_notes,document_id,role,subtopic,stance,short_exact_quote,locator,notes,canonical_speaker,review_notes,archive_url,capture_date,temporal_evidence_date,ballot_name,ballot_party,identity_resolution,identity_evidence_ids,identity_review_notes,identity_source_ids,identity_evidence_type,comparison_scope,election_timing,timing_status,evidence_status,source_id,metadata_document_id,attribution_notes,election_identity_status,source_status,source_type,metadata_publication_date,publication_month,available_by_date,source_updated_date,version_timing_qualification,candidate_scoped_locators,identity_caveat,official_election_source,official_election_source_status,certified_opponents_status,replaced_source_document_id,candidate_document_registration,source_speaker,identity_review,claim_summary,answer_context
ex-ny13-darializa-immigration-1,Darializa Avila Chevalier,race-64bde8b146c8826d40ce,2026-06-23,immigration,abolish ICE once and for all,https://nyc.streetsblog.org/2026/06/16/lucky-13-darializa-avila-chevalier-answers-questions-that-rep-adriano-espaillat-wont,2026-06-16,paragraph 30,bd412ccab3a15f2bc06539e5bdcecf45a778dd505e8542d52f561ff7b59e29f6,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",ny13-darializa-streetsblog-20260616,endorsed_candidate,abolish_ice,support,abolish ICE once and for all,"First questionnaire answer, second paragraph",Speaker label immediately precedes answer; reporter framing excluded.,Darializa Avila Chevalier,Assistant source review; Speaker label immediately precedes answer; reporter framing excluded.,,,2026-06-16,Darializa Avila Chevalier,Democratic,exact_case_insensitive_match,,,nyc-2026-cd13-dem,official_returns,democratic_primary,past_scheduled_date,verified_publication_date,,,,,,,,,,,,,,,,,,,,,,,
ex-ny13-darializa-immigration-2,Darializa Avila Chevalier,race-64bde8b146c8826d40ce,2026-06-23,immigration,provide a pathway to citizenship for all immigrants,https://nyc.streetsblog.org/2026/06/16/lucky-13-darializa-avila-chevalier-answers-questions-that-rep-adriano-espaillat-wont,2026-06-16,paragraph 30,bd412ccab3a15f2bc06539e5bdcecf45a778dd505e8542d52f561ff7b59e29f6,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",ny13-darializa-streetsblog-20260616,endorsed_candidate,citizenship_pathway,support,provide a pathway to citizenship for all immigrants,"First questionnaire answer, final policy list",Speaker-attributed questionnaire answer.,Darializa Avila Chevalier,Assistant source review; Speaker-attributed questionnaire answer.,,,2026-06-16,Darializa Avila Chevalier,Democratic,exact_case_insensitive_match,,,nyc-2026-cd13-dem,official_returns,democratic_primary,past_scheduled_date,verified_publication_date,,,,,,,,,,,,,,,,,,,,,,,
ex-ny13-espaillat-immigration-1,Adriano Espaillat,race-64bde8b146c8826d40ce,2026-06-23,immigration,"fought to dismantle ICE, keep families together, defend due process",https://www.adrianoespaillat.com/issues,,paragraph 16,2d9a8911239eb2fba721ef450e0239b6e68fb48998cf9f9bb9a06c0d043c1bf5,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",ny13-espaillat-issues-20260616,opponent_candidate,abolish_ice,support,"fought to dismantle ICE, keep families together, defend due process","Immigration issue section, second sentence","Campaign-authored third-person platform statement; attributed to Espaillat campaign, not an interviewer.",Adriano Espaillat,"Assistant source review; Campaign-authored third-person platform statement; attributed to Espaillat campaign, not an interviewer.",https://web.archive.org/web/20260616175954id_/https://www.adrianoespaillat.com/issues,2026-06-16,2026-06-16,Adriano Espaillat,Democratic,exact_case_insensitive_match,,,nyc-2026-cd13-dem,official_returns,democratic_primary,past_scheduled_date,verified_archive_capture,,,,,,,,,,,,,,,,,,,,,,,
ex-ny14-aoc-immigration-1,Alexandria Ocasio-Cortez,race-4d9e32ed7f0d618a96ce,2026-06-23,immigration,make undocumented individuals full members of the country they call their home and abolish ICE,https://www.ocasiocortez.com/issues,,paragraph 28,e9187e6989b6af0f7bcd40f0bbc609b79b2248eee8ede3a1d628324c03454a9d,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",ny14-aoc-issues-20260615,endorsed_candidate,legalization_and_ice,legalize_undocumented_and_abolish_ice,make undocumented individuals full members of the country they call their home and abolish ICE,Honor in Immigration issue summary,Campaign platform text captured before the primary.,Alexandria Ocasio-Cortez,Assistant source review; Campaign platform text captured before the primary.,https://web.archive.org/web/20260615095034id_/https://www.ocasiocortez.com/issues,2026-06-15,2026-06-15,Alexandria Ocasio-Cortez,Democratic,exact_case_insensitive_match,,,nyc-2026-cd14-dem,official_returns,democratic_primary,past_scheduled_date,verified_archive_capture,,,,,,,,,,,,,,,,,,,,,,,
ex-ny14-dolan-immigration-1,Marty Dolan,race-4d9e32ed7f0d618a96ce,2026-06-23,immigration,It’s clear that our resources and energy have been diverted on helping grown people or adults or kids from other countries,https://www.bxtimes.com/marty-dolan-campaigns-for-second-time-to-challenge-aoc/,2026-04-14,paragraph 164,a9bebd82a80dde16779c746e1707aed68b598d3f88233e27bb22e07b54288376,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",ny14-dolan-bronxtimes-20260414,opponent_candidate,federal_priority,prioritize_us_citizens_over_immigrants,It’s clear that our resources and energy have been diverted on helping grown people or adults or kids from other countries,"Policies, not protests section; second direct quotation in paragraph beginning Towards immigrants","Direct quotation attributed to Dolan; it establishes resource-priority emphasis, not explicit rejection of legalization or ICE abolition.",Marty Dolan,"Assistant source review; Direct quotation attributed to Dolan; it establishes resource-priority emphasis, not explicit rejection of legalization or ICE abolition.",,,2026-04-14,Marty Dolan,Democratic,exact_case_insensitive_match,,,nyc-2026-cd14-dem,official_returns,democratic_primary,past_scheduled_date,verified_publication_date,,,,,,,,,,,,,,,,,,,,,,,
ex-ny7-claire-immigration-1,Claire Valdez,race-d2aabb75a31f1e810737,2026-06-23,immigration,dismantle and abolish ICE,https://clairevaldezforcongress.com/issues,,paragraph 29,c0efaf4fcf38d55cae4842b1df4e46851bbe850b0296e49790385279a0357a8d,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",ny7-claire-issues-20260613,endorsed_candidate,abolish_ice,support,dismantle and abolish ICE,"Abolish ICE and Protect Immigrants, first platform paragraph",Campaign-authored platform captured before the primary.,Claire Valdez,Assistant source review; Campaign-authored platform captured before the primary.,https://web.archive.org/web/20260613064424id_/https://clairevaldezforcongress.com/issues,2026-06-13,2026-06-13,Claire Valdez,Democratic,exact_case_insensitive_match,,,nyc-2026-cd07-dem,official_returns,democratic_primary,past_scheduled_date,verified_archive_capture,,,,,,,,,,,,,,,,,,,,,,,
ex-ny14-aoc-housing-1,Alexandria Ocasio-Cortez,race-4d9e32ed7f0d618a96ce,2026-06-23,housing,permanent repeal of the Faircloth Amendment,https://www.ocasiocortez.com/issues,,paragraph 66,e9187e6989b6af0f7bcd40f0bbc609b79b2248eee8ede3a1d628324c03454a9d,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",ny14-aoc-issues-20260615,endorsed_candidate,affordable_housing_supply,support,permanent repeal of the Faircloth Amendment,"Housing As a Human Right > Build New Affordable Housing, first paragraph",Campaign platform captured before the primary.,Alexandria Ocasio-Cortez,Assistant source review; Campaign platform captured before the primary.,https://web.archive.org/web/20260615095034id_/https://www.ocasiocortez.com/issues,2026-06-15,2026-06-15,Alexandria Ocasio-Cortez,Democratic,exact_case_insensitive_match,,,nyc-2026-cd14-dem,official_returns,democratic_primary,past_scheduled_date,verified_archive_capture,,,,,,,,,,,,,,,,,,,,,,,
ex-ny13-theo-federal-role-1,Theo Bruce Chino-Tavarez,race-64bde8b146c8826d40ce,2026-06-23,governance,the job of the Mayor to work with their members of Congress so we can bring his agenda and our collective priorities to Washington,https://patch.com/new-york/harlem/election-q-meet-ny-13-candidate-theo-chino-tavarez,2026-06-04,paragraph 58,655ccb1252cc68584b333999f7ffac43880c366be24e3ec8ed2bdf269c8eeadb,false,assistant_source_review_not_independent_human_gold,campaign_frame,"These statements describe a route to political change or how a candidate would exercise representation: donor-independent coalitions, committee leverage, or federal-local coordination, rather than a distinct substantive policy instrument.",ny13-theo-chino-patch-20260604,opponent_candidate,federal_local_coordination,support,the job of the Mayor to work with their members of Congress so we can bring his agenda and our collective priorities to Washington,"PATCH question on affordability; CHINO-TAVAREZ first answer, second sentence","Direct candidate answer. The excerpt establishes his stated federal-local coordination approach, not a complete affordability platform.",Theo Bruce Chino-Tavarez,"Assistant source review; Direct candidate answer. The excerpt establishes his stated federal-local coordination approach, not a complete affordability platform.",,,2026-06-04,Theo Bruce Chino-Tavarez,Democratic,exact_case_insensitive_match,,,nyc-2026-cd13-dem,official_returns,democratic_primary,past_scheduled_date,verified_publication_date,,,,,,,,,,,,,,,,,,,,,,,
ex-mi12-tlaib-abortion,Rashida Tlaib,race-0238993b2ccb424dc347,2026-08-04,civil_rights,right to access abortion care,https://rashidaforcongress.com/issues/lgbtq-and-gender-justice/,,paragraph 31,92d62c5ab33238dc090bd7642dc06b77aba25f65680a75f8b45dfd9bda1fd0de,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",mi12-tlaib-gender-20260803021500,endorsed_candidate,reproductive_rights,support,right to access abortion care,"Gender Justice & LGBTQI+ Rights, introductory paragraph on reproductive justice",Campaign-authored third-person position text; the quote is five words from the archived pre-primary page.,Rashida Tlaib,Assistant source review; Campaign-authored third-person position text; the quote is five words from the archived pre-primary page.,https://web.archive.org/web/20260803021500id_/https://rashidaforcongress.com/issues/lgbtq-and-gender-justice/,2026-08-03,2026-08-03,Rashida Tlaib,Democratic,exact_case_insensitive_match,,,mi-2026-primary-results,official_returns,democratic_primary,past_scheduled_date,verified_archive_capture,,,,,,,,,,,,,,,,,,,,,,,
ex-mi12-nolen-abortion,Byron H. Nolen,race-0238993b2ccb424dc347,2026-08-04,civil_rights,"Your body, your choice, you do what you need to do",https://wdet.org/2026/07/28/inkster-mayor-challenges-rep-rashida-tlaib-in-democratic-primary/,2026-07-28,paragraph 51,f8db374fb22e273ee7c2cb8ac58805002096b8f18ecf686ca75eeb357547e668,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",mi12-nolen-wdet-20260728,opponent_candidate,reproductive_rights,support,"Your body, your choice, you do what you need to do",Paragraph following WDET's statement that Nolen agrees on women's reproductive rights,Only Nolen's direct quotation is retained; surrounding reporter paraphrase is contextual and not quoted.,Byron H. Nolen,Assistant source review; Only Nolen's direct quotation is retained; surrounding reporter paraphrase is contextual and not quoted.,,,2026-07-28,Byron H. Nolen,Democratic,exact_case_insensitive_match,,,mi-2026-primary-results,official_returns,democratic_primary,past_scheduled_date,verified_publication_date,,,,,,,,,,,,,,,,,,,,,,,
ex-mi12-tlaib-ice,Rashida Tlaib,race-0238993b2ccb424dc347,2026-08-04,immigration,advocating to abolish and defund ICE,https://rashidaforcongress.com/issues/racial-and-immigration-justice/,,paragraph 32,c5e93f040c8ca5a0e42cc69cb92d6a0d4fff673221b2533119fb74255f3ceb7f,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",mi12-tlaib-immigration-20260803021431,endorsed_candidate,ice_agency,abolish_and_defund,advocating to abolish and defund ICE,"Racial and Immigration Justice, second introductory paragraph",Campaign-authored third-person position text captured before the primary.,Rashida Tlaib,Assistant source review; Campaign-authored third-person position text captured before the primary.,https://web.archive.org/web/20260803021431id_/https://rashidaforcongress.com/issues/racial-and-immigration-justice/,2026-08-03,2026-08-03,Rashida Tlaib,Democratic,exact_case_insensitive_match,,,mi-2026-primary-results,official_returns,democratic_primary,past_scheduled_date,verified_archive_capture,,,,,,,,,,,,,,,,,,,,,,,
ex-mi12-jackson-ice,Shanelle Jackson,race-0238993b2ccb424dc347,2026-08-04,immigration,"ICE must be subject to serious reform, meaningful oversight, and real accountability",https://shanellejackson.com/,,paragraph 86,0373ca0f50e3401bba0afeffe01eab93ba76b467918838745fd5103ad33b567f,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",mi12-jackson-campaign-20260803021851,opponent_candidate,ice_agency,reform_with_oversight,"ICE must be subject to serious reform, meaningful oversight, and real accountability","Reform ICE With Humanity and Accountability section, sixth paragraph",Candidate campaign policy statement. It supports reform and oversight; it does not explicitly state opposition to abolition.,Shanelle Jackson,Assistant source review; Candidate campaign policy statement. It supports reform and oversight; it does not explicitly state opposition to abolition.,https://web.archive.org/web/20260803021851id_/https://shanellejackson.com/,2026-08-03,2026-08-03,Shanelle Jackson,Democratic,exact_case_insensitive_match,,,mi-2026-primary-results,official_returns,democratic_primary,past_scheduled_date,verified_archive_capture,,,,,,,,,,,,,,,,,,,,,,,
ex-mi13-mckinney-medicare,Donavan McKinney,race-2d77a10e3b62e9f5ec19,2026-08-04,healthcare,our families cannot afford anything less than Medicare for All,https://www.donavanforcongress.com/priorities,,paragraph 45,6c2d146ff1c8edc8cd255cd69513b6541e4dba8288b748a47785cae75e5843a3,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",mi13-mckinney-priorities-20260803023134,endorsed_candidate,single_payer,support,our families cannot afford anything less than Medicare for All,"Housing and healthcare priority text, second paragraph",First-person campaign platform wording from the pre-primary archive.,Donavan McKinney,Assistant source review; First-person campaign platform wording from the pre-primary archive.,https://web.archive.org/web/20260803023134id_/https://www.donavanforcongress.com/priorities,2026-08-03,2026-08-03,Donavan McKinney,Democratic,exact_case_insensitive_match,,,mi-2026-primary-results,official_returns,democratic_primary,past_scheduled_date,verified_archive_capture,,,,,,,,,,,,,,,,,,,,,,,
ex-mi13-thanedar-medicare,Shri Thanedar,race-2d77a10e3b62e9f5ec19,2026-08-04,healthcare,I am a big proponent of Medicare for All,https://wdet.org/2026/03/23/shri-thanedar-says-hes-ready-for-13th-congressional-district-primary/,2026-03-23,paragraph 49,fe7613086b327be044b8d21fceaccaec64ae70e976fbc8479e1191fe9bf4b5ef,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",mi13-thanedar-wdet-20260323,opponent_candidate,single_payer,support,I am a big proponent of Medicare for All,"ST answer to health-care question, first paragraph",Only Thanedar's answer is quoted; interviewer text is excluded.,Shri Thanedar,Assistant source review; Only Thanedar's answer is quoted; interviewer text is excluded.,,,2026-03-23,Shri Thanedar,Democratic,exact_case_insensitive_match,,,mi-2026-primary-results,official_returns,democratic_primary,past_scheduled_date,verified_publication_date,,,,,,,,,,,,,,,,,,,,,,,
ex-wi3-berge-public-schools,Emily Berge,race-a0d0079bd79eae1cceb4,2026-08-11,education,Protect and fully fund public schools,https://www.bergeforcongress.com/issues/,,paragraph 67,4181ba9e39912fa17cf3eb6cc31a5fda4e5c2382f3f2121932a361409d41afb9,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",wi3-berge-issues-20260811044341,endorsed_candidate,public_school_funding,support,Protect and fully fund public schools,"Public education issue section, first policy bullet",Campaign-authored policy language from the election-day archive.,Emily Berge,Assistant source review; Campaign-authored policy language from the election-day archive.,https://web.archive.org/web/20260811044341id_/https://www.bergeforcongress.com/issues/,2026-08-11,2026-08-11,Emily Berge,Democratic,exact_case_insensitive_match,,,wi-2026-partisan-primary-congressional-canvass,official_returns,democratic_primary,past_scheduled_date,verified_archive_capture,,,,,,,,,,,,,,,,,,,,,,,
ex-wi3-cooke-public-schools,Rebecca Cooke,race-a0d0079bd79eae1cceb4,2026-08-11,education,"redistribute funding where it needs to be (i.e. poorest districts currently get the least, should get the most)",https://cookeforwisconsin.com/priorities/,,paragraph 76,22bb37dca36844951a5621f0543e88e4eb911a643e59fd58e58506c4a1d482bc,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",wi3-cooke-priorities-20260811044537,opponent_candidate,public_school_funding,support,"redistribute funding where it needs to be (i.e. poorest districts currently get the least, should get the most)","Strengthening our Education System, fourth action bullet on state funding formulas",First-person campaign priority explicitly addressing distribution of school-district funding; retained quote is 18 words.,Rebecca Cooke,Assistant source review; First-person campaign priority explicitly addressing distribution of school-district funding; retained quote is 18 words.,https://web.archive.org/web/20260811044537id_/https://cookeforwisconsin.com/priorities/,2026-08-11,2026-08-11,Rebecca Cooke,Democratic,exact_case_insensitive_match,,,wi-2026-partisan-primary-congressional-canvass,official_returns,democratic_primary,past_scheduled_date,verified_archive_capture,,,,,,,,,,,,,,,,,,,,,,,
ex-pa03-rabb-healthcare,Chris Rabb,race-95a691a9cb8491b42328,2026-05-19,healthcare,Medicare For All is the only way we can achieve universal healthcare,https://www.cityandstatepa.com/politics/2026/05/candidate-questionnaire-chris-rabb/413545/,2026-05-14,paragraph 100,b3234c58be6bcadc151fb563ea7c03e8a1952943422475e4b126206a64fc21d2,false,assistant_source_review_not_independent_human_gold,policy_position,"The quoted candidate words and retained source-review notes state a policy commitment, normative policy goal, or concrete governmental action. Classification does not imply identical financing, a comprehensive platform, opposition from omission, or factual verification of a claimed record.",pa03-rabb-citystate-20260514,endorsed_candidate,universal_healthcare,support,Medicare For All is the only way we can achieve universal healthcare,"Healthcare policy answer, third paragraph","Candidate answer text only. Official ballot identity is CHRISTOPHER M RABB, candidate_source_id 2026C0023, source_id pa-2026-primary-precinct-returns. Identity document pa03-rabb-official-alias-20210105 explicitly uses both Christopher M. Rabb and Chris Rabb.",Chris Rabb,"Assistant source review; Candidate answer text only. Official ballot identity is CHRISTOPHER M RABB, candidate_source_id 2026C0023, source_id pa-2026-primary-precinct-returns. Identity document pa03-rabb-official-alias-20210105 explicitly uses both Christopher M. Rabb and Chris Rabb.",,,2026-05-14,CHRISTOPHER M RABB,Democratic,accepted_direct_official_alias,pa03-rabb-official-alias-20210105,Official Pennsylvania House source directly uses formal Christopher M. Rabb and short-form Chris Rabb on the same page.,pa-2026-primary-precinct-returns,official_returns,democratic_primary,past_scheduled_date,verified_publication_date,,,,,,,,,,,,,,,,,,,,,,,
