document_id,url,final_url,publication_date,retrieved_at,retrieved_at_precision,raw_path,sha256,bytes,status,notes,content_type,artifact_kind,title,evidence_status,archive_capture_date,content_encoding,source_id,metadata_document_id,race_id,candidate_name,capture_date,metadata_publication_date,publication_date_basis,rejected_publication_date,date_correction_basis,original_raw_path,source_updated_date,publisher_date_metadata,encoding,metadata_document_ids,copied_from_metadata_document_id,publication_date_precision,archive_date,identity_evidence,publication_date_text,historical_cycle_evidence,publication_month,publication_period_evidence,candidate_document_registration,updated_date,acquisition_url,publisher_record_path,publisher_parent_path,publisher_parent_item_index,publisher_timezone,publisher_record_sha256,publisher_parent_sha256,available_by_date,availability_evidence,discovery_source_id,unbounded_revision_notice,download_url,acquisition_mode,original_metadata_document_id,source_type,version_timing_basis
b415b886791b466eecf7890a,https://www.jamesmackler.com/frontpage/2019/healthcareprotections190628,https://web.archive.org/web/20201025162227/https://www.jamesmackler.com/frontpage/2019/healthcareprotections190628/,,2026-08-19T23:47:56.947659+00:00,,data/raw/policy_historical_a/b415b886791b466eecf7890a-2db4ac48a07617fc.html,2db4ac48a07617fcf461cafcfb5eff45433142c7083872ca4fec2fcc615cddbf,48730,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,EVERY TENN. HOUSE REPUBLICAN VOTES TO RIP AWAY PRE-EXISTING CONDITION PROTECTIONS AND INCREASE HEALTHCARE COSTS - James Mackler,,,,src-hist-a-04-b415b886791b466eecf7890a,b415b886791b466eecf7890a,race-be4bad5778e280b31274,James Mackler,2020-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51b2c55a3c7452723e4aacb6,https://dailyorange.com/2023/03/maurice-brown-onondaga-legislator-candidate-emphasizes-community-values/,https://dailyorange.com/2023/03/maurice-brown-onondaga-legislator-candidate-emphasizes-community-values/,2023-03-13,2026-08-20T19:32:51.810358+00:00,,data/raw/policy_historical_a/51b2c55a3c7452723e4aacb6-ceaae48905a17da6.html,b4c84414adedf889f21e26c7c5704f4a611bb505c15805f392ed7c1fd55a3b6a,206608,used,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,"Maurice Brown, Onondaga Legislator candidate, emphasizes community values - The Daily Orange",,,,src-hist-a-05-51b2c55a3c7452723e4aacb6,51b2c55a3c7452723e4aacb6,race-e7ab577213f4505717ec,Maurice Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140c28f55ec26ad77de8749,https://web.archive.org/web/20230624171610/https://www.syracuse.com/opinion/2023/06/tim-rudd-growing-syracuses-urban-core-improves-economy-for-all-your-letters.html,https://web.archive.org/web/20230624171610/https://www.syracuse.com/opinion/2023/06/tim-rudd-growing-syracuses-urban-core-improves-economy-for-all-your-letters.html,2023-06-20,2026-08-20T19:32:20.487679+00:00,,data/raw/policy_historical_a/8140c28f55ec26ad77de8749-f66278542beb1a64.html,53af4099dd19647b7928ea6349dd4ea4cf1a5408129402e7b2bd37e7edbd9430,247787,used,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Tim Rudd: Growing Syracuse’s urban core improves economy for all (Your Letters) - syracuse.com,,,,src-hist-a-05-8140c28f55ec26ad77de8749,8140c28f55ec26ad77de8749,race-e7ab577213f4505717ec,Tim Rudd,2023-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44abdcbdf1cb007e968a105f,https://www.cornellsun.com/article/2025/03/g-p-zurenda-88-joins-the-race-for-the-fifth-ward-common-council-seat,https://www.cornellsun.com/article/2025/03/g-p-zurenda-88-joins-the-race-for-the-fifth-ward-common-council-seat,2025-03-19,2026-08-20T19:31:57.574170+00:00,,data/raw/policy_historical_a/44abdcbdf1cb007e968a105f-81c95f7819e667bb.html,81c95f7819e667bb56fcd8cc66cee1f3dbcc2b087a2f8904c459519ec93dec1a,115203,used,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,G. P. Zurenda ’88 Joins the Race for the Fifth Ward Common Council Seat - The Cornell Daily Sun,,,,src-hist-a-06-44abdcbdf1cb007e968a105f,44abdcbdf1cb007e968a105f,race-9c84c4f62bbebc0b7b7d,G. P. Zurenda Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc8bf7fafb0c0c90e466186f,https://www.cornellsun.com/article/2025/02/hannah-shvets-27-launches-common-council-campaign-focuses-on-labor-and-housing-reform,https://www.cornellsun.com/article/2025/02/hannah-shvets-27-launches-common-council-campaign-focuses-on-labor-and-housing-reform,2025-02-08,2026-08-20T19:32:38.191980+00:00,,data/raw/policy_historical_a/bc8bf7fafb0c0c90e466186f-a4c9c36cce713e5f.html,a4c9c36cce713e5f5c1fe6565ed4e26b17332be48a58dd67f418c0e5a0c834f3,114481,used,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,"Hannah Shvets ’27 Launches Common Council Campaign, Focuses on Labor and Housing Reform - The Cornell Daily Sun",,,,src-hist-a-06-bc8bf7fafb0c0c90e466186f,bc8bf7fafb0c0c90e466186f,race-9c84c4f62bbebc0b7b7d,Hannah Shvets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d33efbbcceec3b9b2188d2b,https://web.archive.org/web/20260223193939/https://www.hairstonforpeace.com/,https://web.archive.org/web/20260223193939/https://www.hairstonforpeace.com/,,2026-08-20T19:32:34.079371+00:00,,data/raw/policy_historical_a/4d33efbbcceec3b9b2188d2b-0ab2bf0be9e3dd97.com,48a0a37818ca16e03e02d2ebf7c1ab67b23f70621d42ba3ae52c52dda400ec06,121677,used,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Hairston for Peace,,,,src-hist-a-07-4d33efbbcceec3b9b2188d2b,4d33efbbcceec3b9b2188d2b,race-14d53ce965776b0cb235,Andrew Hairston,2026-02-23,2026-02-23,archive_capture_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b03005607843df892c566a0a,https://www.ciaraforjp1.com/,https://www.ciaraforjp1.com/,,2026-08-20T19:31:59.199214+00:00,,data/raw/policy_historical_a/b03005607843df892c566a0a-9d26f2ab9e0bd8c6.html,dd86b01035e5e6e415f283923a33585bf680daa6004fbd07889d00219bfa1fea,541927,timing_unverified,"Candidate-controlled platform words are retained with explicit timing uncertainty. The legacy metadata's primary date was not supported by the retained page, which has no publication marker and was captured after the election. The persistent date-correction ledger prevents this assumption from returning to model input.",text/html,,Ciara Parks for Justice of the Peace | Vote for Fair Justice - Get Involved Today,,,,src-hist-a-07-b03005607843df892c566a0a,b03005607843df892c566a0a,race-14d53ce965776b0cb235,Ciara Parks,,,,2026-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71ac929e0321b7d0bdb5ec38,https://www.kevindeese.com/platform,https://www.kevindeese.com/platform,,2026-08-20T19:32:08.867203+00:00,,data/raw/policy_historical_a/71ac929e0321b7d0bdb5ec38-2c442e3f10eb4a01.html,865330cd7fd43d70efba3e599ff72fc29ca3e847b293f78b62aebcec53c35de1,360399,timing_unverified,"Original timing screening is superseded by a source-date correction. Blank publication metadata was filled from the election-context effective field. The retained live platform has no publication marker and was retrieved after the primary; use a timing qualification. Original review note: Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Platform | No Excuses. Fix What's Broken. — Deese for Assembly,,,,src-hist-a-08-71ac929e0321b7d0bdb5ec38,71ac929e0321b7d0bdb5ec38,race-2c2133100c33cde0b378,Kevin Deese,,,,2026-06-23,data/manual/candidate_source_date_corrections.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9889467007ef15993c87c3e9,https://www.bojakforassembly.com/platform-policy,https://www.bojakforassembly.com/platform-policy,,2026-08-19T23:43:14.258591+00:00,,data/raw/policy_historical_a/9889467007ef15993c87c3e9-6cd97690eccba4bc.html,309addda7dfdbd323a8503a77105d378a113b08d3410407708233c4a48f6b73c,429853,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Platform | Adam Bojak for NYS Assembly,,,,src-hist-a-08-9889467007ef15993c87c3e9,9889467007ef15993c87c3e9,race-2c2133100c33cde0b378,Adam Bojak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c88a0bd6a751795dfb87466b,https://investigativepost.org/2026/06/04/three-democrats-vie-for-149th-assembly-seat/,https://investigativepost.org/2026/06/04/three-democrats-vie-for-149th-assembly-seat/,2026-06-04,2026-08-20T19:32:07.672535+00:00,,data/raw/policy_historical_a/c88a0bd6a751795dfb87466b-215cf03741f8b6f5.html,d1d9b1aed51a370ada7a9efe10a5f8735086fedb2453bdbcd11b85f42b3e979d,111466,used,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Who are the candidates for the NY 149th District Assembly seat? : Investigative Post,,,,src-hist-a-08-c88a0bd6a751795dfb87466b,c88a0bd6a751795dfb87466b,race-2c2133100c33cde0b378,Karen Hoak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28ebc4844265edb734040c3a,https://web.archive.org/web/20260311030252id_/https://www.kylelamontfor58.com/,https://web.archive.org/web/20260311030252id_/https://www.kylelamontfor58.com/,,2026-08-20T19:31:59.597243+00:00,,data/raw/policy_historical_a/28ebc4844265edb734040c3a-6723135483b300ff.com,6723135483b300ff6b0f705448510a0f6495071d27cb758e35a88b6dd58a0670,133561,used,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,"Kyle Lamont for District 58 | Kyle Lamont Atlanta | Southwest, Atlanta, GA, USA",,,,src-hist-a-09-28ebc4844265edb734040c3a,28ebc4844265edb734040c3a,race-3db62fccce64bbd64336,Kyle Lamont,2026-03-11,2026-03-11,archive_capture_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825d4daa02d74b3035ad5d55,https://atlantaciviccircle.org/2026/04/01/unexpected-candidate-dsa-mathewos-samson-legislature-georgia,https://atlantaciviccircle.org/2026/04/01/unexpected-candidate-dsa-mathewos-samson-legislature-georgia/,,2026-08-19T23:42:58.398640+00:00,,data/raw/policy_historical_a/825d4daa02d74b3035ad5d55-1762fc5622cee44d.html,1762fc5622cee44d475ebe94e14fa485b3a09cb88bdf8d8be20ed2166d5a40ac,211695,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Mathewos Samson: From Volunteer to Candidate - Atlanta Civic Circle,,,,src-hist-a-09-825d4daa02d74b3035ad5d55,825d4daa02d74b3035ad5d55,race-3db62fccce64bbd64336,Mathewos Samson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89c267615dcefca8ee251ead,https://hendersonforga58.org/,https://hendersonforga58.org/,,2026-08-20T17:49:19.060125+00:00,,data/raw/policy_historical_a/89c267615dcefca8ee251ead-e69e10e868424471.html,2a433898c1f83caef4322f7d00b52c9731d71b0b51fa3383bd8a7fa50f7a9c08,235100,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Derived from existing candidate-owned source URLs | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Henderson for 58 – Safe Neighborhoods. Affordable Living. Opportunity for All.,,,,src-hist-a-09-89c267615dcefca8ee251ead,89c267615dcefca8ee251ead,race-3db62fccce64bbd64336,Demetria Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7943cbba1389deab61a58169,https://www.montgomery4all.org/jud-ashman-2026,https://www.montgomery4all.org/jud-ashman-2026,,2026-08-19T23:52:22.142278+00:00,,data/raw/policy_historical_a/7943cbba1389deab61a58169-72e27d669a880757.html,9b3c2b585b2a999295f31e468583cd4b023b60319275d42b460a36e024677d94,407857,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Jud Ashman — 2026 Candidate Questionnaire — Montgomery for All,,,,src-hist-a-10-7943cbba1389deab61a58169,7943cbba1389deab61a58169,race-3feef0e6623161e871c8,Jud Ashman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c53a4825d6bb50106eda8c8,https://www.montgomery4all.org/allison-eriksen-2026,https://www.montgomery4all.org/allison-eriksen-2026,,2026-08-19T23:44:56.711400+00:00,,data/raw/policy_historical_a/7c53a4825d6bb50106eda8c8-2c3d60fc7ef359a9.html,63a030d9614f5ee4ee00f79db8a9207c020f88b37054645b1092232baed4a215,411983,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Allison Eriksen— 2026 Candidate Questionnaire — Montgomery for All,,,,src-hist-a-10-7c53a4825d6bb50106eda8c8,7c53a4825d6bb50106eda8c8,race-3feef0e6623161e871c8,Allison Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad57806b782d74413dfa3784,https://www.montgomery4all.org/izola-shaw-2026,https://www.montgomery4all.org/izola-shaw-2026,,2026-08-19T23:30:15.012726+00:00,,data/raw/policy_historical_a/ad57806b782d74413dfa3784-abc353a5dad5a128.html,8dd66ebb215ebd66d8c7f0f3b87d383404f164efde8b530cd7af2e4220ce03e8,333382,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Izola Shaw — 2026 Candidate Questionnaire — Montgomery for All,,,,src-hist-a-10-ad57806b782d74413dfa3784,ad57806b782d74413dfa3784,race-3feef0e6623161e871c8,"Izola ""Zola"" Shaw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0885b447a701009b511bd55b,https://www.taylorforannarbor.com/,https://www.taylorforannarbor.com/,,2026-08-19T23:48:58.162328+00:00,,data/raw/policy_historical_a/0885b447a701009b511bd55b-8b3fcbc39e5e6929.html,a8626c158cd6f093a52f252dac8a4fef0f32e8291f1d4366bfd45ab5a3b801f5,287044,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Reelect Ann Arbor Mayor Christopher Taylor,,,,src-hist-a-11-0885b447a701009b511bd55b,0885b447a701009b511bd55b,race-73ab9dfc740e7a921829,Christopher Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de8b10c7edd5f84c3d918063,https://michiganadvance.com/2026/02/02/rabhi-challenges-ann-arbors-democratic-establishment-with-socialist-mayoral-bid,https://michiganadvance.com/2026/02/02/rabhi-challenges-ann-arbors-democratic-establishment-with-socialist-mayoral-bid/,,2026-08-19T23:30:19.053630+00:00,,data/raw/policy_historical_a/de8b10c7edd5f84c3d918063-b7f5cec70b01a49d.html,3b708907e78bfc63840fab365bead116af8b8029e9f42379dd546c8f2a8221b1,166713,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Rabhi challenges Ann Arbor’s Democratic establishment with socialist mayoral bid • Michigan Advance,,,,src-hist-a-11-de8b10c7edd5f84c3d918063,de8b10c7edd5f84c3d918063,race-73ab9dfc740e7a921829,Yousef Rabhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0fa585c4ec05ddb281b973bb,https://votedeanneaustin.com/,https://www.votedeanneaustin.com/,,2026-08-19T23:58:09.291928+00:00,,data/raw/policy_historical_a/0fa585c4ec05ddb281b973bb-9c70a245e78f8c34.html,bc4c6fee9bac28d38d097f9e9789b095ebbe886c637d94e516de1702c3cae459,381127,timing_unverified,"Derived from existing candidate-owned source URLs Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Deanne Austin for State Representative,,,,src-hist-a-12-0fa585c4ec05ddb281b973bb,0fa585c4ec05ddb281b973bb,race-7887f598f39fd35231f5,Deanne Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ef18628f00f5077dc20721e,https://reelecthelenascott.com/,https://reelecthelenascott.com/,,2026-08-19T23:29:48.674392+00:00,,data/raw/policy_historical_a/1ef18628f00f5077dc20721e-6058433e08261732.html,6058433e082617325c4bee5f8f952507728e6f19ea0fbbee9aa28d2ddfd2142b,108515,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Derived from existing candidate-owned source URLs | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Re-elect Helena Scott as State Representative (D) in Michigan's District 8,,,,src-hist-a-12-1ef18628f00f5077dc20721e,1ef18628f00f5077dc20721e,race-7887f598f39fd35231f5,Helena Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254ccb2b49ba15d9c496aaa7,https://kinayaformichigan.com/,https://www.kinayaformichigan.com/,,2026-08-19T23:58:09.557837+00:00,,data/raw/policy_historical_a/254ccb2b49ba15d9c496aaa7-1bee3299be330a8f.html,1bee3299be330a8f4d88580822fa1e4d961f462147e124b7d9bdb6974971292a,577351,timing_unverified,"Derived from existing candidate-owned source URLs Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Home | Kinaya For Michigan,,,,src-hist-a-12-254ccb2b49ba15d9c496aaa7,254ccb2b49ba15d9c496aaa7,race-7887f598f39fd35231f5,Fedor Kinaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cee1c54ebe1a1fca731d7069,https://chrisgilmerhill.com/,https://www.chrisgilmerhill.com/,,2026-08-19T23:58:37.206335+00:00,,data/raw/policy_historical_a/cee1c54ebe1a1fca731d7069-8e99c0482c788d76.html,ccd75053b0ecdaea0f73448c534cac63383a314c188aa67aaa9307c1e711f81c,463274,timing_unverified,"Derived from existing candidate-owned source URLs Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Chris Gilmer-Hill for State Representative Local search app,,,,src-hist-a-12-cee1c54ebe1a1fca731d7069,cee1c54ebe1a1fca731d7069,race-7887f598f39fd35231f5,Chris Gilmer-Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d1902efbca845c534c55a7d,https://baileyfor56.com/,https://www.baileyfor56.com/,,2026-08-19T23:58:08.738585+00:00,,data/raw/policy_historical_a/9d1902efbca845c534c55a7d-647f9d9bd2ebaad7.html,647f9d9bd2ebaad73bed83130b91e541444f4657d950fea8cfedcf22b99df6c9,2453735,timing_unverified,"Derived from existing candidate-owned source URLs Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Michael Bailey State Assembly District 56 Brooklyn,,,,src-hist-a-13-9d1902efbca845c534c55a7d,9d1902efbca845c534c55a7d,race-8b7a8f7e7882f4f63dbb,Michael Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8b8dbb723fe852eecaf5eb6,https://democraticleft.dsausa.org/2026/06/03/eon-huntley-spearheads-worker-power-in-bed-stuy-and-crown-heights,https://democraticleft.dsausa.org/2026/06/03/eon-huntley-spearheads-worker-power-in-bed-stuy-and-crown-heights/,,2026-08-19T23:43:15.167352+00:00,,data/raw/policy_historical_a/c8b8dbb723fe852eecaf5eb6-da48eb01c57e6760.html,da48eb01c57e6760c5cd252fc8a5fbc2985d08c134d4cf96e4f7a308981feffd,116318,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Eon Huntley Spearheads Worker-Power in Bed-Stuy and Crown Heights - Democratic Left,,,,src-hist-a-13-c8b8dbb723fe852eecaf5eb6,c8b8dbb723fe852eecaf5eb6,race-8b7a8f7e7882f4f63dbb,Eon Huntley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04d1af0b60b8228e09a0c84e,https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-kenyan-mcduffie,https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-kenyan-mcduffie/,,2026-08-19T23:48:50.030470+00:00,,data/raw/policy_historical_a/04d1af0b60b8228e09a0c84e-4a1bf502fc0177ca.html,a63276bd3388cbe1e6db42ee06fd4d86b70e0b7ea2e7cf9b0073316d70c3dbab,137728,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Get to know DC mayoral candidate Kenyan McDuffie - WTOP News,,,,src-hist-a-14-04d1af0b60b8228e09a0c84e,04d1af0b60b8228e09a0c84e,race-a493243e3fd4b72b829f,Kenyan R. McDuffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08e2dc4983cf3fe693986adb,https://hopefordc.com/,https://hopefordc.com/,,2026-08-19T23:48:48.515180+00:00,,data/raw/policy_historical_a/08e2dc4983cf3fe693986adb-0be7687ea9d83fce.html,0be7687ea9d83fce3b437229a47e296aa287095cecbad6bf4e2ecee5f6a9c6f8,139745,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Hope for DC,,,,src-hist-a-14-08e2dc4983cf3fe693986adb,08e2dc4983cf3fe693986adb,race-a493243e3fd4b72b829f,Hope Solomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ccfa13eaec4ace9eaa36a09,https://janeesefordc.com/platform/homes-for-all,https://janeesefordc.com/platform/homes-for-all/,,2026-08-19T23:26:21.239161+00:00,,data/raw/policy_historical_a/3ccfa13eaec4ace9eaa36a09-47f319f268db8672.html,47f319f268db86722a8c8dba98ee008db7816df3b4f5db9dfc24761ed79c3c8e,68847,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Homes For All | Janeese Lewis George for DC Mayor,,,,src-hist-a-14-3ccfa13eaec4ace9eaa36a09,3ccfa13eaec4ace9eaa36a09,race-a493243e3fd4b72b829f,Janeese Lewis George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f8a3b462010171e600aeba0,https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-vincent-orange,https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-vincent-orange/,,2026-08-19T23:47:35.444433+00:00,,data/raw/policy_historical_a/6f8a3b462010171e600aeba0-875c8d92129c49d8.html,e7207b7f23250c0974766dd23ffd4ff01cd49e7b7f92fc11aca027268fdb58e1,123252,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Get to know DC mayoral candidate Vincent Orange - WTOP News,,,,src-hist-a-14-6f8a3b462010171e600aeba0,6f8a3b462010171e600aeba0,race-a493243e3fd4b72b829f,"Vincent Orange (""VO"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74370b60876ed56efcb21984,https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-rini-sampath,https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-rini-sampath/,,2026-08-19T23:44:52.212877+00:00,,data/raw/policy_historical_a/74370b60876ed56efcb21984-4c30c2846e40ef44.html,91e417a48cd2ded167f41e8eb6c230b1e43532402799ef8da726a94dbb5ceec3,134849,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Get to know DC mayoral candidate Rini Sampath - WTOP News,,,,src-hist-a-14-74370b60876ed56efcb21984,74370b60876ed56efcb21984,race-a493243e3fd4b72b829f,Rini Sampath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d616667e39b4a634f1d651c5,https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-gary-goodweather,https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-gary-goodweather/,,2026-08-19T23:47:33.076185+00:00,,data/raw/policy_historical_a/d616667e39b4a634f1d651c5-e1f457bd7af4b668.html,d5364a6be847211a3ab829b694d95baf91adeec9bbcf7338376e795804dbe0b6,137638,timing_unverified,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record.",text/html,,Get to know DC mayoral candidate Gary Goodweather - WTOP News,,,,src-hist-a-14-d616667e39b4a634f1d651c5,d616667e39b4a634f1d651c5,race-a493243e3fd4b72b829f,Gary Goodweather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
