requested_url,queue_document_id,candidate_name,race_id,election_date,source_type,association_status
https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-council-district-11-klein-mcdermott,31447be60ecadf6512f9c920,Dennis McDermott,national-rec0ntzcTu773zMP5-dem-primary,2023-05-16,candidate_questionnaire,unreviewed_discovery_lead_not_speaker_attribution
https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-council-district-11-klein-mcdermott,555bbf103a7dca2c5265b3aa,Paul Klein,national-rec0ntzcTu773zMP5-dem-primary,2023-05-16,candidate_questionnaire,unreviewed_discovery_lead_not_speaker_attribution
https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/,4ae2bde0b4cdf60a40301c62,James Sinex,race-a392fccdcf3d58c3c5a9,2025-08-05,candidate_interview,unreviewed_discovery_lead_not_speaker_attribution
https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/,54129a63cff34b3477c8704d,"Leighton H. Rockafellow, Jr.",race-a392fccdcf3d58c3c5a9,2025-08-05,candidate_interview,unreviewed_discovery_lead_not_speaker_attribution
https://www.thebanner.com/voter-guide/2026/montgomery-county/montgomery-county-council-at-large-UQEFYXBIKRCNHCWJFEYUAGMIHA/,f11506d228063e49c8f99142,Lelia B. True,race-fd97e89a58d56d7d9494,2026-06-23,candidate_questionnaire,unreviewed_discovery_lead_not_speaker_attribution
https://www.thebanner.com/voter-guide/2026/montgomery-county/montgomery-county-council-at-large-UQEFYXBIKRCNHCWJFEYUAGMIHA/,6180927a4253cc4e1fd69012,Muhammad Arif Wali,race-fd97e89a58d56d7d9494,2026-06-23,candidate_questionnaire,unreviewed_discovery_lead_not_speaker_attribution
https://web.archive.org/web/20251006151855id_/https://prabuselvam.com/,61a8f52d1d15f0ba49ffba22,Prabu Selvam,race-fd97e89a58d56d7d9494,2026-06-23,official_campaign_platform,unreviewed_discovery_lead_not_speaker_attribution
https://mikeconnolly.org/,d6fc8c0e0f309d6327ae669d,Mike Connolly,ma-house-26th-middlesex-dem-primary-2016,2016-09-08,campaign_page,unreviewed_discovery_lead_not_speaker_attribution
https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,53a9d89e8a7487b93c04e9f9,Justan Fields,race-02c4c65549e1b95a5ad9,2021-05-18,attributable_campaign_profile,unreviewed_discovery_lead_not_speaker_attribution
https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,f13c56b9037612017ad87bf2,Natalie Santos,race-02c4c65549e1b95a5ad9,2021-05-18,attributable_campaign_profile,unreviewed_discovery_lead_not_speaker_attribution
https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,70266da4198fe1d0f02349ec,Patrick Palmer,race-02c4c65549e1b95a5ad9,2021-05-18,attributable_campaign_profile,unreviewed_discovery_lead_not_speaker_attribution
https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,b73231d5d8628cd8743d2578,Santo Napoli,race-02c4c65549e1b95a5ad9,2021-05-18,attributable_campaign_profile,unreviewed_discovery_lead_not_speaker_attribution
https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,1a71b0c3859bdc6efc7de578,Tino Babayan,race-02c4c65549e1b95a5ad9,2021-05-18,attributable_campaign_profile,unreviewed_discovery_lead_not_speaker_attribution
https://www.mcall.com/2021/04/22/the-morning-call-held-an-allentown-city-council-candidate-forum-thursday-watch-a-replay/,8cc7c1a8ab34e24bbed1dd8e,Cynthia Mota,race-02c4c65549e1b95a5ad9,2021-05-18,candidate_forum,unreviewed_discovery_lead_not_speaker_attribution
https://www.mcall.com/2021/04/22/the-morning-call-held-an-allentown-city-council-candidate-forum-thursday-watch-a-replay/,5ab026d0e1a93bdaa535e00e,Daryl L Hendricks,race-02c4c65549e1b95a5ad9,2021-05-18,candidate_forum,unreviewed_discovery_lead_not_speaker_attribution
https://www.mcall.com/2021/04/22/the-morning-call-held-an-allentown-city-council-candidate-forum-thursday-watch-a-replay/,80606c378735a3cdb4bcfaea,Ed Zucal,race-02c4c65549e1b95a5ad9,2021-05-18,candidate_forum,unreviewed_discovery_lead_not_speaker_attribution
https://www.mcall.com/2021/04/22/the-morning-call-held-an-allentown-city-council-candidate-forum-thursday-watch-a-replay/,919d06e879994d1adf34a73e,Erik Rodriguez,race-02c4c65549e1b95a5ad9,2021-05-18,candidate_forum,unreviewed_discovery_lead_not_speaker_attribution
https://ballotpedia.org/Ali_Khorasani,782ee088d2f46773d1c25671,Ali Khorasani,race-0737ecc067d5cc0799e8,2018-03-06,candidate_questionnaire,unreviewed_discovery_lead_not_speaker_attribution
https://web.archive.org/web/20260416234018id_/https://lukefornm.com/,987790adb6c6d98d77007d0d,Luke Alfaro-Jungmann,race-996219411814ef8b62f1,2026-06-02,official_campaign_platform,unreviewed_discovery_lead_not_speaker_attribution
https://ritalucido.com/,96913335ba7ee51630ffa3cb,Rita Lucido,race-7b205412dcd5835f97f9,2018-03-06,campaign_page,unreviewed_discovery_lead_not_speaker_attribution
https://badrunkhan.com/,034f188713f05987dcf2db47,Badrun N. Khan,race-a15fa79529a2d8246fd8,2020-06-23,campaign_page,unreviewed_discovery_lead_not_speaker_attribution
https://zukiellis.com/,4b8c3a83dcb0937e0fef19c3,Zuki Ellis,race-deff03074ea69358d8e9,2022-08-09,campaign_page,unreviewed_discovery_lead_not_speaker_attribution
https://hairstonforpeace.com/,a57278a857289ca39485732e,Andrew Hairston,race-14d53ce965776b0cb235,2026-03-03,campaign_page,unreviewed_discovery_lead_not_speaker_attribution
https://ferrellfor24.com/,6982a1196b21ef771e25be9f,Marcus Ferrell,race-896b7a238243a848b1c2,2018-08-28,campaign_page,unreviewed_discovery_lead_not_speaker_attribution
https://kinderfornorfolk.com/,9f54ced4388f2556ec468ea3,Hannah Blair Kinder,race-8530b8aec7d615db3151,2021-06-08,campaign_page,unreviewed_discovery_lead_not_speaker_attribution
