document_id,source_id,metadata_document_id,race_id,candidate_name,url,final_url,publication_date,capture_date,retrieved_at,raw_path,sha256,bytes,content_type,status,title,notes
8140c28f55ec26ad77de8749,src-hist-a-05-8140c28f55ec26ad77de8749,8140c28f55ec26ad77de8749,race-e7ab577213f4505717ec,Tim Rudd,https://web.archive.org/web/20230624171610/https://www.syracuse.com/opinion/2023/06/tim-rudd-growing-syracuses-urban-core-improves-economy-for-all-your-letters.html,https://web.archive.org/web/20230624171610/https://www.syracuse.com/opinion/2023/06/tim-rudd-growing-syracuses-urban-core-improves-economy-for-all-your-letters.html,2023-06-20,2023-06-24,2026-08-20T19:32:20.487679+00:00,data/raw/policy_historical_a/8140c28f55ec26ad77de8749-f66278542beb1a64.html,f66278542beb1a647ebf86f1d6702c39f56ae80911b4094b3a654b3bc08019b1,247787,text/html,used,Tim Rudd: Growing Syracuse’s urban core improves economy for all (Your Letters) - syracuse.com,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
44abdcbdf1cb007e968a105f,src-hist-a-06-44abdcbdf1cb007e968a105f,44abdcbdf1cb007e968a105f,race-9c84c4f62bbebc0b7b7d,G. P. Zurenda Jr.,https://www.cornellsun.com/article/2025/03/g-p-zurenda-88-joins-the-race-for-the-fifth-ward-common-council-seat,https://www.cornellsun.com/article/2025/03/g-p-zurenda-88-joins-the-race-for-the-fifth-ward-common-council-seat,2025-03-19,,2026-08-20T19:31:57.574170+00:00,data/raw/policy_historical_a/44abdcbdf1cb007e968a105f-81c95f7819e667bb.html,81c95f7819e667bb56fcd8cc66cee1f3dbcc2b087a2f8904c459519ec93dec1a,115203,text/html,used,G. P. Zurenda ’88 Joins the Race for the Fifth Ward Common Council Seat - The Cornell Daily Sun,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
bc8bf7fafb0c0c90e466186f,src-hist-a-06-bc8bf7fafb0c0c90e466186f,bc8bf7fafb0c0c90e466186f,race-9c84c4f62bbebc0b7b7d,Hannah Shvets,https://www.cornellsun.com/article/2025/02/hannah-shvets-27-launches-common-council-campaign-focuses-on-labor-and-housing-reform,https://www.cornellsun.com/article/2025/02/hannah-shvets-27-launches-common-council-campaign-focuses-on-labor-and-housing-reform,2025-02-08,,2026-08-20T19:32:38.191980+00:00,data/raw/policy_historical_a/bc8bf7fafb0c0c90e466186f-a4c9c36cce713e5f.html,a4c9c36cce713e5f5c1fe6565ed4e26b17332be48a58dd67f418c0e5a0c834f3,114481,text/html,used,"Hannah Shvets ’27 Launches Common Council Campaign, Focuses on Labor and Housing Reform - The Cornell Daily Sun","Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
4d33efbbcceec3b9b2188d2b,src-hist-a-07-4d33efbbcceec3b9b2188d2b,4d33efbbcceec3b9b2188d2b,race-14d53ce965776b0cb235,Andrew Hairston,https://web.archive.org/web/20260223193939/https://www.hairstonforpeace.com/,https://web.archive.org/web/20260223193939/https://www.hairstonforpeace.com/,2026-02-23,2026-02-23,2026-08-20T19:32:34.079371+00:00,data/raw/policy_historical_a/4d33efbbcceec3b9b2188d2b-0ab2bf0be9e3dd97.com,0ab2bf0be9e3dd978fe6f5d70dfaa7845a6ccba6bb760dbf2db3ecd7dee1bcf1,121677,text/html,used,Hairston for Peace,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
b03005607843df892c566a0a,src-hist-a-07-b03005607843df892c566a0a,b03005607843df892c566a0a,race-14d53ce965776b0cb235,Ciara Parks,https://www.ciaraforjp1.com/,https://www.ciaraforjp1.com/,2026-03-03,,2026-08-20T19:31:59.199214+00:00,data/raw/policy_historical_a/b03005607843df892c566a0a-9d26f2ab9e0bd8c6.html,9d26f2ab9e0bd8c666f6ea256f6d7417f7feff601c9370c692ddeb63215b95ae,541927,text/html,used,Ciara Parks for Justice of the Peace | Vote for Fair Justice - Get Involved Today,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
71ac929e0321b7d0bdb5ec38,src-hist-a-08-71ac929e0321b7d0bdb5ec38,71ac929e0321b7d0bdb5ec38,race-2c2133100c33cde0b378,Kevin Deese,https://www.kevindeese.com/platform,https://www.kevindeese.com/platform,2026-06-23,,2026-08-20T19:32:08.867203+00:00,data/raw/policy_historical_a/71ac929e0321b7d0bdb5ec38-2c442e3f10eb4a01.html,2c442e3f10eb4a010da22fabb5f730542ff6d7543d99309ac9f8fadc18acef21,360399,text/html,used,Platform | No Excuses. Fix What's Broken. — Deese for Assembly,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
9889467007ef15993c87c3e9,src-hist-a-08-9889467007ef15993c87c3e9,9889467007ef15993c87c3e9,race-2c2133100c33cde0b378,Adam Bojak,https://www.bojakforassembly.com/platform-policy,https://www.bojakforassembly.com/platform-policy,,,2026-08-19T23:43:14.258591+00:00,data/raw/policy_historical_a/9889467007ef15993c87c3e9-6cd97690eccba4bc.html,6cd97690eccba4bc16673f1ab195c2f368478b02ccdd2da65a62d100e84a02f6,429853,text/html,timing_unverified,Platform | Adam Bojak for NYS Assembly,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
c88a0bd6a751795dfb87466b,src-hist-a-08-c88a0bd6a751795dfb87466b,c88a0bd6a751795dfb87466b,race-2c2133100c33cde0b378,Karen Hoak,https://investigativepost.org/2026/06/04/three-democrats-vie-for-149th-assembly-seat/,https://investigativepost.org/2026/06/04/three-democrats-vie-for-149th-assembly-seat/,2026-06-04,,2026-08-20T19:32:07.672535+00:00,data/raw/policy_historical_a/c88a0bd6a751795dfb87466b-215cf03741f8b6f5.html,215cf03741f8b6f5bfa4f19c79723cb9a3bccd480ce0ac117ef2ebaa5f94ec35,111466,text/html,used,Who are the candidates for the NY 149th District Assembly seat? : Investigative Post,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
28ebc4844265edb734040c3a,src-hist-a-09-28ebc4844265edb734040c3a,28ebc4844265edb734040c3a,race-3db62fccce64bbd64336,Kyle Lamont,https://web.archive.org/web/20260311030252id_/https://www.kylelamontfor58.com/,https://web.archive.org/web/20260311030252id_/https://www.kylelamontfor58.com/,2026-03-11,2026-03-11,2026-08-20T19:31:59.597243+00:00,data/raw/policy_historical_a/28ebc4844265edb734040c3a-6723135483b300ff.com,6723135483b300ff6b0f705448510a0f6495071d27cb758e35a88b6dd58a0670,133561,text/html,used,"Kyle Lamont for District 58 | Kyle Lamont Atlanta | Southwest, Atlanta, GA, USA","Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=pre_primary_screened. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
825d4daa02d74b3035ad5d55,src-hist-a-09-825d4daa02d74b3035ad5d55,825d4daa02d74b3035ad5d55,race-3db62fccce64bbd64336,Mathewos Samson,https://atlantaciviccircle.org/2026/04/01/unexpected-candidate-dsa-mathewos-samson-legislature-georgia,https://atlantaciviccircle.org/2026/04/01/unexpected-candidate-dsa-mathewos-samson-legislature-georgia/,,,2026-08-19T23:42:58.398640+00:00,data/raw/policy_historical_a/825d4daa02d74b3035ad5d55-1762fc5622cee44d.html,1762fc5622cee44d475ebe94e14fa485b3a09cb88bdf8d8be20ed2166d5a40ac,211695,text/html,timing_unverified,Mathewos Samson: From Volunteer to Candidate - Atlanta Civic Circle,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
89c267615dcefca8ee251ead,src-hist-a-09-89c267615dcefca8ee251ead,89c267615dcefca8ee251ead,race-3db62fccce64bbd64336,Demetria Henderson,https://hendersonforga58.org/,https://hendersonforga58.org/,,,2026-08-20T17:49:19.060125+00:00,data/raw/policy_historical_a/89c267615dcefca8ee251ead-e69e10e868424471.html,e69e10e868424471624e3f0ddb0c044eddce84313a309394357452fb5e935038,235100,text/html,timing_unverified,Henderson for 58 – Safe Neighborhoods. Affordable Living. Opportunity for All.,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Derived from existing candidate-owned source URLs | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
7943cbba1389deab61a58169,src-hist-a-10-7943cbba1389deab61a58169,7943cbba1389deab61a58169,race-3feef0e6623161e871c8,Jud Ashman,https://www.montgomery4all.org/jud-ashman-2026,https://www.montgomery4all.org/jud-ashman-2026,,,2026-08-19T23:52:22.142278+00:00,data/raw/policy_historical_a/7943cbba1389deab61a58169-72e27d669a880757.html,72e27d669a88075797944f89eb9e72f8f7bbd6734798331539bab4007e91d0d0,407857,text/html,timing_unverified,Jud Ashman — 2026 Candidate Questionnaire — Montgomery for All,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
7c53a4825d6bb50106eda8c8,src-hist-a-10-7c53a4825d6bb50106eda8c8,7c53a4825d6bb50106eda8c8,race-3feef0e6623161e871c8,Allison Eriksen,https://www.montgomery4all.org/allison-eriksen-2026,https://www.montgomery4all.org/allison-eriksen-2026,,,2026-08-19T23:44:56.711400+00:00,data/raw/policy_historical_a/7c53a4825d6bb50106eda8c8-2c3d60fc7ef359a9.html,2c3d60fc7ef359a9cab4ae0a8a1001dc7dc15a19cb8f63a71491435478d60417,411983,text/html,timing_unverified,Allison Eriksen— 2026 Candidate Questionnaire — Montgomery for All,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
ad57806b782d74413dfa3784,src-hist-a-10-ad57806b782d74413dfa3784,ad57806b782d74413dfa3784,race-3feef0e6623161e871c8,"Izola ""Zola"" Shaw",https://www.montgomery4all.org/izola-shaw-2026,https://www.montgomery4all.org/izola-shaw-2026,,,2026-08-19T23:30:15.012726+00:00,data/raw/policy_historical_a/ad57806b782d74413dfa3784-abc353a5dad5a128.html,abc353a5dad5a1288780ccee8e496d2dc3ee2aafabaa1e350bfb66f8c49a7495,333382,text/html,timing_unverified,Izola Shaw — 2026 Candidate Questionnaire — Montgomery for All,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
0885b447a701009b511bd55b,src-hist-a-11-0885b447a701009b511bd55b,0885b447a701009b511bd55b,race-73ab9dfc740e7a921829,Christopher Taylor,https://www.taylorforannarbor.com/,https://www.taylorforannarbor.com/,,,2026-08-19T23:48:58.162328+00:00,data/raw/policy_historical_a/0885b447a701009b511bd55b-8b3fcbc39e5e6929.html,8b3fcbc39e5e6929359c774f306f0b70804a5e67787a10833666b482340d4a49,287044,text/html,timing_unverified,Reelect Ann Arbor Mayor Christopher Taylor,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
de8b10c7edd5f84c3d918063,src-hist-a-11-de8b10c7edd5f84c3d918063,de8b10c7edd5f84c3d918063,race-73ab9dfc740e7a921829,Yousef Rabhi,https://michiganadvance.com/2026/02/02/rabhi-challenges-ann-arbors-democratic-establishment-with-socialist-mayoral-bid,https://michiganadvance.com/2026/02/02/rabhi-challenges-ann-arbors-democratic-establishment-with-socialist-mayoral-bid/,,,2026-08-19T23:30:19.053630+00:00,data/raw/policy_historical_a/de8b10c7edd5f84c3d918063-b7f5cec70b01a49d.html,b7f5cec70b01a49d7bf35d9e4865ab7e7516748ede032deb3eeb5e43617d01fc,166713,text/html,timing_unverified,Rabhi challenges Ann Arbor’s Democratic establishment with socialist mayoral bid • Michigan Advance,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
0fa585c4ec05ddb281b973bb,src-hist-a-12-0fa585c4ec05ddb281b973bb,0fa585c4ec05ddb281b973bb,race-7887f598f39fd35231f5,Deanne Austin,https://votedeanneaustin.com/,https://www.votedeanneaustin.com/,,,2026-08-19T23:58:09.291928+00:00,data/raw/policy_historical_a/0fa585c4ec05ddb281b973bb-9c70a245e78f8c34.html,9c70a245e78f8c347be5519a1c4ed58d6de9ca21bf6c5c3e714ac4305b36ce07,381127,text/html,timing_unverified,Deanne Austin for State Representative,"Derived from existing candidate-owned source URLs Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
1ef18628f00f5077dc20721e,src-hist-a-12-1ef18628f00f5077dc20721e,1ef18628f00f5077dc20721e,race-7887f598f39fd35231f5,Helena Scott,https://reelecthelenascott.com/,https://reelecthelenascott.com/,,,2026-08-19T23:29:48.674392+00:00,data/raw/policy_historical_a/1ef18628f00f5077dc20721e-6058433e08261732.html,6058433e082617325c4bee5f8f952507728e6f19ea0fbbee9aa28d2ddfd2142b,108515,text/html,timing_unverified,Re-elect Helena Scott as State Representative (D) in Michigan's District 8,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Derived from existing candidate-owned source URLs | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
254ccb2b49ba15d9c496aaa7,src-hist-a-12-254ccb2b49ba15d9c496aaa7,254ccb2b49ba15d9c496aaa7,race-7887f598f39fd35231f5,Fedor Kinaya,https://kinayaformichigan.com/,https://www.kinayaformichigan.com/,,,2026-08-19T23:58:09.557837+00:00,data/raw/policy_historical_a/254ccb2b49ba15d9c496aaa7-1bee3299be330a8f.html,1bee3299be330a8f4d88580822fa1e4d961f462147e124b7d9bdb6974971292a,577351,text/html,timing_unverified,Home | Kinaya For Michigan,"Derived from existing candidate-owned source URLs Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
cee1c54ebe1a1fca731d7069,src-hist-a-12-cee1c54ebe1a1fca731d7069,cee1c54ebe1a1fca731d7069,race-7887f598f39fd35231f5,Chris Gilmer-Hill,https://chrisgilmerhill.com/,https://www.chrisgilmerhill.com/,,,2026-08-19T23:58:37.206335+00:00,data/raw/policy_historical_a/cee1c54ebe1a1fca731d7069-8e99c0482c788d76.html,8e99c0482c788d760dd48a7f3e6e4139018b53aa5304951458d8eefc645b22e2,463274,text/html,timing_unverified,Chris Gilmer-Hill for State Representative Local search app,"Derived from existing candidate-owned source URLs Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
9d1902efbca845c534c55a7d,src-hist-a-13-9d1902efbca845c534c55a7d,9d1902efbca845c534c55a7d,race-8b7a8f7e7882f4f63dbb,Michael Bailey,https://baileyfor56.com/,https://www.baileyfor56.com/,,,2026-08-19T23:58:08.738585+00:00,data/raw/policy_historical_a/9d1902efbca845c534c55a7d-647f9d9bd2ebaad7.html,647f9d9bd2ebaad73bed83130b91e541444f4657d950fea8cfedcf22b99df6c9,2453735,text/html,timing_unverified,Michael Bailey State Assembly District 56 Brooklyn,"Derived from existing candidate-owned source URLs Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
c8b8dbb723fe852eecaf5eb6,src-hist-a-13-c8b8dbb723fe852eecaf5eb6,c8b8dbb723fe852eecaf5eb6,race-8b7a8f7e7882f4f63dbb,Eon Huntley,https://democraticleft.dsausa.org/2026/06/03/eon-huntley-spearheads-worker-power-in-bed-stuy-and-crown-heights,https://democraticleft.dsausa.org/2026/06/03/eon-huntley-spearheads-worker-power-in-bed-stuy-and-crown-heights/,,,2026-08-19T23:43:15.167352+00:00,data/raw/policy_historical_a/c8b8dbb723fe852eecaf5eb6-da48eb01c57e6760.html,da48eb01c57e6760c5cd252fc8a5fbc2985d08c134d4cf96e4f7a308981feffd,116318,text/html,timing_unverified,Eon Huntley Spearheads Worker-Power in Bed-Stuy and Crown Heights - Democratic Left,"Seeded from legacy quotation-source inventory; collect full document text for audit coverage. | Seeded from existing candidate corpus URL Review status follows packet timing_status=timing_unverified_same_cycle_capture. Identity is based on the canonical registry and cached source association, not an independently revalidated ballot record."
