cycle,state_code,chamber,district,term,primary_party,status,candidate_rows,source_ids,notes
2024,MD,House,03,regular,Democratic,complete_official_results,22,md-2024-primary-democratic,
2024,MD,House,03,regular,Republican,complete_official_results,9,md-2024-primary-republican,
2024,MD,House,04,regular,Democratic,complete_official_results,4,md-2024-primary-democratic,
2024,MD,House,04,regular,Republican,complete_unopposed_result,1,md-2024-primary-republican,
2024,MD,House,05,regular,Democratic,complete_official_results,4,md-2024-primary-democratic,
2024,MD,House,05,regular,Republican,complete_unopposed_result,1,md-2024-primary-republican,
2024,MD,House,06,regular,Democratic,complete_official_results,16,md-2024-primary-democratic,
2024,MD,House,06,regular,Republican,complete_official_results,7,md-2024-primary-republican,
2024,MD,House,07,regular,Democratic,complete_official_results,2,md-2024-primary-democratic,
2024,MD,House,07,regular,Republican,complete_official_results,3,md-2024-primary-republican,
2024,MD,House,08,regular,Democratic,complete_official_results,2,md-2024-primary-democratic,
2024,MD,House,08,regular,Republican,complete_official_results,2,md-2024-primary-republican,
2024,MD,Senate,S,regular,Democratic,complete_official_results,10,md-2024-primary-democratic,
2024,MD,Senate,S,regular,Republican,complete_official_results,7,md-2024-primary-republican,
2026,CT,House,01,regular,Democratic,no_reported_contest_not_inferred,0,ct-2026-primary,No federal contest row in the complete year export.
2026,CT,House,01,regular,Republican,no_reported_contest_not_inferred,0,ct-2026-primary,No federal contest row in the complete year export.
2026,CT,House,02,regular,Democratic,no_reported_contest_not_inferred,0,ct-2026-primary,No federal contest row in the complete year export.
2026,CT,House,02,regular,Republican,no_reported_contest_not_inferred,0,ct-2026-primary,No federal contest row in the complete year export.
2026,CT,House,03,regular,Democratic,no_reported_contest_not_inferred,0,ct-2026-primary,No federal contest row in the complete year export.
2026,CT,House,03,regular,Republican,no_reported_contest_not_inferred,0,ct-2026-primary,No federal contest row in the complete year export.
2026,CT,House,04,regular,Democratic,no_reported_contest_not_inferred,0,ct-2026-primary,No federal contest row in the complete year export.
2026,CT,House,04,regular,Republican,no_reported_contest_not_inferred,0,ct-2026-primary,No federal contest row in the complete year export.
2026,CT,House,05,regular,Democratic,no_reported_contest_not_inferred,0,ct-2026-primary,No federal contest row in the complete year export.
2026,CT,House,05,regular,Republican,no_reported_contest_not_inferred,0,ct-2026-primary,No federal contest row in the complete year export.
2026,CT,Senate,S,regular,,not_scheduled_this_cycle,0,ct-2026-primary,No U.S. Senate seat was scheduled for election in this state in 2026.
2026,MA,House,01,regular,Democratic,complete_official_results,3,ma-2026-primary,
2026,MA,House,01,regular,Republican,official_no_candidates,0,ma-2026-primary,Explicit No Candidates label.
2026,MA,House,02,regular,Democratic,complete_unopposed_result,2,ma-2026-primary,
2026,MA,House,02,regular,Republican,official_no_candidates,0,ma-2026-primary,Explicit No Candidates label.
2026,MA,House,03,regular,Democratic,complete_unopposed_result,2,ma-2026-primary,
2026,MA,House,03,regular,Republican,complete_unopposed_result,2,ma-2026-primary,
2026,MA,House,04,regular,Democratic,complete_official_results,3,ma-2026-primary,
2026,MA,House,04,regular,Republican,complete_unopposed_result,2,ma-2026-primary,
2026,MA,House,05,regular,Democratic,complete_official_results,4,ma-2026-primary,
2026,MA,House,05,regular,Republican,complete_official_results,2,ma-2026-primary,
2026,MA,House,06,regular,Democratic,complete_official_results,7,ma-2026-primary,
2026,MA,House,06,regular,Republican,complete_unopposed_result,2,ma-2026-primary,
2026,MA,House,07,regular,Democratic,complete_unopposed_result,2,ma-2026-primary,
2026,MA,House,07,regular,Republican,official_no_candidates,0,ma-2026-primary,Explicit No Candidates label.
2026,MA,House,08,regular,Democratic,complete_official_results,3,ma-2026-primary,
2026,MA,House,08,regular,Republican,complete_unopposed_result,2,ma-2026-primary,
2026,MA,House,09,regular,Democratic,complete_official_results,3,ma-2026-primary,
2026,MA,House,09,regular,Republican,complete_unopposed_result,2,ma-2026-primary,
2026,MA,Senate,S,regular,Democratic,complete_official_results,3,ma-2026-primary,
2026,MA,Senate,S,regular,Republican,complete_unopposed_result,2,ma-2026-primary,
2026,MD,House,01,regular,Democratic,complete_official_results,4,md-2026-primary-democratic,
2026,MD,House,01,regular,Republican,complete_official_results,2,md-2026-primary-republican,
2026,MD,House,02,regular,Democratic,complete_official_results,2,md-2026-primary-democratic,
2026,MD,House,02,regular,Republican,complete_official_results,2,md-2026-primary-republican,
2026,MD,House,03,regular,Democratic,complete_official_results,5,md-2026-primary-democratic,
2026,MD,House,03,regular,Republican,complete_official_results,4,md-2026-primary-republican,
2026,MD,House,04,regular,Democratic,complete_official_results,5,md-2026-primary-democratic,
2026,MD,House,04,regular,Republican,complete_unopposed_result,1,md-2026-primary-republican,
2026,MD,House,05,regular,Democratic,complete_official_results,24,md-2026-primary-democratic,
2026,MD,House,05,regular,Republican,complete_official_results,3,md-2026-primary-republican,
2026,MD,House,06,regular,Democratic,complete_official_results,8,md-2026-primary-democratic,
2026,MD,House,06,regular,Republican,complete_official_results,3,md-2026-primary-republican,
2026,MD,House,07,regular,Democratic,complete_official_results,4,md-2026-primary-democratic,
2026,MD,House,07,regular,Republican,complete_unopposed_result,1,md-2026-primary-republican,
2026,MD,House,08,regular,Democratic,complete_official_results,4,md-2026-primary-democratic,
2026,MD,House,08,regular,Republican,complete_official_results,4,md-2026-primary-republican,
2026,MD,Senate,S,regular,,not_scheduled_this_cycle,0,md-2026-primary-election-calendar,No U.S. Senate seat was scheduled for election in this state in 2026.
