race_id,election_date,office,jurisdiction,state,state_code,official_election_source,verification_status,notes
race-634e869e6260148d2f4a,2019-05-21,District Attorney,Allegheny County,Pennsylvania,PA,https://www.electionreturns.pa.gov/,verified,Official Pennsylvania returns confirm the Allegheny County district attorney primary; office and jurisdiction also match repo analysis local coverage.
race-686ed0f1771e83016f0c,2019-06-11,Board of Supervisors,"Braddock District, Fairfax County",Virginia,VA,https://historical.elections.virginia.gov/contest/134343,verified,Virginia historical results confirm the Fairfax Board of Supervisors Braddock District primary; office and jurisdiction match repo analysis questionnaire coverage.
race-6d7952e39ee3bae35dff,2018-05-15,State House,District 34,Pennsylvania,PA,https://www.electionreturns.pa.gov/,verified,"Official Pennsylvania returns confirm the House District 34 primary, correcting the queue's misassigned US House label."
race-78a523131093325999f8,2018-06-26,House of Delegates,District 19,Maryland,MD,https://elections.maryland.gov/elections/archive/2018/results/primary/gen_results_p2018_1_01619.html,verified,Official Maryland results confirm the House of Delegates District 19 primary; office and district match repo analysis code MD-2018-HD19-DEM.
race-7b205412dcd5835f97f9,2018-03-06,State Senate,District 17,Texas,TX,https://elections.sos.state.tx.us/elchist324_state.htm,verified,Official Texas SOS results confirm the Senate District 17 Democratic primary; office matches queue hint and campaign search logs.
race-7d7842f6876d4d0f9ce9,2018-03-06,US House,Congressional District 21,Texas,TX,https://elections.sos.state.tx.us/elchist324_state.htm,verified,Official Texas SOS results confirm the CD21 Democratic primary; office matches queue hint and campaign search logs.
race-896b7a238243a848b1c2,2018-08-28,State House,District 24,Arizona,AZ,https://azsos.gov/sites/default/files/2018_Aug_Primary_Election_Official_Canvass.pdf,verified,Official Arizona canvass confirms the LD24 House primary; office matches repo analysis LD24 debate and search-log evidence.
race-989068ddac35efb3cefd,2018-08-14,State Assembly,District 16,Wisconsin,WI,https://elections.wi.gov/elections-voting/results/2018/partisan-primary,verified,Official Wisconsin results confirm the Assembly District 16 Democratic primary; office and district match queue hint 2018-WI-ASSEMBLY-D16-DEM.
race-9b23daac37f99a66baef,2018-06-12,State House,District 39,Maine,ME,https://www.maine.gov/sos/elections-voting/election-results-data/election-results-2018,verified,Official Maine SOS 2018 primary archive confirms an unopposed House District 39 Democratic primary; district 39 resolves the 39/43 ambiguity.
race-a0d62e41239ac39f095c,2018-08-07,US House,District 13,Michigan,MI,https://www.michigan.gov/sos/elections/election-results-and-data,verified,Official Michigan results portal confirms the U.S. House District 13 primary; office and district match repo analysis search context.
race-a5c9cc4ff2b525bcb410,2018-08-11,US House,District 1,Hawaii,HI,https://files.hawaii.gov/elections/files/results/2018/primary/histatewide.pdf,verified,Official Hawaii statewide primary PDF confirms the U.S. House District 1 Democratic primary; office also matches Civil Beat candidate Q&As in repo analysis.
race-a60764955d622e35ba31,2018-06-05,State House,District 52,Montana,MT,https://electionresults.mt.gov/ResultsList.aspx?eid=16,verified,Official Montana results confirm the House District 52 Democratic primary; office and district match queue hint 2018-MT-HD52-DEM.
race-a945b216b91745281d99,2018-03-06,Department of Education Trustee,"Harris County Precinct 6, Position 1",Texas,TX,https://www.harrisvotes.com/Election-Results/ElectionArchives,verified,Official Harris County election archive used; the HCDE hint resolves this as the Department of Education Precinct 6 Position 1 trustee primary.
race-aa619f073bb1cd24ef4e,2018-03-20,US House,District 4,Illinois,IL,https://www.elections.il.gov/ElectionOperations/ElectionVoteTotals.aspx?ID=9OgkA2T5Azw%3D,verified,Official Illinois results confirm the U.S. House District 4 Democratic primary; office and district match Chicago race coverage in repo analysis.
race-ab159e431662d849f3f8,2019-10-12,Commissioner of Agriculture and Forestry,Statewide,Louisiana,LA,https://voterportal.sos.la.gov/Graphical,verified,"Official Louisiana results show this duplicate-row contest was for commissioner of agriculture and forestry, not governor."
race-b09000f66d0e00938b76,2018-09-12,City Council,Providence Ward 13,Rhode Island,RI,https://www.ri.gov/election/results/2018/statewide_primary/races/440.html,verified,Official Rhode Island results confirm the Providence Ward 13 Democratic primary; office and state were resolved from the official race page.
race-b4f6fe7d9ee2bac1986f,2018-03-06,US House,Congressional District 2,Texas,TX,https://elections.sos.state.tx.us/elchist324_state.htm,verified,Official Texas SOS results confirm the CD2 Democratic primary; office matches queue hint and campaign search logs.
race-b8f238ec989961d03079,2018-05-22,State House,District 35,Kentucky,KY,https://elect.ky.gov/results/2010-2019/Pages/2018primaryandgeneralelectionresults.aspx,verified,Official Kentucky primary results confirm the House District 35 contest; office and district match repo analysis search logs.
race-bf6c66701601243da841,2018-03-06,Criminal Court at Law Judge,Harris County Court No. 8,Texas,TX,https://www.harrisvotes.com/Election-Results/ElectionArchives,verified,Official Harris County election archive used; office resolves to Harris County Criminal Court at Law No. 8 from official and campaign-context searches.
race-c05a1295eea5d13e296b,2018-02-27,US House,District 8,Arizona,AZ,https://azsos.gov/sites/default/files/2018_Special_Primary_Election_Official_Canvass.pdf,verified,Official Arizona special-primary canvass confirms the U.S. House District 8 Democratic race; office matches DSA and Justice Democrats coverage.
race-c503977740ec9c6a566f,2018-06-26,House of Delegates,District 39,Maryland,MD,https://elections.maryland.gov/elections/archive/2018/results/primary/gen_results_p2018_1_01639.html,verified,"Official Maryland results confirm the House of Delegates District 39 primary, correcting the queue's governor label and partial opponent set."
race-c74ad0b73e1151dcdf19,2018-03-20,US House,District 7,Illinois,IL,https://www.elections.il.gov/ElectionOperations/ElectionVoteTotals.aspx?ID=9OgkA2T5Azw%3D,verified,Official Illinois results confirm the U.S. House District 7 Democratic primary; office and district match Anthony Clark campaign archive evidence.
race-cd9ce8e2fbf078eb5eca,2018-05-08,US House,District 9,Indiana,IN,https://www.in.gov/sos/elections/election-commission/election-results/,verified,Official Indiana election results page confirms the U.S. House District 9 Democratic primary; office matches campaign and DSA context in repo analysis.
race-d892092155bdfe3ed17e,2018-06-26,House of Delegates,District 39,Maryland,MD,https://elections.maryland.gov/elections/archive/2018/results/primary/gen_results_p2018_1_01639.html,verified,Official Maryland results confirm the House of Delegates District 39 primary; this row carries the fuller opponent set.
race-df353a5d05f5d7acb107,2018-05-22,Mayor,Louisville/Jefferson County Metro,Kentucky,KY,https://elect.ky.gov/results/2010-2019/Pages/2018primaryandgeneralelectionresults.aspx,verified,Official Kentucky primary results confirm the Louisville mayoral Democratic primary; office and jurisdiction match repo analysis local candidate guides.
race-e17ce052c9a9edfe68f6,2018-06-26,County Council At-Large,Montgomery County,Maryland,MD,https://msa.maryland.gov/msa/mdmanual/36loc/mo/elect/primary/mo2018p.html,verified,Official Montgomery County and Maryland returns confirm the County Council At-Large Democratic primary; office matches repo analysis code 2018-md-montgomery-council-at-large-dem-primary.
race-e4f88f1286d62b12a1ab,2018-05-15,State House,District 32,Pennsylvania,PA,https://www.electionreturns.pa.gov/,verified,"Official Pennsylvania returns confirm the House District 32 primary, correcting the queue's misassigned US House/D30 label."
race-e86fd589efa245645b1e,2018-06-26,County Executive,Montgomery County,Maryland,MD,https://msa.maryland.gov/msa/mdmanual/36loc/mo/elect/primary/mo2018p.html,verified,Official Montgomery County and Maryland returns confirm the county executive Democratic primary; office and jurisdiction match repo analysis questionnaire evidence.
race-f5d88d4b7c40170bed67,2018-06-05,State Assembly,District 15,California,CA,https://elections.cdn.sos.ca.gov/sov/2018-primary/sov/2018-complete-sov.pdf,verified,Official California statement of vote confirms the Assembly District 15 top-two primary; office and district match queue hint 2018-CA-Assembly-D15.
race-f8cfb1649c4840b162d0,2018-06-05,State Senate,District 4,California,CA,https://elections.cdn.sos.ca.gov/sov/2018-primary/sov/2018-complete-sov.pdf,verified,Official California statement of vote confirms the Senate District 4 top-two primary; office and district match queue hint 2018-CA-SD4.
race-fd729fa07c67d3881087,2018-09-13,State Senate,District 18,New York,NY,https://results.elections.ny.gov/contest/1186,verified,Official New York results confirm the Senate District 18 primary; duplicate unresolved row resolved to the same contest.
race-fe1f1d02b936bf366fab,2018-05-15,State House,District 184,Pennsylvania,PA,https://www.electionreturns.pa.gov/,verified,Official Pennsylvania returns confirm the House District 184 primary; office and district match queue hint 2018-PA-HD184-DEM.
