record_id,campaign,endorsement_election_date,office,classification,primary_date,primary_party,state,state_code,jurisdiction,official_election_source,opponents,verification_status,notes
"recg9HeNMXfwVJbVd","Becca Miller","2021-11-02","City Council, Somerville Ward 7","nonpartisan_primary","2021-09-14","Nonpartisan","Massachusetts","MA","Somerville","https://www.somervillema.gov/search?fulltext=September+14+2021+election","Alexander H. Anderson; Judith Pineda Neufeld; Maria Koutsoubaris","verified","Official Somerville election notice snippet says the Sept. 14 preliminary narrowed Ward 7."
"recBgvZZu4vxdUEDI","Ben Ewen-Campen","2021-11-02","City Council, Somerville Ward 3","general_only","","","Massachusetts","MA","Somerville","https://www.somervillema.gov/search?fulltext=September+14+2021+election","November general field","verified","Official Somerville election notice says the Sept. 14 preliminary narrowed only Mayor, Ward 5, and Ward 7, so Ward 3 went straight to Nov. 2."
"rec7CwYlC2wD4acO6","Bryan Lindstrom","2021-11-02","City Council, Aurora Ward 2","general_only","","","Colorado","CO","Aurora","https://www.auroragov.org/city_hall/elections","November general field","inferred","Aurora's official elections page says ward-council elections are nonpartisan coordinated November elections; no separate primary was identified."
"recFt7QbtpueASqdb","Charlotte Kelly","2021-11-02","City Council, Somerville At-Large","general_only","","","Massachusetts","MA","Somerville","https://www.somervillema.gov/search?fulltext=September+14+2021+election","November general field","verified","Official Somerville election notice says the Sept. 14 preliminary narrowed only Mayor, Ward 5, and Ward 7; at-large went straight to Nov. 2."
"recn7lQlzCME8B2Nv","Danny Nowell","2021-11-02","Town Council, Carrboro At-Large","general_only","","","North Carolina","NC","Carrboro","https://www.ncsbe.gov/results-data/election-results","November general field","inferred","No separate Carrboro primary was identified; North Carolina's official results dashboard is the statewide election-results entry point."
"recWpeBTuZ0KoyrQz","Evan Holt","2021-11-02","City Council, Cincinnati At-Large","nonpartisan_primary","2021-09-14","Nonpartisan","Ohio","OH","Cincinnati","https://votehamiltoncountyohio.gov/","citywide at-large field","inferred","Cincinnati municipal council races use a September municipal primary before the November election; I did not recover a stable contest page in the bounded pass."
"recAfMYpRDeuXgzsi","Eve Seitchik","2021-11-02","City Council, Somerville At-Large","general_only","","","Massachusetts","MA","Somerville","https://www.somervillema.gov/search?fulltext=September+14+2021+election","November general field","verified","Official Somerville election notice says the Sept. 14 preliminary narrowed only Mayor, Ward 5, and Ward 7; at-large went straight to Nov. 2."
"recfesuwYaOGwn0M1","George Defendini","2021-11-02","Common Council, Ithaca Ward 4","democratic_primary","2021-06-22","Democratic","New York","NY","Ithaca","https://electionhistory.tompkinscountyny.gov/","Democratic primary field","inferred","Tompkins County's official election-history database is the county's past-results source; the 2021 Ithaca DSA slate ran through the June Democratic-primary cycle."
"rectTKhQPTo6FxhTU","India Walton","2021-11-02","Mayor, Buffalo","democratic_primary","2021-06-22","Democratic","New York","NY","Buffalo","https://elections.erie.gov/wp-content/uploads/2022/02/2021_Primary_Election_Results_DEMOCRATIC.pdf","Byron W. Brown; Le'Candice M. Durham","verified","Official Erie County Democratic-primary results cover the June 22, 2021 Buffalo mayoral contest."
"rechR9EcqJk8bXMIR","JT Scott","2021-11-02","City Council, Somerville Ward 2","general_only","","","Massachusetts","MA","Somerville","https://www.somervillema.gov/search?fulltext=September+14+2021+election","November general field","verified","Official Somerville election notice says the Sept. 14 preliminary narrowed only Mayor, Ward 5, and Ward 7, so Ward 2 went straight to Nov. 2."
"rect9l3s0E17Tgs07","Jason Chavez","2021-11-02","City Council, Minneapolis Ward 9","general_only","","","Minnesota","MN","Minneapolis","https://vote.minneapolismn.gov/results-data/election-results/2021/","ranked-choice field","verified","The official 2021 Minneapolis results page says the Nov. 2, 2021 municipal election used ranked-choice voting for municipal offices."
"recFHFFQA95m0Af7w","Jivan Sobrinho-Wheeler","2021-11-02","City Council, Cambridge","general_only","","","Massachusetts","MA","Cambridge","https://www.cambridgema.gov/Departments/electioncommission/electionresults","citywide municipal field","inferred","Cambridge's Election Commission results archive lists the Nov. 2, 2021 municipal election; no separate 2021 city-council preliminary was recovered."
"recUDX1171mBTq7zo","Joel Brooks","2021-11-02","City Council, Jersey City Ward B","general_only","","","New Jersey","NJ","Jersey City","https://www.jerseycitynj.gov/cityhall/clerk/elections","November ward field","inferred","Jersey City's clerk elections page is the city election authority entry point; no separate municipal primary was identified in the bounded pass."
"recxFBpmHW4uAhpHQ","Justin Farmer","2021-11-02","Legislative Council, Hamden District 5","democratic_primary","2021-09-14","Democratic","Connecticut","CT","Hamden","https://electionhistory.ct.gov/","district Democratic field","inferred","Hamden's 2021 municipal primary date aligns with other Hamden Democratic-primary contests in the corpus; exact District 5 roster was not recovered in the bounded pass."
"recsgjCCrWZfQkqqp","Kendra Hicks","2021-11-02","City Council, Boston District 6","nonpartisan_primary","2021-09-14","Nonpartisan","Massachusetts","MA","Boston","https://www.boston.gov/departments/elections/state-and-city-boston-election-results","Mary Tamer; Winnie Eke","verified","Boston's official results page is the source used in the local race-resolution file for the Sept. 14 preliminary."
"rectZSjQ6TUfVlINh","Landis Spencer","2021-11-02","Board of Police Commissioners (civilian police oversight), Detroit District 6","source_unavailable","","","Michigan","MI","Detroit","https://detroitmi.gov/government/departments/elections/results-archive","","source_unavailable","Detroit's elections archive is the official source family for 2021 city races, but I did not recover a contest-specific District 6 police-commission record confirming primary participation."
"recdSNsXy6cvCBnso","Maddie Halpert","2021-11-02","Common Council, Ithaca Ward 1","democratic_primary","2021-06-22","Democratic","New York","NY","Ithaca","https://electionhistory.tompkinscountyny.gov/","Democratic primary field","inferred","Tompkins County's official election-history database is the county's past-results source; the 2021 Ithaca DSA slate ran through the June Democratic-primary cycle."
"recbyo9UjjQFlILmR","Quinton Zondervan","2021-11-02","City Council, Cambridge","general_only","","","Massachusetts","MA","Cambridge","https://www.cambridgema.gov/Departments/electioncommission/electionresults","citywide municipal field","inferred","Cambridge's Election Commission results archive lists the Nov. 2, 2021 municipal election; no separate 2021 city-council preliminary was recovered."
"recx6tRXqUf4Fc8eD","Rajesh Barnabas","2021-11-02","Monroe County Legislature, District 24","source_unavailable","","","New York","NY","Monroe County","https://www.monroecounty.gov/files/boe/Election%20Results/Election%20Canvass%20Books/2021%20Canvass%20Book%20-%20Combined.pdf","","source_unavailable","Monroe County's canvass book is the county's official 2021 results source, but I did not recover a contest-specific District 24 record in the bounded pass."
"recWl4AujeRa4CcHI","Richie Floyd","2021-11-02","City Council, St Petersburg District 8","nonpartisan_primary","2021-08-24","Nonpartisan","Florida","FL","St. Petersburg","https://www.votepinellas.com/Election-Results/2021-St-Petersburg-Primary-Election-Results","Jeff Danner; Jamie Mayo; Dane Kuplicki","verified","Official Pinellas County results cover the Aug. 24, 2021 St. Petersburg District 8 primary."
"recALcIWVsrszB0jO","Robin Wonsley Worlobah","2021-11-02","City Council, Minneapolis Ward 2","general_only","","","Minnesota","MN","Minneapolis","https://vote.minneapolismn.gov/results-data/election-results/2021/","ranked-choice field","verified","The official 2021 Minneapolis results page says the Nov. 2, 2021 municipal election used ranked-choice voting for municipal offices."
"recJUvyKyrapUPtpK","Tessa Bridge","2021-11-02","City Council, Somerville Ward 5","nonpartisan_primary","2021-09-14","Nonpartisan","Massachusetts","MA","Somerville","https://www.somervillema.gov/search?fulltext=September+14+2021+election","Todd E. Easton; Beatriz C. Gomez Mouakad","verified","Official Somerville election notice snippet says the Sept. 14 preliminary narrowed Ward 5."
"recbRylPoKbJcPpJO","Willie Burnley, Jr.","2021-11-02","City Council, Somerville At-Large","general_only","","","Massachusetts","MA","Somerville","https://www.somervillema.gov/search?fulltext=September+14+2021+election","November general field","verified","Official Somerville election notice says the Sept. 14 preliminary narrowed only Mayor, Ward 5, and Ward 7; at-large went straight to Nov. 2."
"recZ0AIRSc1ZaA2Lj","NO on Recall Kshama","2021-12-07","City Council, Seattle District 3","ballot_or_party_position","","","Washington","WA","Seattle","https://kingcounty.gov/en/dept/elections/results/2021/december-special","recall ballot question / pro-recall side","inferred","This was a recall-election campaign committee, not a candidate campaign."
"rechYkbRdzk70pbun","Tyler Lamon","2022-05-17","Louisville Metro Council, District 15","democratic_primary","2022-05-17","Democratic","Kentucky","KY","Louisville","https://elect.ky.gov/results/2020-2029/Pages/2022.aspx","Democratic primary field","inferred","Louisville Metro Council nominations run through Kentucky's May partisan primary; the endorsed race date itself is the May 17 primary."
"recIZ1O1dDBlljjCR","Eunisses Hernandez","2022-06-07","Los Angeles City Council, District 1","nonpartisan_primary","2022-06-07","Nonpartisan","California","CA","Los Angeles","https://results.lavote.gov/#year=2022&election=4300","Gilbert ""Gil"" Cedillo","verified","Official Los Angeles County results dashboard covers the June 7, 2022 top-two primary for Council District 1."
"rechSeNFPKugoh24V","James Coleman","2022-06-07","California State Assembly, District 21","nonpartisan_primary","2022-06-07","Nonpartisan","California","CA","California","https://electionresults.sos.ca.gov/returns/state-assembly","top-two field","inferred","California State Assembly races use the statewide top-two primary on June 7, 2022."
"rec0LoYvhmHRkBodQ","Alexandria Ocasio-Cortez","2022-11-08","US Congress, NY-14","source_unavailable","","","New York","NY","New York","https://results.elections.ny.gov/","","source_unavailable","I did not recover a bounded-pass official NY-14 2022 contest record establishing whether there was a Democratic primary contest versus direct advancement to the general election."
"recvTdInkSUw2RPzo","Darrin Madison Jr.","2022-11-08","Wisconsin State Assembly District 10","source_unavailable","","","Wisconsin","WI","Wisconsin","https://elections.wi.gov/elections/election-results","","source_unavailable","Wisconsin Assembly nominations run through the August partisan-primary process, but I did not recover a bounded-pass official District 10 record confirming whether a contested primary occurred."
"recsopGP82JW5QfEn","Hugo Soto-Martínez","2022-11-08","Los Angeles City Council, District 13","nonpartisan_primary","2022-06-07","Nonpartisan","California","CA","Los Angeles","https://results.lavote.gov/#year=2022&election=4300","Mitch O'Farrell; Albert Corado; Kate Pynoos; Steve Johnson","verified","Official Los Angeles County results dashboard covers the June 7, 2022 top-two primary for Council District 13."
"recO9il3piDGb4XMy","Katie Sims","2022-11-08","Mayor, City of Ithaca","source_unavailable","","","New York","NY","Ithaca","https://electionhistory.tompkinscountyny.gov/","special-election field","source_unavailable","Ithaca's official election-history database is the correct authority, but I did not recover a bounded-pass contest record sufficient to classify this special-cycle mayoral campaign more precisely."
"recrpLK93iKzVSow3","Megan Green","2022-11-08","President of the Board of Aldermen","nonpartisan_primary","2022-09-13","Nonpartisan","Missouri","MO","St. Louis","https://www.stlouis-mo.gov/government/departments/board-election-commissioners/elections/results/past-years.cfm","Jack Coatar","verified","St. Louis BOEC's official archive explicitly lists the Sept. 13, 2022 Special Primary Municipal Election to fill the Board President vacancy."
"recZ7FKgyaaGE9HXL","Rocío Rivas","2022-11-08","LAUSD School Board District 2","nonpartisan_primary","2022-06-07","Nonpartisan","California","CA","Los Angeles","https://results.lavote.gov/#year=2022&election=4300","Erica Vilardi-Espinosa; Miguel Ángel Segura; Maria Brenes","verified","Official Los Angeles County results dashboard covers the June 7, 2022 top-two primary for LAUSD Board District 2."
"recr1swMkOjJJjYL2","Ryan Clancy","2022-11-08","County Board of Supervisors, District 4","not_candidate","","","Wisconsin","WI","Milwaukee County","https://elections.wi.gov/elections/election-results","","inferred","Wisconsin's official elections page notes county-supervisor/local contests are maintained locally; Milwaukee County supervisor elections are spring-cycle local offices, so Ryan Clancy was not a County Board candidate on Nov. 8, 2022."
