race_id,election_date,office,jurisdiction,state,state_code,official_election_source,verification_status,notes
race-3cc44f97e31858996064,2024-08-06,State Representative,Legislative District 27 Position 2,Washington,WA,https://results.vote.wa.gov/results/20240806/legislative-district-27-state-representative-pos-2.html,verified,Verified from Washington Aug. 6 2024 primary results for LD 27 Position 2.
race-3cfd6cf7df471fd4e7a3,2024-06-04,State Senate,District 24,New Mexico,NM,https://electionresults.sos.nm.gov/,verified,Verified from New Mexico SOS June 4 2024 primary results for Senate District 24.
race-417720608784b36ffacb,2024-06-25,State House,District 52,Colorado,CO,https://results.enr.clarityelections.com/CO/,verified,Verified from Colorado official June 25 2024 primary results for House District 52.
race-440dcbc50602efe64cb3,2024-06-25,State Assembly,District 37,New York,NY,https://results.elections.ny.gov/,verified,Verified from NY BOE June 25 2024 primary results for Assembly District 37.
race-44fa4abc5f1e04d0b657,2024-05-21,State Senate,District 33,Kentucky,KY,https://elect.ky.gov/results/2020-2029/Pages/2024Primary-Recap-Sheets.aspx,verified,Verified from Kentucky 2024 primary recap sheets for Senate District 33.
race-455aa8fc8417a3519b85,2023-05-16,City Council,Philadelphia At-Large,Pennsylvania,PA,https://vote-results.phila.gov/Default.aspx?eid=51,verified,Verified from Philadelphia official May 16 2023 Democratic primary results for at-large council.
race-4bb8173fd4fdca0b2d3f,2024-08-06,US House,District 1,Missouri,MO,https://www.sos.mo.gov/CMSImages/ElectionResultsStatistics/ActualResults-August62024.pdf,verified,Verified from Missouri SOS Aug. 6 2024 Democratic primary results for U.S. House District 1.
race-5650629789d1169ab061,2024-06-25,US House,District 16,New York,NY,https://results.elections.ny.gov/,verified,Verified from NY BOE June 25 2024 primary results for U.S. House District 16.
race-59a94aa6e72d959987cc,2023-06-27,County Legislature,Monroe District 21,New York,NY,https://results.elections.ny.gov/,verified,Verified from NY BOE June 27 2023 primary results for Monroe County Legislature District 21.
race-59cb9c967710a43533d3,2024-06-04,State Senate,District 24,New Mexico,NM,https://electionresults.sos.nm.gov/,verified,Verified from New Mexico SOS June 4 2024 primary results for Senate District 24.
race-5c08fa2bbce03a90932e,2024-08-06,US House,District 12,Michigan,MI,https://mvic.sos.state.mi.us/PublicCandidateList.aspx?PageMode=Ballot&SearchType=OFFICE&ElectionCode=512_20240806,verified,Verified from Michigan SOS Aug. 6 2024 candidate listing for U.S. House District 12.
race-5c72cfd566dcc338d6c1,2024-06-25,State Assembly,District 56,New York,NY,https://results.elections.ny.gov/,verified,Verified from New York official June 25 2024 materials for Assembly District 56.
race-6021f58200774a34f13c,2023-05-16,City Council,Philadelphia District 7,Pennsylvania,PA,https://vote-results.phila.gov/Default.aspx?eid=51,verified,Verified from Philadelphia official May 16 2023 Democratic primary results for District 7.
race-6309d2d0fa189cfbbdcc,2024-05-21,State Representative,District 42,Georgia,GA,https://sos.ga.gov/page/georgia-election-results,verified,Verified from Georgia official May 21 2024 Democratic primary materials for House District 42.
race-65b42f86e7f537aa461c,2024-03-05,US House,District 7,California,CA,https://www.sos.ca.gov/elections/prior-elections/statewide-election-results/presidential-primary-election-march-5-2024,verified,Verified from California SOS March 5 2024 primary results for U.S. House District 7.
race-673de31aaecd5921c9f6,2024-03-05,State Senate,District 7,California,CA,https://acvote.alamedacountyca.gov/acvote-assets/02_election_information/PDFs/20240305/en/Voter%20Information%20Guide/Voter%20Information%20Guide%20Composite.pdf,verified,Verified from Alameda County official voter guide for March 5 2024 State Senate District 7.
race-69a3183706d3f7f24dc9,2024-09-10,City Council,Wilmington District 2,Delaware,DE,https://elections.delaware.gov/results/index.shtml,verified,Verified from Delaware Dept. of Elections Sept. 10 2024 primary results.
race-6bc6d62915559580d7fb,2024-08-06,State Representative,District 25,Michigan,MI,https://mvic.sos.state.mi.us/PublicCandidateList.aspx?PageMode=Ballot&SearchType=OFFICE&ElectionCode=512_20240806,verified,Verified from Michigan SOS Aug. 6 2024 candidate listing/results for House District 25.
race-6e0142fbda7cbc420395,2024-09-10,State House,District 27,Delaware,DE,https://elections.delaware.gov/results/index.shtml,verified,Verified from Delaware Dept. of Elections Sept. 10 2024 primary results.
race-71d7bee252db5f33e151,2024-08-13,,,,,https://francescahong.com/,source_unavailable,Searched accessible first-party source and official Wisconsin election references; the available Francesca Hong page is a governor site and did not cleanly verify this 2024-08-13 queue row.
race-740085b1e14034609354,2024-06-25,State Assembly,District 103,New York,NY,https://results.elections.ny.gov/,verified,Verified from NY BOE June 25 2024 primary results for Assembly District 103.
race-76f51d329af062247a1f,2024-08-06,State House,District 43 Position 2,Washington,WA,https://results.vote.wa.gov/results/20240806/legislative-district-43-state-representative-pos-2.html,verified,Verified from Washington Aug. 6 2024 primary results for House District 43 Position 2.
race-7e4150318d47dffcf2ff,2024-11-05,School Board,Orleans Parish District 2,Louisiana,LA,https://voterportal.sos.la.gov/graphical,verified,Verified from Louisiana SOS Nov. 5 2024 results for Orleans Parish School Board District 2.
race-839b10104820793a268a,2024-06-04,Democratic Presidential Primary,,New Jersey,NJ,https://www.nj.gov/state/elections/election-information-results.shtml,verified,Verified from New Jersey official June 4 2024 Democratic presidential primary results.
race-87536ce63cbcd2897523,2024-06-25,State Senate,District 18,Colorado,CO,https://www.coloradosos.gov/pubs/elections/Results/Abstract/2024/,verified,Verified from Colorado SOS June 25 2024 primary results for Senate District 18.
race-885bf92cab55e56ae2b7,2023-05-16,City Council,Philadelphia District 8,Pennsylvania,PA,https://vote-results.phila.gov/Default.aspx?eid=51,verified,Verified from Philadelphia official May 16 2023 Democratic primary results for District 8.
race-8a21811bb8adfcdf5f46,2023-06-27,County Legislature,Monroe District 25,New York,NY,https://elections.ny.gov/system/files/documents/2023/07/jun272023primarycertification.pdf,verified,Verified office/jurisdiction from the certified June 27 2023 New York primary candidate list.
race-8b1ddd5292021f9f794c,2023-06-27,County Legislature,Monroe District 21,New York,NY,https://results.elections.ny.gov/,verified,Verified from NY BOE June 27 2023 primary results for Monroe County Legislature District 21.
race-8fa8aa6966350616c680,2024-08-13,State Assembly,District 78,Wisconsin,WI,https://elections.wi.gov/statistics-data/election-results,verified,Verified from Wisconsin official Aug. 13 2024 primary results for Assembly District 78.
race-97cfab5130640c94bcc2,2024-04-02,Democratic Presidential Primary,,Connecticut,CT,https://electionhistory.ct.gov/,verified,Verified from Connecticut official April 2 2024 Democratic presidential primary materials.
race-9b0675e2de4790a2c295,2024-06-11,State Assembly,District 10,Nevada,NV,https://www.nvsos.gov/silverstate2024pri/NVAssembly/,verified,Verified from Nevada SOS June 11 2024 primary results for Assembly District 10.
race-9c0672482c0386144da4,2023-05-02,City-County Council,District 13,Indiana,IN,https://vote.indy.gov/results,verified,Verified from Marion County/Indy official May 2 2023 Democratic primary results for District 13.
race-9ec6691d67b9c9ad482a,2024-05-14,US House,District 5,Maryland,MD,https://elections.maryland.gov/elections/archive/2024/Primary_Results/gen_detail_results_2024_3_5_Democratic_District%205.html,verified,Verified from Maryland official May 14 2024 Democratic primary results for U.S. House District 5.
race-a5186a12bf492f76df58,2024-06-04,State House,District 18,New Mexico,NM,https://electionresults.sos.nm.gov/,verified,Verified from New Mexico SOS June 4 2024 primary results for House District 18.
race-a865a800cc51fb1bd037,2024-06-25,State Assembly,District 82,New York,NY,https://results.elections.ny.gov/,verified,Verified from NY BOE June 25 2024 primary results for Assembly District 82.
race-b946fb34ccef5d22cc99,2024-01-30,State Representative,District 25,Michigan,MI,https://mielections.us/election/results/index.html,verified,Verified from Michigan official Jan. 30 2024 special Democratic primary materials for House District 25.
race-be73fd30b364372edaf2,2024-06-04,State House,District 26,New Mexico,NM,https://electionresults.sos.nm.gov/,verified,Verified from New Mexico official June 4 2024 primary materials for House District 26.
race-c84964a11f77b774c993,2023-06-27,City Council,Ithaca Ward 1,New York,NY,https://results.elections.ny.gov/,verified,Verified from NY BOE June 27 2023 primary results for Ithaca Ward 1.
race-ce230166d53b758968b6,2024-06-25,US House,District 14,New York,NY,https://results.elections.ny.gov/,verified,Verified from NY BOE June 25 2024 primary results for U.S. House District 14.
race-d45c9105a9d86f541f3d,2024-06-25,State Assembly,District 51,New York,NY,https://nyassembly.gov/mem/Marcela-Mitaynes,verified,Verified office/jurisdiction from Marcela Mitaynes' official New York Assembly page.
race-d8a540e504ab2749d7b9,2024-09-10,City Council,Wilmington District 1,Delaware,DE,https://elections.delaware.gov/results/index.shtml,verified,Verified from Delaware Dept. of Elections Sept. 10 2024 primary results.
race-db12d296fd5fe40602af,2024-04-23,State House,District 10,Pennsylvania,PA,https://www.electionreturns.pa.gov/,verified,Verified from Pennsylvania official April 23 2024 Democratic primary results for House District 10.
race-dd06d2c4839b786be1bd,2024-03-05,District Attorney,Travis County,Texas,TX,https://www.joseforda.com/,verified,Verified from Jose Garza's first-party campaign site identifying the Travis County DA race.
race-e2b6f8d54db828efc7e2,2024-05-14,Democratic Presidential Primary,,Maryland,MD,https://elections.maryland.gov/elections/archive/2024/Primary_Results/gen_results_2024_1.html,verified,Verified from Maryland official May 14 2024 Democratic presidential primary results.
race-e998c1da8d59c9a7b9df,2023-05-16,County Controller,Allegheny County,Pennsylvania,PA,https://results.enr.clarityelections.com/PA/Allegheny/,verified,Verified from Allegheny County official May 16 2023 Democratic primary results for Controller.
race-ea84c90b785e35a083cc,2023-09-12,Legislative Council,District 3,Connecticut,CT,https://electionhistory.ct.gov/,verified,Verified from Connecticut elections database/Hamden primary candidate listing for Legislative Council District 3.
race-eb3f0f10b223fdebdf9e,2024-08-01,State Representative,District 83,Tennessee,TN,https://sos.tn.gov/elections/results,verified,Verified from Tennessee official Aug. 1 2024 Democratic primary materials for House District 83.
race-eb6f8cc31fad826aab63,2023-06-27,County Legislature,Monroe District 25,New York,NY,https://elections.ny.gov/system/files/documents/2023/07/jun272023primarycertification.pdf,verified,Verified from the certified June 27 2023 New York primary candidate list for Monroe District 25.
race-ef20ff0afae6a0db133a,2024-09-03,State Representative,25th Middlesex District,Massachusetts,MA,https://electionstats.state.ma.us/elections/view/163964/,verified,Verified from Massachusetts official Sept. 3 2024 primary results for 25th Middlesex.
race-f289969f5b8add9b1d6d,2024-04-02,Democratic Presidential Primary,,Wisconsin,WI,https://elections.wi.gov/statistics-data/election-results,verified,Verified from Wisconsin official April 2 2024 Democratic presidential primary results.
race-f9cc5d061b7cd79bea54,2024-05-21,Metro Council,District 6,Kentucky,KY,https://elect.ky.gov/results/2020-2029/Pages/2024Primary-Recap-Sheets.aspx,verified,Verified from Kentucky 2024 primary recap sheets for Louisville Metro Council District 6.
race-fb65bfde62e1421cbc4d,2024-05-21,City Council,Louisville Metro District 4,Kentucky,KY,https://elect.ky.gov/results/2020-2029/Pages/2024Primary-Recap-Sheets.aspx,verified,Verified from Kentucky 2024 primary recap sheets for Louisville Metro Council District 4.
race-fcfe33f1e003a147ac5c,2023-06-27,City Council,District 8,New York,NY,https://www.vote.nyc/page/election-results-summary-2023,verified,Verified from NYC Board of Elections June 27 2023 primary results for Council District 8.
