record_id,campaign,endorsement_election_date,office,classification,primary_date,primary_party,state,state_code,jurisdiction,official_election_source,opponents,verification_status,notes
"recgan5czr5iKJm85","Frankie Fritz","2025-11-04","Greenbelt City Council","general_only","","","Maryland","MD","Greenbelt","","","inferred","Treated as Greenbelt's municipal general election; no separate primary source was retrieved."
"recjgA40ztt3bKqCX","Jake Ephros","2025-11-04","Jersey City Council, Ward D","general_only","","","New Jersey","NJ","Jersey City","","","inferred","Treated as Jersey City's nonpartisan municipal general election, with runoff possible afterward; no separate primary source was retrieved."
"recgT59zrmu9tXDLp","Joel Brooks","2025-11-04","Jersey City Council, Ward B","general_only","","","New Jersey","NJ","Jersey City","","","inferred","Treated as Jersey City's nonpartisan municipal general election, with runoff possible afterward; no separate primary source was retrieved."
"rec6n3DyZdNkyuV0B","Kelsea Bond","2025-11-04","Atlanta City Council, District 2","general_only","","","Georgia","GA","Atlanta","","","inferred","Treated as Atlanta's nonpartisan municipal general election, with runoff possible afterward; no separate primary source was retrieved."
"rece2bjZOtedTsODJ","Michael Westgaard","2025-11-04","Renton City Council, At-Large","nonpartisan_primary","2025-08-05","Nonpartisan","Washington","WA","Renton","https://cdn.kingcounty.gov/-/media/king-county/depts/elections/how-to-vote/voters-pamphlets/2025/08/edition-1.pdf","Gwendolyn Hosea-Mimms | James Alberson","verified","King County's August 2025 local voters' pamphlet confirms the August 5 primary field; local Seattle DSA event pages also distinguish the Aug primary from the Nov general."
"recRgJKes4c0jfdAo","Michael Wilson","2025-11-04","Minneapolis Park and Recreation Board, At-Large","general_only","","","Minnesota","MN","Minneapolis","https://vote.minneapolismn.gov/","","inferred","Minneapolis municipal cycle treated as ranked-choice general election with no separate primary located in the bounded pass."
"rechp4eugBV6Zytn0","Robin Wonsley","2025-11-04","Minneapolis City Council, Ward 9","general_only","","","Minnesota","MN","Minneapolis","https://vote.minneapolismn.gov/","","inferred","Minneapolis municipal cycle treated as ranked-choice general election with no separate primary located in the bounded pass."
"recA2gIWi8hXXgtFK","Soren Stevenson","2025-11-04","Minneapolis City Council, Ward 8","general_only","","","Minnesota","MN","Minneapolis","https://vote.minneapolismn.gov/","","inferred","Minneapolis municipal cycle treated as ranked-choice general election with no separate primary located in the bounded pass."
"recYfKV4BZWxvV3mQ","Zev Cook","2025-11-04","Tacoma City Council, District 5","nonpartisan_primary","2025-08-05","Nonpartisan","Washington","WA","Tacoma","","Brandon A. Vollmer | Joe Bushnell","inferred","Matched to the three-candidate August 5 Tacoma nonpartisan primary in local corpus; official race URL was not recovered."
"recDxCfR1DlI0mHSP","Zoelle Lane","2025-11-04","Fort Collins City Council, District 5","general_only","","","Colorado","CO","Fort Collins","https://www.fortcollins.gov/Government/Elections","","inferred","Fort Collins' official elections page confirms municipal election administration; no separate primary source was located."
"recRMQooWszbp6quO","Marek Broderick","2026-03-03","Burlington, Vermont City Council, Ward 8","general_only","","","Vermont","VT","Burlington","","","inferred","Treated as Burlington Town Meeting Day municipal general election; no separate primary source was retrieved."
"rec4NBR1BN6NuAg3e","Bobby Nichols","2026-03-10","Tempe City Council","nonpartisan_primary","2026-03-10","Nonpartisan","Arizona","AZ","Tempe","","Arlene Chin | Berdetta Hodge | Brooke St. George | Elvis Taska | Jennifer Adams | Joe Forte","inferred","Local research log explicitly treated 2026-03-10 as the Tempe nonpartisan primary; the official Tempe election page was inaccessible during review."
"recNBliDO2cjM1KNt","Andrea Parr","2026-05-19","Louisville Metro district 9","source_unavailable","2026-05-19","Democratic","Kentucky","KY","Louisville","","","source_unavailable","Could not verify Andrea Parr on an official or candidate-controlled 2026 Louisville ballot; local corpus reconciles a different Louisville Metro District 5 race, not this record."
"recetFOhio9eNYJrV","Robert LeVertis Bell","2026-05-19","Kentucky State House District 43","source_unavailable","2026-05-19","Democratic","Kentucky","KY","District 43","","","source_unavailable","No 2026 official or candidate-controlled filing was located for Bell in House District 43 despite prior verified candidacies in earlier cycles."
"rech9xWEGOvI55xBi","Tim Denson","2026-05-19","Mayor","general_only","","","Georgia","GA","Athens-Clarke County","","Dexter Fisher | LaKeisha Gantt | Mara Zuniga | Sharon Miller","inferred","Athens mayoral race appears to be a nonpartisan May municipal election, potentially followed by runoff, rather than a separate primary."
"recz9WOUNjTC3V34x","Meg Anandarangam","2026-06-02","Plainfield City Council, Ward 1","democratic_primary","2026-06-02","Democratic","New Jersey","NJ","Plainfield","https://megforqueencity.com/","Robert Graham | Yasmin Griffin","verified","Matched to the 2026-06-02 Plainfield Democratic primary field in local corpus."
"recQNqsUj76tvw1Lk","Shaun Navarro","2026-06-09","Nevada Assembly District 34","democratic_primary","2026-06-09","Democratic","Nevada","NV","District 34","https://navarrofornevada.com/","Hanadi Nadeem","verified","Matched to the 2026 Democratic Assembly District 34 primary against Hanadi Nadeem."
"reccQvKcwzLCTIu3M","Tammy Honeywell","2026-06-23","Onondaga County Leg District 8","democratic_primary","2026-06-23","Democratic","New York","NY","Onondaga County","","Chad Ryan","inferred","Matched to local corpus Democratic primary race against Chad Ryan; official candidate list was not recovered."
"recIb882Uddxbgzib","Taylor Paden","2026-06-23","Utah State Senate, District 13","democratic_primary","2026-06-23","Democratic","Utah","UT","District 13","https://vote.utah.gov/wp-content/uploads/2026/01/S13-Taylor-J-Paden.pdf","Evan Done | Silvia Catten","verified","Utah declaration-of-candidacy verifies the District 13 filing; local corpus shows a three-candidate Democratic primary field."
"recDXw3CpyWrmjZpF","Donavan McKinney for Congress","2026-08-04","US Congress (MI-13)","democratic_primary","2026-08-04","Democratic","Michigan","MI","District 13","https://thanedar.house.gov/","Shri Thanedar","verified","Resolved local race against incumbent Shri Thanedar in the 2026 Democratic primary."
"recLuq6j65wdO419V","Oliver Larkin","2026-08-18","US Congress FL-25","source_unavailable","2026-08-18","Democratic","Florida","FL","District 25","","","source_unavailable","No official or candidate-controlled 2026 FL-25 filing source was located in the bounded pass."
"rec1HZ87yfOhNbpkQ","Richie Floyd","2026-08-18","St. Petersburg City Council, District 8","nonpartisan_primary","2026-08-18","Nonpartisan","Florida","FL","St. Petersburg","","","inferred","St. Petersburg District 8 is treated as the August nonpartisan primary stage, consistent with the same office's prior cycle structure; no 2026 candidate-specific official source was retrieved."
"recKSb3YW7vEYVZBr","Brittany Kubicek","2026-11-03","Rhode Island House of Representatives District 5","source_unavailable","2026-09-09","Democratic","Rhode Island","RI","District 5","https://vote.sos.ri.gov/Candidates/CandidateSearch","","source_unavailable","The RI SOS candidate-search portal shows the 2026 statewide primary and general cycle, but candidate-specific District 5 confirmation for Brittany Kubicek was not retrieved."
