race_id,election_date,office,jurisdiction,state,state_code,official_election_source,verification_status,notes
race-7d93ab6b51ec87b8170e,2022-06-28,State Assembly,District 54,New York,NY,https://results.elections.ny.gov/document/131,verified,"Official NYS Board of Elections June 28, 2022 primary document covers Assembly District 54."
race-7f202ea8e34ed7d7a624,2022-06-28,State Assembly,District 60,New York,NY,https://results.elections.ny.gov/document/131,verified,"Official NYS Board of Elections June 28, 2022 primary document covers Assembly District 60."
race-812b072a862c472a346d,2022-06-07,District Attorney,Sacramento County,California,CA,https://results.saccounty.gov/ElectionResults/June_2022/index.html,verified,Official Sacramento County primary results page covers the district-attorney contest.
race-849af2fd1b577481cd2b,2022-06-28,State Assembly,District 95,New York,NY,https://results.elections.ny.gov/document/131,verified,"Official NYS Board of Elections June 28, 2022 primary document covers Assembly District 95."
race-84ecee2258420ae34951,2021-06-22,City Council,Rochester At,New York,NY,https://www.monroecounty.gov/files/boe/Election%20Results/Election%20Canvass%20Books/2021%20Canvass%20Book%20-%20Combined.pdf,verified,Official Monroe County canvass book covers the Rochester City Council At-Large primary.
race-8530b8aec7d615db3151,2021-06-08,House of Delegates,District 89,Virginia,VA,https://historical.elections.virginia.gov/contest/145888,verified,"Official Virginia historical results identify Hannah Blair Kinder and Jerrauld Charles Corey Jones in the House of Delegates District 89 Democratic primary."
race-85b2e006fa2ae5e8a85f,2022-05-17,State House,District 41,Kentucky,KY,https://elect.ky.gov/results/2020-2029/Pages/2022.aspx,verified,Official Kentucky primary results page covers House District 41.
race-864018b7e4dc45f8b012,2021-09-14,City Council,Boston District 6,Massachusetts,MA,https://www.boston.gov/departments/elections/state-and-city-boston-election-results,verified,Official Boston preliminary-election results page covers the 2021 District 6 city-council race.
race-8883cb5968c8f5306cc5,2021-06-22,Common Council,Ithaca Ward 2,New York,NY,https://www.tompkinscountyny.gov/boe/results,verified,"Repository and official county evidence place Phoebe Brown and Rick Murray in the November Ward 2 general election; the row is separately classified general-only."
race-8a99a689340f254d2852,2021-08-03,City Council,Seattle Citywide Position 9,Washington,WA,https://kingcounty.gov/en/dept/elections/results/2021/august-primary,verified,Official King County primary results page covers the Seattle City Council Position 9 contest.
race-8bb4a2d445ddc18ae3ff,2022-05-17,County Commissioner,Forsyth County District A,North Carolina,NC,https://er.ncsbe.gov/?election_dt=05/17/2022&county_id=34&office=ALL&contest=0,verified,"Official North Carolina results identify the five-candidate Forsyth County Board of Commissioners District A Democratic primary, correcting the prior Kentucky assignment."
race-8bba9144ce654761bfce,2022-06-28,State Assembly,District 95,New York,NY,https://results.elections.ny.gov/document/131,verified,"Official NYS Board of Elections June 28, 2022 primary document covers Assembly District 95."
race-8c1736034dcd6cd4f3ba,2021-06-22,City Council,District 22,New York,NY,https://www.vote.nyc/page/election-results-summary-2021,verified,Official NYC Board of Elections 2021 primary results page covers City Council District 22.
race-8c8777f6b2110f814f34,2021-09-14,,,,,,source_unavailable,"Could not confidently identify the exact September 14, 2021 local contest from accessible official Boston results without guessing."
race-8d1e88972b7232ea26d0,2021-05-18,City Council At-Large,Erie,Pennsylvania,PA,https://eriecountypa.gov/departments/elections-voting/election-results/,verified,"Official Erie County results and repository candidate interviews identify the May 18, 2021 Democratic at-large council primary."
race-8e0b684ada7986ee77fc,2021-09-14,,,,,,source_unavailable,"Could not confidently identify the exact September 14, 2021 local contest from accessible official Boston results without guessing."
race-92bef0369296358f5e9b,2022-08-09,Senate D63,District 63,Minnesota,MN,https://electionresults.sos.state.mn.us/Results/StateSenate/1?districtid=563,verified,Official Minnesota primary results page covers Senate District 63.
race-9488fafc0bceacab9ee9,2021-06-22,City Council,Rochester At-Large,New York,NY,https://www.monroecounty.gov/files/boe/Election%20Results/Election%20Canvass%20Books/2021%20Canvass%20Book%20-%20Combined.pdf,verified,Official Monroe County canvass book covers the Rochester City Council At-Large primary.
race-9c280b17549e7416b0f3,2021-08-10,City Council,Duluth District 2,Minnesota,MN,https://duluthmn.gov/media/11846/2021-primary-precinct-results-city-wide.pdf,verified,Official City of Duluth primary-results PDF covers the District 2 city-council contest.
race-9c5f47278f523126e61b,2022-06-28,US House,Illinois District 8,Illinois,IL,https://www.elections.il.gov/electionoperations/ElectionVoteTotalsSearch.aspx,verified,"Official Illinois vote-total search covers the June 28, 2022 U.S. House District 8 Democratic primary."
race-9c8b6c97ae90b94029df,2022-05-17,State Representative,District 184,Pennsylvania,PA,https://www.electionreturns.pa.gov/Home/SummaryResults?ElectionID=94&ElectionType=P&IsActive=0,verified,Official Pennsylvania primary results page covers State Representative District 184.
race-9d81c90e4175cd261dc2,2022-07-19,State Senate,District 18,Maryland,MD,https://elections.maryland.gov/elections/archive/2022/primary_results/index.html,verified,Official Maryland primary results archive covers State Senate District 18.
race-a036ccb35ff1bcadc510,2022-06-28,State Assembly,District 57,New York,NY,https://results.elections.ny.gov/document/131,verified,"Official NYS Board of Elections June 28, 2022 primary document covers Assembly District 57."
race-a225fd571279e925a8f0,2022-03-01,County Commissioner,Travis County Precinct 2,Texas,TX,https://elections.sos.state.tx.us/index.htm,verified,"Official Texas results archive covers the March 1, 2022 Democratic primary for Travis County Commissioner Precinct 2."
race-a48d808d0d89aabde3c9,2021-06-22,City Council,Rochester At,New York,NY,https://www.monroecounty.gov/files/boe/Election%20Results/Election%20Canvass%20Books/2021%20Canvass%20Book%20-%20Combined.pdf,verified,Official Monroe County canvass book covers the Rochester City Council At-Large primary.
race-a5403a594bae555bf7e7,2022-02-15,,,,,,source_unavailable,"Could not confidently identify the exact February 15, 2022 contest from official sources without guessing."
race-a65480d7c6c9c2b8e845,2021-05-18,County Commissioner,Lehigh County,Pennsylvania,PA,https://www.lehighcounty.org/Departments/Voter-Registration/Election-Results,verified,"Official Lehigh County election results page covers the May 18, 2021 Democratic primary for County Commissioner."
race-ac2561225b5e741feb63,2022-06-28,State Assembly,District 103,New York,NY,https://results.elections.ny.gov/document/131,verified,"Official NYS Board of Elections June 28, 2022 primary document covers Assembly District 103."
race-ac7dc722977f480b3f38,2021-08-03,City Council,Tucson Ward 6,Arizona,AZ,https://www.tucsonaz.gov/files/sharedassets/public/v/1/government/city-clerks-office/elections/documents/21ptuc_officialcanvass_08092021.pdf,verified,"Official Tucson canvass PDF covers the August 3, 2021 Ward 6 primary."
race-af2946bea89ae6832a3c,2021-06-22,City Council,District 22,New York,NY,https://www.vote.nyc/page/election-results-summary-2021,verified,Official NYC Board of Elections 2021 primary results page covers City Council District 22.
race-af30f7e96f0a9183d919,2021-08-03,City Council,Lansing At-Large,Michigan,MI,https://cl.ingham.org/Departments/CountyClerk/Elections/ArchivedElectionData/2021ElectionInformation.aspx,verified,Official Ingham County 2021 election page covers the Lansing at-large city-council primary.
race-b039f5d6691d15051b5d,2021-06-22,Mayor,Buffalo,New York,NY,https://elections.erie.gov/wp-content/uploads/2022/02/2021_Primary_Election_Results_DEMOCRATIC.pdf,verified,"Official Erie County Democratic-primary results PDF covers the June 22, 2021 Buffalo mayoral contest."
race-b1998f438329c13186c3,2021-08-03,City Attorney,Seattle,Washington,WA,https://kingcounty.gov/en/dept/elections/results/2021/august-primary,verified,Official King County primary results page covers the Seattle city-attorney contest.
race-b3391a7e7677cdca4f09,2022-06-07,School Board,Los Angeles Unified School District Board District 2,California,CA,https://results.lavote.gov/#year=2022&election=4300,verified,Official Los Angeles County results dashboard covers LAUSD Board District 2.
race-b38f46eb6b6a8ac16a5d,2021-06-22,County Legislature,Onondaga County District 15,New York,NY,https://onondaga.gov/elections/,verified,"The national endorsement archive identifies District 15; repository candidate data identifies Joe Bennett and Bill Kinne in the Democratic primary."
race-b4a00d1c6cfef90c530e,2021-06-22,City Council,Troy District 6,New York,NY,https://www.rensco.com/wp-content/uploads/2021/06/2021-Election-Results-Primary-Election.xls,verified,Official Rensselaer County primary-results workbook covers the Troy City Council District 6 contest.
race-b7a4ba81baaed6e4cbae,2022-08-09,US House,Vermont At-Large,Vermont,VT,https://outside.vermont.gov/dept/sos/Elections_Division/election_info_resources/elections_results_data/2022_primary_election_official_report_canvassing_committee_united_states_vermont_statewide_offices.pdf,verified,Official Vermont statewide primary canvass covers the U.S. House at-large Democratic primary.
race-b9eae99f1bef8d552966,2021-09-14,Board of Education,Hamden,Connecticut,CT,https://electionhistory.ct.gov/,verified,"The national endorsement archive and official Connecticut election history identify the Hamden Board of Education Democratic primary."
race-bd0a707d919d98a6334c,2022-08-09,State Senate,Minnesota District 62,Minnesota,MN,https://electionresults.sos.state.mn.us/Results/StateSenate/1?districtid=562,verified,Official Minnesota primary results page covers Senate District 62.
race-bf142501819a99862bac,2022-06-07,State Assembly,District 21,California,CA,https://electionresults.sos.ca.gov/returns/state-assembly,verified,Official California Secretary of State returns cover Assembly District 21.
race-c2af122ea1c155492aba,2022-08-02,US House,Washington District 9,Washington,WA,https://results.vote.wa.gov/results/20220802/congressional-district-9-us-representative.html,verified,"Official Washington August 2, 2022 results page covers U.S. House District 9."
race-c322c6a34951f0c48895,2022-05-17,State Representative,District 188,Pennsylvania,PA,https://www.electionreturns.pa.gov/Home/SummaryResults?ElectionID=94&ElectionType=P&IsActive=0,verified,Official Pennsylvania primary results page covers State Representative District 188.
race-c5296c20ca06b0713b08,2021-06-08,House of Delegates,District 49,Virginia,VA,https://historical.elections.virginia.gov/elections/view/147532/,verified,"Official Virginia historical results page lists Karishma Mehta in the June 8, 2021 Democratic primary for House District 49."
race-c56b98aec020c60a5f6f,2022-06-28,State House,Colorado District 6,Colorado,CO,https://www.coloradosos.gov/pubs/elections/Results/Abstract/2022/primary/democratic/stateRepresentatives.html,verified,Official Colorado Democratic-primary results page covers House District 6.
race-c5cb5879430c2ad69f6b,2022-06-28,State Senate,Illinois District 43,Illinois,IL,https://www.elections.il.gov/electionoperations/ElectionVoteTotalsSearch.aspx,verified,"Official Illinois vote-total search covers the June 28, 2022 State Senate District 43 Democratic primary."
race-c6bb913e7ac75477d6b5,2021-05-18,City Council At-Large,Erie,Pennsylvania,PA,https://eriecountypa.gov/departments/elections-voting/election-results/,verified,"Duplicate Elspeth Kate Koehle row resolved to the same May 18, 2021 Erie Democratic at-large council primary."
race-ca0f470cfbe302d74777,2022-06-28,State Assembly,District 51,New York,NY,https://results.elections.ny.gov/document/131,verified,"Official NYS Board of Elections June 28, 2022 primary document covers Assembly District 51."
race-cac1f44acada50e1bb64,2022-06-07,State Assembly,District 21,California,CA,https://electionresults.sos.ca.gov/returns/state-assembly,verified,Official California Secretary of State returns cover Assembly District 21.
race-cc16575c10bba581f8b7,2022-08-02,US House,District 12,Michigan,MI,https://www.michigan.gov/sos/elections/results-and-data,verified,Official Michigan election-results portal covers U.S. House District 12.
race-db2bbdecf941c5b1478e,2021-06-22,City Council,District 23,New York,NY,https://www.vote.nyc/page/election-results-summary-2021,verified,Official NYC Board of Elections 2021 primary results page covers City Council District 23.
race-dcc5f1f910b38647e104,2021-08-03,City Council,Seattle Citywide Position 8,Washington,WA,https://kingcounty.gov/en/dept/elections/results/2021/august-primary,verified,Official King County primary results page covers the Seattle City Council Position 8 contest.
race-deff03074ea69358d8e9,2022-08-09,State Senate,District 65,Minnesota,MN,https://electionresults.sos.state.mn.us/Results/StateSenate/1?districtid=565,verified,Official Minnesota primary results page covers State Senate District 65.
race-e0d4748f07ff2fb03395,2022-07-19,House of Delegates,District 39,Maryland,MD,https://elections.maryland.gov/elections/archive/2022/primary_results/index.html,verified,Official Maryland primary results archive covers House of Delegates District 39.
race-e166c53fb5f8e99b0379,2022-03-01,State Senate,District 15,Texas,TX,https://teamrv-mvp.sos.texas.gov/MVP/qcandidates.asp?el=20220301,verified,"Official Texas SOS candidate/results portal covers the March 1, 2022 State Senate District 15 Democratic primary."
race-e234f502113bda9a4ca7,2022-08-23,State Senate,District 59,New York,NY,https://www.vote.nyc/sites/default/files/pdf/candidates/2022/PrimaryContestListPreview_August_23_2022.pdf,verified,Official NYC/NYS primary contest list covers State Senate District 59.
race-e25b4a06c884a6586b71,2021-06-22,City Council,District 38,New York,NY,https://www.vote.nyc/page/election-results-summary-2021,verified,Official NYC Board of Elections 2021 primary results page covers City Council District 38.
race-e6494c2530d8a2c89afa,2022-08-09,State Senate,Chittenden Central,Vermont,VT,https://electionarchive.vermont.gov/elections/view/160198,verified,"Official Vermont Elections Database covers the August 9, 2022 State Senate Chittenden Central Democratic primary."
race-eda1655ed77072d54e26,2022-06-28,State Assembly,District 65,New York,NY,https://results.elections.ny.gov/document/131,verified,"Official NYS Board of Elections June 28, 2022 primary document covers Assembly District 65."
race-efcab956da48210a967a,2022-09-06,State Representative,27th Middlesex District,Massachusetts,MA,https://electionstats.state.ma.us/,verified,"Official Massachusetts election-results portal covers the September 6, 2022 Democratic primary for State Representative, 27th Middlesex."
race-f1956e4841f9053f1c5f,2022-03-01,Justice of the Peace,Travis County Precinct 1,Texas,TX,https://elections.sos.state.tx.us/index.htm,verified,"Official Texas results archive covers the March 1, 2022 Democratic primary for Justice of the Peace Precinct 1."
race-f616f2365354180cc1e6,2022-05-17,State Senate,District 8,Pennsylvania,PA,https://www.electionreturns.pa.gov/Home/SummaryResults?ElectionID=94&ElectionType=P&IsActive=0,verified,Official Pennsylvania primary results page covers State Senate District 8.
race-f9001a0ab4fcd5f648ae,2022-06-07,State Assembly,District 65,California,CA,https://electionresults.sos.ca.gov/returns/state-assembly,verified,Official California Secretary of State returns cover Assembly District 65.
race-f96b28cfef78a6d2939c,2022-06-07,City Council,Los Angeles District 1,California,CA,https://results.lavote.gov/#year=2022&election=4300,verified,Official Los Angeles County results dashboard covers City Council District 1.
race-f9f7cf71f368ebb7198f,2021-06-22,City Council,Troy District 5,New York,NY,https://www.rensco.com/wp-content/uploads/2021/06/2021-Election-Results-Primary-Election.xls,verified,Official Rensselaer County primary-results workbook covers the Troy City Council District 5 contest.
race-fb0214cd885b74a0c037,2022-06-28,State Assembly,District 54,New York,NY,https://results.elections.ny.gov/document/131,verified,"Official NYS Board of Elections June 28, 2022 primary document covers Assembly District 54."
race-fdaa52172ee2bd5da855,2022-08-09,State Senate,Minnesota District 8,Minnesota,MN,https://electionresults.sos.state.mn.us/Results/StateSenate/1?districtid=508,verified,Official Minnesota primary results page covers Senate District 8.
race-feec176b89a4744d3bba,2022-05-17,State House,District 43,Kentucky,KY,https://elect.ky.gov/results/2020-2029/Pages/2022.aspx,verified,Official Kentucky primary results page covers House District 43.
