race_id,candidate_name,role,election_date,research_status,title,source_type,source_tier,publication_date,effective_date,source_url,live_url,archive_url,locator,analysis_scope,notes
race-02c4c65549e1b95a5ad9,Ed Zucal,opponent,2021-05-18,verified_source,The Morning Call Allentown City Council candidate forum,candidate_forum,tier_2,2021-04-22,2021-04-22,https://www.mcall.com/2021/04/22/the-morning-call-held-an-allentown-city-council-candidate-forum-thursday-watch-a-replay/,https://www.mcall.com/2021/04/22/the-morning-call-held-an-allentown-city-council-candidate-forum-thursday-watch-a-replay/,,forum replay; Ed Zucal participant,"Candidate discussion of jobs, housing, taxes, policing, COVID-19 governance, American Rescue Plan spending, homelessness, small business, and youth opportunities.",The article confirms Zucal participated and summarizes the questions; replay is embedded/linked from the page.
race-02c4c65549e1b95a5ad9,Erik Rodriguez,endorsed,2021-05-18,verified_source,The Morning Call Allentown City Council candidate forum,candidate_forum,tier_2,2021-04-22,2021-04-22,https://www.mcall.com/2021/04/22/the-morning-call-held-an-allentown-city-council-candidate-forum-thursday-watch-a-replay/,https://www.mcall.com/2021/04/22/the-morning-call-held-an-allentown-city-council-candidate-forum-thursday-watch-a-replay/,,forum replay; Erik Rodriguez participant,"Candidate discussion of jobs, housing, taxes, policing, COVID-19 governance, American Rescue Plan spending, homelessness, small business, and youth opportunities.",The article confirms Rodriguez participated and summarizes the questions; replay is embedded/linked from the page.
race-02c4c65549e1b95a5ad9,Erik Rodriguez,opponent,2021-05-18,verified_source,The Morning Call Allentown City Council candidate forum,candidate_forum,tier_2,2021-04-22,2021-04-22,https://www.mcall.com/2021/04/22/the-morning-call-held-an-allentown-city-council-candidate-forum-thursday-watch-a-replay/,https://www.mcall.com/2021/04/22/the-morning-call-held-an-allentown-city-council-candidate-forum-thursday-watch-a-replay/,,forum replay; Erik Rodriguez participant,"Candidate discussion of jobs, housing, taxes, policing, COVID-19 governance, American Rescue Plan spending, homelessness, small business, and youth opportunities.",Input contains Erik Rodriguez in both endorsed and opponent roles; this duplicate-role row preserves exact input coverage using the same verified forum source.
race-02c4c65549e1b95a5ad9,Justan Fields,opponent,2021-05-18,verified_source,"Allentown City Council race: 9 Democrats, 1 Republican vying for 4 seats",attributable_campaign_profile,tier_2,2021-03-15,2021-03-15,https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,,Heading “Justan Parker Fields”,"public safety, police-budget reallocation, mental-health response, housing-first policy","Campaign-window overview based on candidate announcements and attributed statements; suitable for candidate-level issue coding, though edited and reported by journalism rather than published by the campaign. Source uses the fuller name Justan Parker Fields."
race-02c4c65549e1b95a5ad9,Natalie Santos,endorsed,2021-05-18,verified_source,"Allentown City Council race: 9 Democrats, 1 Republican vying for 4 seats",attributable_campaign_profile,tier_2,2021-03-15,2021-03-15,https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,,Heading “Natalie Santos”,"racial and social equity, youth representation, homelessness, apprenticeships, responsible contracting, climate","Campaign-window overview based on candidate announcements and attributed statements; suitable for candidate-level issue coding, though edited and reported by journalism rather than published by the campaign. Article links the campaign’s then-live joint platform, now offline."
race-02c4c65549e1b95a5ad9,Natalie Santos,opponent,2021-05-18,verified_source,"Allentown City Council race: 9 Democrats, 1 Republican vying for 4 seats",attributable_campaign_profile,tier_2,2021-03-15,2021-03-15,https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,,Heading “Natalie Santos”,"racial and social equity, youth representation, homelessness, apprenticeships, responsible contracting, climate","Campaign-window overview based on candidate announcements and attributed statements; suitable for candidate-level issue coding, though edited and reported by journalism rather than published by the campaign. Article links the campaign’s then-live joint platform, now offline."
race-02c4c65549e1b95a5ad9,Patrick Palmer,endorsed,2021-05-18,verified_source,"Allentown City Council race: 9 Democrats, 1 Republican vying for 4 seats",attributable_campaign_profile,tier_2,2021-03-15,2021-03-15,https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,,Heading “Patrick Palmer”,"city finances, mental health, homelessness and housing insecurity, youth anti-violence programs","Campaign-window overview based on candidate announcements and attributed statements; suitable for candidate-level issue coding, though edited and reported by journalism rather than published by the campaign. A separate 2021 Lehigh Valley Stands Up questionnaire is indexed on Scribd, but the newspaper profile is more directly fetchable."
race-02c4c65549e1b95a5ad9,Patrick Palmer,opponent,2021-05-18,verified_source,"Allentown City Council race: 9 Democrats, 1 Republican vying for 4 seats",attributable_campaign_profile,tier_2,2021-03-15,2021-03-15,https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,,Heading “Patrick Palmer”,"city finances, mental health, homelessness and housing insecurity, youth anti-violence programs","Campaign-window overview based on candidate announcements and attributed statements; suitable for candidate-level issue coding, though edited and reported by journalism rather than published by the campaign. A separate 2021 Lehigh Valley Stands Up questionnaire is indexed on Scribd, but the newspaper profile is more directly fetchable."
race-02c4c65549e1b95a5ad9,Santo Napoli,opponent,2021-05-18,verified_source,"Allentown City Council race: 9 Democrats, 1 Republican vying for 4 seats",attributable_campaign_profile,tier_2,2021-03-15,2021-03-15,https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,,Heading “Santo Napoli”,"small business, entrepreneurship, jobs, landlord standards, housing code enforcement, city finances","Campaign-window overview based on candidate announcements and attributed statements; suitable for candidate-level issue coding, though edited and reported by journalism rather than published by the campaign. Article also links his then-live official campaign site."
race-02c4c65549e1b95a5ad9,Tino Babayan,opponent,2021-05-18,verified_source,"Allentown City Council race: 9 Democrats, 1 Republican vying for 4 seats",attributable_campaign_profile,tier_2,2021-03-15,2021-03-15,https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,https://www.mcall.com/2021/03/15/allentown-city-council-race-9-democrats-1-republican-vying-for-4-seats/,,Heading “Tino Babayan”,"affordable housing, youth programs, community-oriented policing, opposition to police defunding","Campaign-window overview based on candidate announcements and attributed statements; suitable for candidate-level issue coding, though edited and reported by journalism rather than published by the campaign."
race-8d1e88972b7232ea26d0,Chuck Nelson,opponent,2021-05-18,source_unavailable,Chuck Nelson official campaign website,official_campaign_site,tier_1,,2021-05-18,,https://www.chucknelson.info/,,Official campaign URL listed in the contemporaneous Erie Times-News race guide,potential first-party platform/issues text,"The contemporaneous race guide preserves the official campaign URL, but the domain no longer resolves and no accessible campaign-window text snapshot was recovered."
race-8d1e88972b7232ea26d0,Elspeth Koehle,endorsed,2021-05-18,verified_source,Democrat Elspeth Koehle: the race for Erie City Council,candidate_questionnaire_interview,tier_1,2021-04-29,2021-04-29,https://web.archive.org/web/20210501140122id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-elspeth-koehle-race-erie-city-council/7392072002/,https://www.goerie.com/story/news/local/2021/04/29/democrat-elspeth-koehle-race-erie-city-council/7392072002/,https://web.archive.org/web/20210501140122id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-elspeth-koehle-race-erie-city-council/7392072002/,Candidate quotation and headings beginning “What unique ability or skill would you bring to City Council?”,"anti-racism, equitable development, housing, wages and taxes, community benefits, crisis response, police oversight, transit",Contemporaneous Erie Times-News questionnaire reproduces Koehle’s edited first-person responses and is directly fetchable.
race-8d1e88972b7232ea26d0,Jasmine Flores,opponent,2021-05-18,source_unavailable,Flores for Erie campaign social page / Erie Can’t Wait slate livestream,campaign_social_video,tier_1,,2021-05-18,,https://www.facebook.com/FloresForErie/,,Campaign page and indexed “Meet Our Erie Can’t Wait City Council slate” livestream,potential first-party campaign statements on the Erie County United slate,"Campaign-window material was located on Facebook, but no stable, fetchable text or transcript suitable for discourse analysis was recovered; the contemporaneous GoErie race guide contains no substantive Flores responses."
race-8d1e88972b7232ea26d0,Liz Allen,opponent,2021-05-18,verified_source,Democrat Liz Allen: the race for Erie City Council,candidate_questionnaire_interview,tier_1,2021-04-29,2021-04-29,https://web.archive.org/web/20210430142024id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-liz-allen-race-erie-city-council/7388188002/,https://www.goerie.com/story/news/local/2021/04/29/democrat-liz-allen-race-erie-city-council/7388188002/,https://web.archive.org/web/20210430142024id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-liz-allen-race-erie-city-council/7388188002/,Headings beginning “What unique ability or skill would you bring to City Council?”,"budget, revenue, ARP spending, racial equity, housing and homelessness, health and child care, broadband, police oversight, development",Contemporaneous Erie Times-News questionnaire reproduces Allen’s edited first-person responses and is directly fetchable.
race-8d1e88972b7232ea26d0,"Maurice ""Mo"" Troop",opponent,2021-05-18,verified_source,Democrat Maurice Troop: the race for Erie City Council,candidate_questionnaire_interview,tier_1,2021-04-29,2021-04-29,https://web.archive.org/web/20210516130843id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-maurice-troop-race-erie-city-council/7380098002/,https://www.goerie.com/story/news/local/2021/04/29/democrat-maurice-troop-race-erie-city-council/7380098002/,https://web.archive.org/web/20210516130843id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-maurice-troop-race-erie-city-council/7380098002/,Headings beginning “What unique ability or skill would you bring to City Council?”,"candidate priorities and responses on city finance, ARP spending, policing and development",Contemporaneous Erie Times-News questionnaire reproduces Troop’s edited first-person responses and is directly fetchable.
race-c6bb913e7ac75477d6b5,Maurice Mo Troop,opponent,2021-05-18,verified_source,Democrat Maurice Troop: the race for Erie City Council,candidate_questionnaire_interview,tier_1,2021-04-29,2021-04-29,https://web.archive.org/web/20210516130843id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-maurice-troop-race-erie-city-council/7380098002/,https://www.goerie.com/story/news/local/2021/04/29/democrat-maurice-troop-race-erie-city-council/7380098002/,https://web.archive.org/web/20210516130843id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-maurice-troop-race-erie-city-council/7380098002/,Headings beginning “What unique ability or skill would you bring to City Council?”,"candidate priorities and responses on city finance, ARP spending, policing and development",Same candidate and 2021 Erie City Council campaign as the quoted-name record; contemporaneous questionnaire is directly fetchable.
race-4a705a0766bb6d4c5478,Giselle Martinez,endorsed,2021-06-22,verified_source,"Giselle Martinez — Newburgh City Council, Ward 1, NY",endorsing_organization_candidate_profile,tier_2,,2021-06-22,https://directory.runforsomething.net/candidate/1756/martinez-giselle/,https://directory.runforsomething.net/candidate/1756/martinez-giselle/,,"Profile body, especially final paragraph beginning “Martinez’s platform”","housing, infrastructure, environment, immigrant and women’s rights, racial equity","Run for Something’s preserved 2021 endorsement profile summarizes the candidate’s platform and biography; attributable campaign-era profile, but not first-party publication."
race-4a705a0766bb6d4c5478,Sonya D. Grant,opponent,2021-06-22,searched_not_found,,,,,,,,,,,"Searched exact-name combinations with Newburgh, Ward 1, City Council, 2021, platform, questionnaire, interview, and campaign. Official candidate listings/results establish the candidacy, but no recoverable substantive campaign-window text source was found."
race-729c8dc2a2c48df272ec,Dan Aymar-Blair,endorsed,2021-06-22,searched_not_found,,,,,,,,,,,"Searched exact-name combinations with Beacon Ward 4, 2021 campaign, platform, questionnaire, interview, and DSA. Search results expose campaign/party social posts but no stable substantive text or transcript. Official Dutchess results indicate he did not contest a 2021 Democratic primary, limiting primary-window material."
race-729c8dc2a2c48df272ec,Paloma Wake,opponent,2021-06-22,searched_not_found,,,,,,,,,,,"Exact-name and paired-candidate (Dan Aymar-Blair) searches across campaign/issues, questionnaires, interviews, debates, local election coverage, and archive-oriented queries found no campaign-window attributable policy text; later Beacon references were excluded."
race-8883cb5968c8f5306cc5,Rick Murray,opponent,2021-06-22,source_unavailable,,,,,,,,,,,"Located evidence of campaign-era web pages while checking the Tompkins County/Ithaca race against Phoebe Brown, but archived captures rendered only JavaScript-disabled placeholders; exact-name, questionnaire, interview, debate, and campaign-social searches produced no recoverable attributable policy text."
race-b38f46eb6b6a8ac16a5d,Bill Kinne,opponent,2021-06-22,searched_not_found,,,,,,,,,,,"Searched exact name with Onondaga/Syracuse race, campaign, issues, questionnaire, interview, debate, BallotReady, and archive terms through the cutoff. Results were election metadata, later general-election material, or 2026-cycle content; no qualifying 2021 campaign-window text was found."
race-b38f46eb6b6a8ac16a5d,Joe Bennett,endorsed,2021-06-22,searched_not_found,,,,,,,,,,,"Searched Joe and Jo Bennett variants with Bill Kinne, Onondaga/Syracuse, campaign, issues, questionnaire, interview, debate, voter-guide, and archive terms. Results were election metadata, post-primary/general-election reporting, or 2026-cycle content; no qualifying 2021 campaign-window text was found."
race-b9eae99f1bef8d552966,David Asbery,opponent,2021-09-14,searched_not_found,,,,,,,,,,,"Searched exact-name Hamden Board of Education primary queries across official/campaign pages, Patch and local voter guides, questionnaires, interviews, debates, social/video, and archives. No accessible attributable campaign-window policy text was located."
race-b9eae99f1bef8d552966,Frank Dixon,opponent,2021-09-14,searched_not_found,,,,,,,,,,,"Searched exact-name Hamden Board of Education primary queries across official/campaign pages, Patch and local voter guides, questionnaires, interviews, debates, social/video, and archives. No accessible attributable campaign-window policy text was located."
race-b9eae99f1bef8d552966,Joshua L. Watkins,opponent,2021-09-14,searched_not_found,,,,,,,,,,,"Searched exact-name Hamden Board of Education primary queries across official/campaign pages, Patch and local voter guides, questionnaires, interviews, debates, social/video, and archives. No accessible attributable campaign-window policy text was located."
race-b9eae99f1bef8d552966,Mariam Khan,endorsed,2021-09-14,verified_source,‘A force that is hopeful’: Why 2 Hamden teens seek public office,attributable_interview,tier_2,2021-08-03,2021-08-03,https://www.nhregister.com/news/article/A-force-that-is-hopeful-Why-2-Hamden-teens-16358684.php,https://www.nhregister.com/news/article/A-force-that-is-hopeful-Why-2-Hamden-teens-16358684.php,,"Mariam Khan interview passages beginning “I think there’s so much opportunity here” and discussing Eid al-Fitr, student/family engagement, equity, and mental health",Candidate-attributed policy statements in a pre-primary reported interview,Live Hearst page is retrievable as HTML and contains direct quotations and attributed paraphrases from Khan during the campaign window.
race-b9eae99f1bef8d552966,Melissa A. Kaplan-Charkow,opponent,2021-09-14,searched_not_found,,,,,,,,,,,"Searched exact-name Hamden Board of Education primary queries across official/campaign pages, Patch and local voter guides, questionnaires, interviews, debates, social/video, and archives. A Patch general-election profile dated after the primary was excluded; no qualifying pre-primary text was found."
race-b9eae99f1bef8d552966,Nicholas McDonald,opponent,2021-09-14,searched_not_found,,,,,,,,,,,"Searched exact-name Hamden Board of Education primary queries across official/campaign pages, Patch and local voter guides, questionnaires, interviews, debates, social/video, and archives. No accessible attributable campaign-window policy text was located."
race-b9eae99f1bef8d552966,Siobhan Carter-David,opponent,2021-09-14,searched_not_found,,,,,,,,,,,"Searched exact-name Hamden Board of Education primary queries across official/campaign pages, Patch and local voter guides, questionnaires, interviews, debates, social/video, and archives. Later reporting about board service/resignation was excluded; no qualifying campaign-window text was found."
national-rec0ntzcTu773zMP5-dem-primary,Dennis McDermott,endorsed,2023-05-16,verified_source,"Allegheny County Council, District 11: A guide to the 2023 primary between Klein and McDermott",candidate_questionnaire,tier_2,2023-04-18,2023-04-18,https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-council-district-11-klein-mcdermott,https://www.wesa.fm/wesa-voter-guide/2023-04-18/allegheny-county-council-district-11-klein-mcdermott,,Dennis McDermott — WESA Candidate Survey,"Full candidate-authored survey responses on climate, taxation, environmental regulation, detention facilities, and council power/resources",WESA voter guide preserves McDermott’s verbatim pre-primary survey answers; live WESA URL redirects to the current WESA News domain.
national-rec0ntzcTu773zMP5-dem-primary,Paul Klein,opponent,2023-05-16,verified_source,"Allegheny County Council, District 11: A guide to the 2023 primary between Klein and McDermott",candidate_questionnaire,tier_2,2023-04-18,2023-04-18,https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-council-district-11-klein-mcdermott,https://www.wesa.fm/wesa-voter-guide/2023-04-18/allegheny-county-council-district-11-klein-mcdermott,,Paul Klein — WESA Candidate Survey,"Full candidate-authored survey responses on social equity, taxation, pollution, detention facilities, and council power/resources",WESA voter guide preserves Klein’s verbatim pre-primary survey answers; live WESA URL redirects to the current WESA News domain.
national-recihG0fIKbvStGIg-dem-primary,Deb Gross,endorsed,2023-05-16,verified_source,"Pittsburgh City Council, District 7: A guide to the 2023 primary between Botta and Gross",candidate_questionnaire,tier_2,2023-04-18,2023-04-18,https://www.wesanews.org/wesa-voter-guide/2023-04-18/pittsburgh-city-council-district-7-botta-gross,https://www.wesa.fm/wesa-voter-guide/2023-04-18/pittsburgh-city-council-district-7-botta-gross,,Deb Gross — WESA Candidate Survey,"Full candidate-authored survey responses on municipal services, affordability, youth violence, housing, and policing",WESA voter guide preserves Gross’s verbatim pre-primary survey answers; live WESA URL redirects to the current WESA News domain.
national-recihG0fIKbvStGIg-dem-primary,Jordan Botta,opponent,2023-05-16,verified_source,"Pittsburgh City Council, District 7: A guide to the 2023 primary between Botta and Gross",candidate_questionnaire,tier_2,2023-04-18,2023-04-18,https://www.wesanews.org/wesa-voter-guide/2023-04-18/pittsburgh-city-council-district-7-botta-gross,https://www.wesa.fm/wesa-voter-guide/2023-04-18/pittsburgh-city-council-district-7-botta-gross,,Jordan Botta — WESA Candidate Survey,"Full candidate-authored survey responses on equitable development, district services, youth violence, housing, and policing",WESA voter guide preserves Botta’s verbatim pre-primary survey answers; live WESA URL redirects to the current WESA News domain.
race-e7ab577213f4505717ec,Maurice Brown,endorsed,2023-06-27,verified_source,"Maurice Brown, Onondaga Legislator candidate, emphasizes community values",candidate_op_ed,tier_2,2023-03-13,2023-03-13,https://dailyorange.com/2023/03/maurice-brown-onondaga-legislator-candidate-emphasizes-community-values/,https://dailyorange.com/2023/03/maurice-brown-onondaga-legislator-candidate-emphasizes-community-values/,,"Entire signed first-person essay; especially housing, transportation, public health, county budgeting, race, and class passages",Full candidate-authored campaign essay published before the Democratic primary,The Daily Orange hosts a signed first-person statement by Brown and links his campaign priorities/site; suitable as attributable campaign text.
race-e7ab577213f4505717ec,Tim Rudd,opponent,2023-06-27,verified_source,Tim Rudd: Growing Syracuse’s urban core improves economy for all,candidate_op_ed,tier_1,2023-06-20,,https://web.archive.org/web/20230624171610/https://www.syracuse.com/opinion/2023/06/tim-rudd-growing-syracuses-urban-core-improves-economy-for-all-your-letters.html,https://www.syracuse.com/opinion/2023/06/tim-rudd-growing-syracuses-urban-core-improves-economy-for-all-your-letters.html,https://web.archive.org/web/20230624171610/https://www.syracuse.com/opinion/2023/06/tim-rudd-growing-syracuses-urban-core-improves-economy-for-all-your-letters.html,Full candidate-authored letter; housing/density and aquarium sections,Full text,Candidate-authored campaign-window letter; archived target is fetchable because the live page blocks automated access.
race-dd06d2c4839b786be1bd,Jeremy Sylestine,opponent,2024-03-05,verified_source,Travis County District Attorney race: Jeremy Sylestine prepares for primary,candidate_interview,tier_2,2024-02-15,,https://web.archive.org/web/20240423043255/https://www.axios.com/local/austin/2024/02/15/jeremy-sylestine-travis-county-district-attorney,https://www.axios.com/local/austin/2024/02/15/jeremy-sylestine-travis-county-district-attorney,https://web.archive.org/web/20240423043255/https://www.axios.com/local/austin/2024/02/15/jeremy-sylestine-travis-county-district-attorney,Q&A from “Why are you running?” through “What are your goals for the office?”,Candidate answers only,"Attributable campaign-window Q&A covering prosecution, police relations, domestic violence, child abuse, case backlog, and party positioning. Archived target is used because direct automated requests to Axios return HTTP 403."
