cycle,state_code,chamber,district,term,primary_party,status,candidate_rows,source_ids,notes
2026,MN,House,01,regular,Republican,official_100pct_uncertified_not_emitted,,mn-2026-electionresults,"Authority-hosted page reported 100%, but labels results unofficial. Certified canvass report data was not recoverable without CAPTCHA."
2026,MN,House,02,regular,Democratic-Farmer-Labor,official_100pct_uncertified_not_emitted,,mn-2026-electionresults,"Authority-hosted page reported 100%, but labels results unofficial. Certified canvass report data was not recoverable without CAPTCHA."
2026,MN,House,02,regular,Republican,official_100pct_uncertified_not_emitted,,mn-2026-electionresults,"Authority-hosted page reported 100%, but labels results unofficial. Certified canvass report data was not recoverable without CAPTCHA."
2026,MN,House,03,regular,Democratic-Farmer-Labor,official_100pct_uncertified_not_emitted,,mn-2026-electionresults,"Authority-hosted page reported 100%, but labels results unofficial. Certified canvass report data was not recoverable without CAPTCHA."
2026,MN,House,03,regular,Republican,official_100pct_uncertified_not_emitted,,mn-2026-electionresults,"Authority-hosted page reported 100%, but labels results unofficial. Certified canvass report data was not recoverable without CAPTCHA."
2026,MN,House,04,regular,Democratic-Farmer-Labor,official_100pct_uncertified_not_emitted,,mn-2026-electionresults,"Authority-hosted page reported 100%, but labels results unofficial. Certified canvass report data was not recoverable without CAPTCHA."
2026,MN,House,04,regular,Republican,official_100pct_uncertified_not_emitted,,mn-2026-electionresults,"Authority-hosted page reported 100%, but labels results unofficial. Certified canvass report data was not recoverable without CAPTCHA."
2026,MN,House,05,regular,Democratic-Farmer-Labor,official_100pct_uncertified_not_emitted,,mn-2026-electionresults,"Authority-hosted page reported 100%, but labels results unofficial. Certified canvass report data was not recoverable without CAPTCHA."
2026,MN,House,05,regular,Republican,official_100pct_uncertified_not_emitted,,mn-2026-electionresults,"Authority-hosted page reported 100%, but labels results unofficial. Certified canvass report data was not recoverable without CAPTCHA."
2026,MN,House,06,regular,Democratic-Farmer-Labor,official_100pct_uncertified_not_emitted,,mn-2026-electionresults,"Authority-hosted page reported 100%, but labels results unofficial. Certified canvass report data was not recoverable without CAPTCHA."
2026,MN,House,06,regular,Republican,official_100pct_uncertified_not_emitted,,mn-2026-electionresults,"Authority-hosted page reported 100%, but labels results unofficial. Certified canvass report data was not recoverable without CAPTCHA."
2026,MN,House,07,regular,Democratic-Farmer-Labor,official_100pct_uncertified_not_emitted,,mn-2026-electionresults,"Authority-hosted page reported 100%, but labels results unofficial. Certified canvass report data was not recoverable without CAPTCHA."
2026,MN,House,07,regular,Republican,official_100pct_uncertified_not_emitted,,mn-2026-electionresults,"Authority-hosted page reported 100%, but labels results unofficial. Certified canvass report data was not recoverable without CAPTCHA."
2026,MN,House,08,regular,Democratic-Farmer-Labor,official_100pct_uncertified_not_emitted,,mn-2026-electionresults,"Authority-hosted page reported 100%, but labels results unofficial. Certified canvass report data was not recoverable without CAPTCHA."
2026,MN,House,08,regular,Republican,official_100pct_uncertified_not_emitted,,mn-2026-electionresults,"Authority-hosted page reported 100%, but labels results unofficial. Certified canvass report data was not recoverable without CAPTCHA."
2026,MN,Senate,S,regular,Democratic-Farmer-Labor,complete_official_results,6,mn-2026-primary-senate-summary,
2026,MN,Senate,S,regular,Republican,complete_official_results,9,mn-2026-primary-senate-summary,
2026,MO,House,01,regular,Democratic,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,House,01,regular,Republican,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,House,02,regular,Democratic,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,House,02,regular,Republican,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,House,03,regular,Democratic,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,House,03,regular,Republican,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,House,04,regular,Democratic,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,House,04,regular,Republican,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,House,05,regular,Democratic,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,House,05,regular,Republican,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,House,06,regular,Democratic,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,House,06,regular,Republican,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,House,07,regular,Democratic,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,House,07,regular,Republican,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,House,08,regular,Democratic,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,House,08,regular,Republican,blocked_certified_source_unrecovered,0,mo-2026-official-index,No absence or no-primary status is inferred.
2026,MO,Senate,S,regular,,not_scheduled_this_cycle,0,mo-2026-election-calendar,No U.S. Senate seat was scheduled for election in this state in 2026.
2026,OH,House,01,regular,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,01,regular,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,01,regular,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,02,regular,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,02,regular,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,02,regular,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,03,regular,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,03,regular,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,03,regular,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,04,regular,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,04,regular,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,04,regular,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,05,regular,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,05,regular,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,05,regular,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,06,regular,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,06,regular,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,06,regular,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,07,regular,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,07,regular,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,07,regular,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,08,regular,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,08,regular,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,08,regular,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,09,regular,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,09,regular,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,09,regular,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,10,regular,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,10,regular,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,10,regular,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,11,regular,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,11,regular,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,11,regular,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,12,regular,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,12,regular,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,12,regular,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,13,regular,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,13,regular,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,13,regular,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,14,regular,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,14,regular,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,14,regular,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,15,regular,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,15,regular,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,House,15,regular,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,No absence or no-primary status is inferred.
2026,OH,Senate,S,special,Democratic,blocked_certified_source_unrecovered,0,oh-2026-official-index,"Special U.S. Senate term ending January 3, 2029."
2026,OH,Senate,S,special,Libertarian,blocked_certified_source_unrecovered,0,oh-2026-official-index,"Special U.S. Senate term ending January 3, 2029."
2026,OH,Senate,S,special,Republican,blocked_certified_source_unrecovered,0,oh-2026-official-index,"Special U.S. Senate term ending January 3, 2029."
