"CandidateId","CandidateName","TOTAL_VOTES","Party","WriteInVote","LocalityCode","LocalityName","PrecinctId","PrecinctName","DistrictId","DistrictType","DistrictName","OfficeId","OfficeTitle","ElectionId","ElectionType","ElectionDate","ElectionName","NumberOfSeats"
"cs46","Kim Farington","3","Republican","0","001","ACCOMACK COUNTY","0403","403 - SAXIS","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","10","Republican","0","001","ACCOMACK COUNTY","0403","403 - SAXIS","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","19","Republican","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","10","Republican","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","6","Republican","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","9","Republican","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","5","Republican","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","3","Republican","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","47","Republican","0","001","ACCOMACK COUNTY","0601","601 - ACCOMAC","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","18","Republican","0","001","ACCOMACK COUNTY","0601","601 - ACCOMAC","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","21","Republican","0","001","ACCOMACK COUNTY","0601","601 - ACCOMAC","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","8","Republican","0","001","ACCOMACK COUNTY","0602","602 - TANGIER","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","7","Republican","0","001","ACCOMACK COUNTY","0602","602 - TANGIER","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","8","Republican","0","001","ACCOMACK COUNTY","0602","602 - TANGIER","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","75","Republican","0","001","ACCOMACK COUNTY","0701","701 - NANDUA","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","31","Republican","0","001","ACCOMACK COUNTY","0701","701 - NANDUA","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","16","Republican","0","001","ACCOMACK COUNTY","0701","701 - NANDUA","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","48","Republican","0","001","ACCOMACK COUNTY","0801","801 - BOBTOWN","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","14","Republican","0","001","ACCOMACK COUNTY","0801","801 - BOBTOWN","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","15","Republican","0","001","ACCOMACK COUNTY","0801","801 - BOBTOWN","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","17","Republican","0","001","ACCOMACK COUNTY","0802","802 - MELFA","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","10","Republican","0","001","ACCOMACK COUNTY","0802","802 - MELFA","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","9","Republican","0","001","ACCOMACK COUNTY","0802","802 - MELFA","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","20","Republican","0","001","ACCOMACK COUNTY","0803","803 - WACHAPREAGUE","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","15","Republican","0","001","ACCOMACK COUNTY","0803","803 - WACHAPREAGUE","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","11","Republican","0","001","ACCOMACK COUNTY","0803","803 - WACHAPREAGUE","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","48","Republican","0","001","ACCOMACK COUNTY","0901","901 - PAINTER","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","13","Republican","0","001","ACCOMACK COUNTY","0901","901 - PAINTER","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","13","Republican","0","001","ACCOMACK COUNTY","0901","901 - PAINTER","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","57","Republican","0","003","ALBEMARLE COUNTY","0101","101 - WOODBROOK","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","37","Republican","0","003","ALBEMARLE COUNTY","0101","101 - WOODBROOK","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","40","Republican","0","003","ALBEMARLE COUNTY","0101","101 - WOODBROOK","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs40","Melanie V. Lucero","34","Republican","0","003","ALBEMARLE COUNTY","0101","101 - WOODBROOK","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs41","John J. McGuire III","116","Republican","0","003","ALBEMARLE COUNTY","0101","101 - WOODBROOK","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","24","Republican","0","003","ALBEMARLE COUNTY","0103","103 - BRANCHLANDS","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","6","Republican","0","003","ALBEMARLE COUNTY","0103","103 - BRANCHLANDS","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","12","Republican","0","003","ALBEMARLE COUNTY","0103","103 - BRANCHLANDS","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs40","Melanie V. Lucero","3","Republican","0","003","ALBEMARLE COUNTY","0103","103 - BRANCHLANDS","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs41","John J. McGuire III","38","Republican","0","003","ALBEMARLE COUNTY","0103","103 - BRANCHLANDS","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","34","Republican","0","003","ALBEMARLE COUNTY","0104","104 - AGNOR-HURT","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","16","Republican","0","003","ALBEMARLE COUNTY","0104","104 - AGNOR-HURT","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","20","Republican","0","003","ALBEMARLE COUNTY","0104","104 - AGNOR-HURT","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs40","Melanie V. Lucero","15","Republican","0","003","ALBEMARLE COUNTY","0104","104 - AGNOR-HURT","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs41","John J. McGuire III","58","Republican","0","003","ALBEMARLE COUNTY","0104","104 - AGNOR-HURT","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","54","Republican","0","003","ALBEMARLE COUNTY","0105","105 - DUNLORA","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","21","Republican","0","003","ALBEMARLE COUNTY","0105","105 - DUNLORA","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","37","Republican","0","003","ALBEMARLE COUNTY","0105","105 - DUNLORA","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs40","Melanie V. Lucero","41","Republican","0","003","ALBEMARLE COUNTY","0105","105 - DUNLORA","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs41","John J. McGuire III","80","Republican","0","003","ALBEMARLE COUNTY","0105","105 - DUNLORA","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","81","Republican","0","003","ALBEMARLE COUNTY","0106","106 - NORTHSIDE","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","34","Republican","0","003","ALBEMARLE COUNTY","0106","106 - NORTHSIDE","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","38","Republican","0","003","ALBEMARLE COUNTY","0106","106 - NORTHSIDE","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs40","Melanie V. Lucero","28","Republican","0","003","ALBEMARLE COUNTY","0106","106 - NORTHSIDE","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs41","John J. McGuire III","130","Republican","0","003","ALBEMARLE COUNTY","0106","106 - NORTHSIDE","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","69","Republican","0","003","ALBEMARLE COUNTY","0201","201 - JACK JOUETT","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","33","Republican","0","003","ALBEMARLE COUNTY","0201","201 - JACK JOUETT","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","38","Republican","0","003","ALBEMARLE COUNTY","0201","201 - JACK JOUETT","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs40","Melanie V. Lucero","32","Republican","0","003","ALBEMARLE COUNTY","0201","201 - JACK JOUETT","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs41","John J. McGuire III","125","Republican","0","003","ALBEMARLE COUNTY","0201","201 - JACK JOUETT","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","12","Republican","0","003","ALBEMARLE COUNTY","0202","202 - UNIVERSITY","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","0","Republican","0","003","ALBEMARLE COUNTY","0202","202 - UNIVERSITY","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","7","Republican","0","003","ALBEMARLE COUNTY","0202","202 - UNIVERSITY","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs40","Melanie V. Lucero","4","Republican","0","003","ALBEMARLE COUNTY","0202","202 - UNIVERSITY","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs41","John J. McGuire III","16","Republican","0","003","ALBEMARLE COUNTY","0202","202 - UNIVERSITY","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","26","Republican","0","003","ALBEMARLE COUNTY","0203","203 - GEORGETOWN","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","16","Republican","0","003","ALBEMARLE COUNTY","0203","203 - GEORGETOWN","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","20","Republican","0","003","ALBEMARLE COUNTY","0203","203 - GEORGETOWN","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs40","Melanie V. Lucero","13","Republican","0","003","ALBEMARLE COUNTY","0203","203 - GEORGETOWN","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs41","John J. McGuire III","54","Republican","0","003","ALBEMARLE COUNTY","0203","203 - GEORGETOWN","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","93","Republican","0","003","ALBEMARLE COUNTY","0301","301 - IVY","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","33","Republican","0","003","ALBEMARLE COUNTY","0301","301 - IVY","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","34","Republican","0","003","ALBEMARLE COUNTY","0301","301 - IVY","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs40","Melanie V. Lucero","40","Republican","0","003","ALBEMARLE COUNTY","0301","301 - IVY","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs41","John J. McGuire III","130","Republican","0","003","ALBEMARLE COUNTY","0301","301 - IVY","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","57","Republican","0","003","ALBEMARLE COUNTY","0302","302 - RED HILL","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","28","Republican","0","003","ALBEMARLE COUNTY","0302","302 - RED HILL","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","36","Republican","0","003","ALBEMARLE COUNTY","0302","302 - RED HILL","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs40","Melanie V. Lucero","37","Republican","0","003","ALBEMARLE COUNTY","0302","302 - RED HILL","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs41","John J. McGuire III","88","Republican","0","003","ALBEMARLE COUNTY","0302","302 - RED HILL","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","22","Republican","0","003","ALBEMARLE COUNTY","0304","304 - EAST IVY","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","15","Republican","0","003","ALBEMARLE COUNTY","0304","304 - EAST IVY","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","23","Republican","0","003","ALBEMARLE COUNTY","0304","304 - EAST IVY","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs40","Melanie V. Lucero","19","Republican","0","003","ALBEMARLE COUNTY","0304","304 - EAST IVY","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs41","John J. McGuire III","49","Republican","0","003","ALBEMARLE COUNTY","0304","304 - EAST IVY","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs45","Bert Mizusawa","51","Republican","0","003","ALBEMARLE COUNTY","0305","305 - COUNTRY GREEN","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs46","Kim Farington","20","Republican","0","003","ALBEMARLE COUNTY","0305","305 - COUNTRY GREEN","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs47","David E. Williams","34","Republican","0","003","ALBEMARLE COUNTY","0305","305 - COUNTRY GREEN","ed1","state","United States Of America","cc13","Member, United States Senate","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs40","Melanie V. Lucero","37","Republican","0","003","ALBEMARLE COUNTY","0305","305 - COUNTRY GREEN","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
"cs41","John J. McGuire III","74","Republican","0","003","ALBEMARLE COUNTY","0305","305 - COUNTRY GREEN","ed3233","congressional","05","cc11","Member, House of Representatives (5th District)","24be46ba-3db8-412d-891a-3bee7defbd09","Primary","2026-08-04","2026 August Republican Primary","1"
