corpus_segment_id,text_sha256,text,source_urls,locators,gold_topic_code,reviewed_by
5b337968bc134c551fcfe697,d9189ff7dc250b1b7a21ccec2429d822df838b60af671280fa6f0c473f78f178,It is past time we act on gun violence. Read more Health care Affordable health care is a basic human right.,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,paragraph 76 -> paragraph 79,,
3d62ad6d629aff6fab9c91ae,aeeb8b6c3efbc61f2cf01d6cf4715060c435aa10d0add0fbe57e101069cefb72,"They’re doing it because this is all they can afford, and you have landlords who are exploiting them. I’d love to see a way to make them safe and codify them in some way if that’s possible, but the way it is now is unsustainable.",https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-justin-brannan/,paragraph 109 sentences 3-4,,
a2a5ac982460991608761ec5,02db7162755f332d4f2af8a60b4ca76d1a6b6019acbd9f1f2ba39ba9bdb8453d,"Drive healthcare coverage competition. We must look for innovative ways that have previously not existed, such as competition between the private sector and Medicare. This encourages creative solutions for cost containment as well as best practices for better patient outcomes.",https://web.archive.org/web/20180215000000id_/http://hiralforcongress.com/issues/healthcare/,paragraph 23,,
13778ce95eca35be84f6c827,771b8f305795b42b01f18f724d00bef13e77dbb3b22cb862e9686fb1cdfee9e5,"I’m pleased that there are two multi-family development projects currently being considered in Braddock District that will each include an affordable component, increasing housing socio-economic diversity, and racial diversity.",https://ggwash.org/view/72114/whos-best-on-housing-and-transportation-in-fairfaxs-braddock-district,paragraph 55 sentence 5,,
cd30eca39f69406f967809f9,0ee0399f6656e81dfe15037a38ecf3c78196056ed9fe949577c90ba47d3a7263,"A Safer World Amy believes that we need to stand strong — and consistently — with our allies and that we must respect our frontline troops, diplomats and intelligence officers.",https://web.archive.org/web/20191109194626id_/https://amyklobuchar.com/issues/,paragraph 33 -> paragraph 34,,
ad095ec361e27c4d367998ad,93f394491c8aaf15d8da3a9a0beddaf204485e280f2c6dda499b067202e462da,"I strongly believe that education can be part of the solution. I support establishing K-12 curricula statewide that teaches personal boundaries, bodily autonomy, consent, and respect as part of a comprehensive sex ed program.",https://web.archive.org/web/20220126231521id_/https://zukiellis.com/vision/,paragraph 36,,
d801c4e13c034818207cf4a7,956c51a9cab8b0ff82eddbbc8ed73d2ad73163d8fce55961b44095fde675f464,The county can and should publish information on operations that's presented as position-based budgeting. This is something that my team is actively working on right now and will roll out in the near future.,https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-controller-leuba-oconnor,paragraph 228,,
b953ab63d6923d26b4afbc36,9283a0477a57392352717e6880cd338374eb4ec0293e7f5a97c54112213f511f,"Dean is a responsible gun owner and a member of the Gun Violence Prevention Task Force, where he has sought and supported bipartisan solutions to address our nation’s gun violence epidemic. In addition, Dean supported and helped pass the Bipartisan Safer Communities Act, the first meaningful gun violence prevention legislation to become law in nearly 30 years.",https://web.archive.org/web/20231122100438/https://www.dean24.com/platform,paragraph 53,,
1361c0d43f330dc6b7b06bfc,131ec5a573b15e125d5acf6e29c3a71fa0ae7183ac90e078633054af9365ad23,"Recipients can pay back the loans over time with the energy savings, helping Wisconsin get cleaner energy and air while saving taxpayer dollars now and into the future. In addition, we can make real upgrades to our grid's reliability and efficiency, so that we are able to move clean, renewable energy around with minimal loss and friction.",https://www.keldaroys.com/issues/data-centers,paragraph 21 sentences 3-4,,
c10e2b4122dd53ac63fd3a57,335eed14d67a375c22e0b1a48ac68b21f5ddc3208d9c4638825af4ec9e923612,Creating Decent Paying Jobs A Living Wage Combating Climate Change to Save the Planet A Fair and Humane Immigration Policy,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,paragraph 52 -> paragraph 55,,
60dac01ad33b90998bf45927,3e8749a77dfbd835ca46567967f447feec701782cc6bd7ba4e513f07864f9330,"KEY: I am fortunate that I have been working in my community for 22 years, and my legacy in the community is that I am known as someone who can work with everyone, and who will work across party lines to accomplish what needs to be done. Being firmly rooted in values of justice, including socialism and BDS for example, is not only important, it’s who I am.",https://thethorn.nyc/posts/fair-workweek-el-yateem-interview/,paragraph 30 sentences 1-2,,
51733a1051ca5a6c3e9f388b,c069877fb731d0ab22f8f660c3d6d4ab632b86196b24204231c6659945d1ddf2,"Democrats can no longer afford to start our negotiations from the middle, when far-right politicians like Ted Cruz and Donald Trump are gaining ground and will only pull our nation closer to authoritarianism.",https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-kaniela-ing/,paragraph 108 sentence 4,,
14d5737393c206d326fb34b7,9a9ff7e1553dbfe09d9384a7c4a384c56780304d83c6707d534b85742c942ecf,"Housing diversity gives low-income communities access to more equitable education opportunities and economic stability, providing key positive contributors to students and community success in the long-term. It is also important to acknowledge that the historical lack of housing diversity has created a dual housing market in Fairfax County, largely driven by 150 years of housing discrimination against Black people and continued today through racist lending practices and self-segregation.",https://ggwash.org/view/72114/whos-best-on-housing-and-transportation-in-fairfaxs-braddock-district,paragraph 56 sentences 5-6,,
789f8aa9abf6ac1bc8a2bf25,ea8b574399d5c53b273ad1f7048bf125516a8411b0d97a828c7c648cbcd6d293,"Fight the upzonings which hold our communities hostage to the forces of gentrification Expand the rent stabilization system to cover all New York apartments, so that no tenant is faced with the prospect of suddenly being evicted from their homes",https://salazarforsenate.com/issues/housing,paragraph 47 -> paragraph 48,,
40e20bf0a40eed78ad936e82,ac79dc1c5f25756f854aa1e1c98e96d42477b3de6ecbe6e4f05e069cbaae66e4,"In 2021, we are faced with more challenging times than any in recent memory. The summer of 2020 bore witness to the largest mobilization of a civil rights movement in 50 years, as the deaths of George Floyd nationally and Daniel Prude locally sparked protests all across Monroe County. The COVID-19 pandemic is ravaging Brighton and Monroe County, inflicting long-term health consequences on some of those who are fortunate enough to survive the disease.",http://www.wiltfortownboard.com/,paragraph 15 sentences 1-3,,
0ece85a063f2508aff3064d9,a8ac9b5a4bd5a2563e9090b3bf3b5143177e77dcbcd298b5fb062a76aa65b3cb,"End Technical Parole Violations: New York sends more individuals back to prison for non-criminal, technical parole violations than any state except Illinois. Such violations include violating curfew, failure to do programming, and sleeping in a location other than your designated home. Minimal process is all that is currently required to return a paroled individual to prison.",https://jabariforstatesenate.com/criminal-justice-reform,paragraph 68,,
c9ef53a2f748a6c4628c1ccb,eddf549dee11d8544aa8d468beed71f40434e5472489c6a1794d5e73dc660044,"I appealed the office’s denials to the statewide tribunal last year and won all 13 cases, but the appeals process delays transparency and wastes the county’s legal resources. To address improper RTKL denials, I would use the office’s statutory authority to directly obtain information for requesters.",https://www.wesanews.org/wesa-voter-guide/2023-04-18/allegheny-county-controller-leuba-oconnor,paragraph 204 sentences 5-6,,
e140281658b55786f8a9802d,cec2e32030a0ac236f6944a1143636914a990a1ac3c209be3fef897a572af545,"Lower Utility Bills We don’t have to depend on corporate monopolies for our energy. Con Ed and National Grid overcharge us, cut off power when we can’t pay outrageous premiums, keep us hooked on dirty fossil fuels, and neglect their infrastructure which results in blackouts. When rates go up, they profit, and working families suffer.",https://claireforqueens.com/platform/climate,paragraph 31 -> paragraph 32 sentences 1-3,,
c4fa97f9bdcf64fe7952450c,c37100be289780197fd6d75368fd34ca921b74eaecfd886069421e9d0e183ac6,"Shaun is a staple in the community, working to organize people to take power back from establishment figures who have let us down time and time again. Shaun is running for Assembly District 34 to continue this work, not as a newcomer but as a seasoned organizer ready to fight for his community in a new forum – Nevada’s legislature.",https://navarrofornevada.com/,paragraph 8,,
78dc9806a40d8838e867261b,4604928abd866c98dd01e335173c6a31cb7b3af0dcbbe07124fcc04b78368c48,"Read more LGBT equality Lesbian, gay, bisexual, and transgender Americans deserve to live their lives free from discrimination. Read more",https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,paragraph 92 -> paragraph 95,,
9403ccef7afea770cb8206b6,00aeda738611bc74102e748452632058def37b87debbd4041ef370c39d1fae26,"I want to service my people so that’s why when you ask me, how come you don’t see any press releases, that’s not Nancy Tong. I really just want to work for the people. I do knock on doors — I do like to do it myself, knocking on doors to introduce myself to them, and a lot of the time they know me too from coming into the Assemblyman’s office.”",https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-nancy-tong/,paragraph 124 sentences 3-5,,
fa8214e00523965174883559,17f3a1912b7ced579b46f013f2cb8b6edb9ae0a4ed5fdb2a4032ed418110983b,"My first priority would be to build productive relationships with other members and staff that can work for Hawaii over time. Sen. Inouye’s relationships within the Democratic caucus and across the aisle, most notably with Sen. Stevens, proved valuable assets for Hawaii regardless of which party held power. In the Legislature, I’ve shown the ability to build those relationships and produce for my district across partisan divides.",https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-beth-fukutomo/,paragraph 107,,
78288c80eb8790ac9edbc7d7,e2d74fec5051cec62ec36a0e64b822f27d5aae30dcdb433fc7136d636605095d,"As commuting patterns continue to shift from West-East to South-North, we need to ensure that driving is not the only choice people have.",https://ggwash.org/view/72114/whos-best-on-housing-and-transportation-in-fairfaxs-braddock-district,paragraph 64 sentence 4,,
eaaf1e71c8608814ebe6da24,f823a693d3070e8d381a2bc84f8d774f24b449aa63ee44882d69f82a6ec69af5,Caring for Our Veterans Are you or a member of your family disillusioned by how you are being treated by this administration?,https://www.tulsi2020.com/issues/environment-green-economy,paragraph 100 -> paragraph 101,,
9d6141e76811add717a80753,246cf99cd778ef4425a219d32bd728bbd75cc3c818f9ecfe7ba439f6787219fc,Housing We need to be honest about our history. Our communities still feel the effects of racial covenants in housing. That systematic discrimination continues to impact the financial security of BIPOC Minnesotans.,https://web.archive.org/web/20220126231521id_/https://zukiellis.com/vision/,paragraph 63 -> paragraph 64,,
0c0db8718fd8fa61958ff24b,35083645221f33cfa27bc64fd7aea00f1dee02afb921e734a725a48001cfb6fa,"I think the hybrid policing approach we are currently utilizing alongside social workers and mental health professionals is an excellent direction, and if done responsibly can be expanded to Allegheny County and beyond.",https://www.wesanews.org/wesa-voter-guide/2023-04-18/pittsburgh-city-council-district-7-botta-gross,paragraph 208,,
86340bd9a66d1ed0ef8256c7,8ba5cfc352c9472131b480201932ceaebb5f27caa64c68ae88d97b7aaad4c6d7,"In Congress, Dean serves on the House Small Business Committee and chairs the Subcommittee on Investigations, Oversight, and Regulations. Dean is also a member of the bipartisan Problem Solvers Caucus, co-founder of the Stakeholder Capitalism Caucus, and a member of the Entrepreneurship Caucus.",https://web.archive.org/web/20231122100438/https://www.dean24.com/platform,paragraph 33,,
ad19892fbca84d796b104246,1f4fd1dcd993242b7e1e93dc233f628e3cc138fbcd5ca42fcc50dc7c18acf47c,"Pass strong statewide standards like those outlined in SB 729 to establish binding regulations protecting workers, ratepayers, local residents and transparency, and our environment from reckless data center development. This will p rohibit any data center development from moving forward unless it meets necessary standards for environmental protection of our air, land and water, and prioritizes Wisconsin union workers who earn prevailing wage, puts local communities in control and requiring transparency, and protecting ratepayers from increased utility costs.",https://www.keldaroys.com/issues/data-centers,paragraph 17 sentences 1-2,,
ddd538af24eb7a8ddd92eba5,f8a9bbd9fc6309ff4794f144dc1fd5aa7c550531729b76be52239f09f7ae1620,"Fair Share Amendment to tax millionaires. Organize for a more progressive tax system. Healthcare as a Human Right Implement universal, single-payer healthcare .",http://web.archive.org/web/20160807044232/http://www.mikeconnolly.org:80/progressive_platform,paragraph 71 -> paragraph 74,,
b129c26db18672f872e556fa,76a454d998b059e25e440739852cb71b540705486f1299f6b2a6444c46163730,"I cannot sit on the sidelines watch our kids dying and not do anything. We need to make sure we are involving everybody, getting the word out and in other languages, Chinese, Russian, and everybody who lives in the district has to be able to hear it in a language they understand — but I believe our public funding has to be used to combat the problem, and that means stopping the drugs flowing into our neighborhood and creating the sources for counseling and treatment.",https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,paragraph 127 sentences 6-7,,
0cdc837a0e4c66b3be77fa65,5432abd65d059a80d3e473964623a224b7e41b556b8b56e52177082e155c3366,"End Corruption More Super PACs should be banned, private donations to politicians and campaigns should be banned, and a clean public financing system should be implemented to end the takeover of our government by corporations and billionaires. Americans deserve free and fair elections — free from the corruption of big money donors. The Supreme Court has effectively legalized bribery.",https://anthonyclark2018.com/,paragraph 33 -> paragraph 35,,
985cf8a9e43b2c66e978fee2,10a9fe18abe3c3de94eb86d4d3e578a3b50e6c5a899a14e06fa57de7f30d5b21,"Irma Corado: Yes, I fully support the County’s push for walkable, transit-accessible communities. My current neighborhood, Heritage Woods in Annandale, is an example of a walkable community. Several multi-family units surround a small shopping center where you can find a pharmacy, grocery store, laundromat, and other commercial necessities.",https://ggwash.org/view/72114/whos-best-on-housing-and-transportation-in-fairfaxs-braddock-district,paragraph 65 sentences 1-3,,
679ea60e12a33822d694d0c1,519dab1b6e4024fe7fc5f729bde77a1dd4f33394deb8f7eee14ee6fc94b4cc81,One of the most common forms of wage theft occurs when employers misclassify workers as independent contractors. We must end this practice.,https://omarfateh.org/labor.html,paragraph 56,,
290447daeaa904f5cd9bc893,c26ccb791a5bce25d8f142eafb3415112b4e2d7d1e7c8dc14fd43bf05e4f454a,"A THRIVING BRIGHTON: Ensure that we live in a community where our elders can age in place, and in which individuals and families are not displaced from their homes by market vagaries, all while maintaining the smart growth and economic re-development enshrined in our Envision Brighton 2018 Comprehensive Plan.",http://www.wiltfortownboard.com/priorities,paragraph 18 -> paragraph 19,,
95ba0ee02c1cfcc7f9c33f73,de9f3a1cbba4a1aed80b58b0e20a351c1f88fca59a1480b87e29b03c049f5362,I also want to work on zoning laws to make it easier for accessible dwelling units to be turned into homes.,https://weststpaulreader.com/2022/07/07/state-legislature-primary-priorities/,paragraph 78 sentence 5,,
7f276a973afeb68cd9a06eb5,f77671df2becfb1973b68764f702cca6833367bd4b389bf5a5b385aed9db541e,"Maintaining strong relationships has allowed my office to bring citizens into leadership. We’ve installed traffic-calming measures, worked on shared commercial compost pick-up, and supported urban agriculture through our City Farms program. I will always put community voices first.",https://www.wesanews.org/wesa-voter-guide/2023-04-18/pittsburgh-city-council-district-7-botta-gross,paragraph 224 sentences 6-8,,
35715b901ff443d41bf6ac65,3d8246b0b2c9b485e2ed354121f997dd37ddc2bfadb301442cb4b838293ab1a9,"A Habitable Planet is a human right Climate change is no longer a problem of the future. We are living through worsening heat waves, historic wildfires, droughts, and many other extreme weather events that are only going to get worse unless we make a just green transition away from fossil fuels now. This means regulating big polluters while creating good jobs and ensuring that we have a safe landing place for workers currently employed in fossil fuel industries.",https://web.archive.org/web/20240518092853id_/https://www.chaichifororegon.com/the-issues,paragraph 19 -> paragraph 20 sentences 1-3,,
091db4f1a25ce75e6eb99325,6518a89504acf36bce816bbe157642ece8315910873bd7f0ae6d1b5a7a5591b4,"Andrew believes our courts should serve the people with compassion, dignity, and integrity. He’s running to ensure that justice in Travis County means housing stability, community safety, and a legal system that works for everyone. Make a Donation to the Campaign",https://web.archive.org/web/20260223193939/https://www.hairstonforpeace.com/,paragraph 43 -> paragraph 44,,
f0da0ce52c76794c49b70ac1,9620935a0db53202fee318da05060546cbf5eef6b25e1ce7dcd6997d5871bef7,"Issues Learn more about Hillary’s vision for America, and key policies she will fight for as president. As Hillary campaigns across the country, she'll be talking about more issues —stay tuned.",https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,paragraph 45 -> paragraph 47,,
d02d9caa4849c582d9d76e49,8f51b5bb75fae1006af0a50e9842f43663d512a093a7e5038e6570e6e23b22e5,"So they should bring the garbage to the curb. Should it all be piled in one spot? No … I’m specifically thinking of Wogan Terrace, where it does pile up. You gotta spread it out a little bit.”",https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-kevin-peter-carroll/,paragraph 115 sentences 5-8,,
0a2577c6ac94a8c2d2637685,7ee822a9ed03559e5e6c8124befa41ce365caef76706c10953ddbbca4a548716,"Now, more than ever, Congress needs to step up and renew its commitment to being a real check-and-balance to Trump’s backward foreign policy agenda. That’s why I will vote to repeal and replace the Authorization for Use of Military Force, a measure passed in the wake of the September 11 attacks, which has been used by presidents of both parties to engage in short-sighted and destabilizing military campaigns in places like Iraq and Libya.",https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-doug-chin/,paragraph 116,,
36b0981e06c679304018bc3a,40b890f93bc212a19f823397afeb4f3ff0ec1ed3c4f5954d9104535527f49dde,"While most of central Annandale is in the Mason district, thousands of Braddock District residents live there. I will work with Mason Distrist Supervisor Penny Gross to create a more pedestrian-friendly environment and establish a public gathering space to build community, host festivals, and give opportunities to showcase the incredible cultural diversity of the Annandale community. We also must pursue a south-north transit option connecting Springfield, Annandale, and Tysons.",https://ggwash.org/view/72114/whos-best-on-housing-and-transportation-in-fairfaxs-braddock-district,paragraph 64 sentences 1-3,,
5d27724094dfc22549a88007,72829fd686d7fe9b0035f6d098cb89421a4b156288a25e449c0c00338ebe2802,"Protect our democracy As your president, I will make it a priority to guarantee a government of, by, and for the people by strengthening campaign finance laws, protecting voting rights for every American, and ensuring our elections are protected against all forms of interference. My Securing America’s Elections Act ensures either a paper ballot or voter-verified paper backup, so no foreign countries or individuals can skewer results. If we lose faith in our elections, democracy crumbles.",https://web.archive.org/web/20191121150006id_/https://www.tulsi2020.com/issues,paragraph 93 -> paragraph 94,,
d4f44d4be914227a52e1ed14,c5fd1e8c5977b05cb57fb50cf857c693f9e66405b8bfb99cbb06065ff8ecea16,"Criminal Justice Reform I lost my brother to gun violence in 1998, twelve days before Christmas. It still feels like it was yesterday. Our gun laws don’t keep us safe. We have to do better. I’ve served on the board of Protect Minnesota, and I am deeply committed to this work. Public health research, banning assault weapons, passing background check legislation, closing loopholes on sales, and preventing domestic abusers from purchasing are necessary steps to preventing future harm.",https://web.archive.org/web/20220126231521id_/https://zukiellis.com/vision/,paragraph 50 -> paragraph 51,,
2b720c1e3f9c9505d4edc3db,b5059033b677f13319abb52107f29bc4945bba400ce4617f35d594f296ef5d82,"We need to invest in community resource centers, counseling services, and incentivize intramural and extracurricular programs for Pittsburgh youth. I plan to personally address this disparity by working with community organizations, nonprofits, and Pittsburgh Public Schools to ensure our youth have the resources to pursue prosperous, secure futures.",https://www.wesanews.org/wesa-voter-guide/2023-04-18/pittsburgh-city-council-district-7-botta-gross,paragraph 202 sentences 4-5,,
23cb47a886d22ecff6d54912,570291545b04d7b5b0aa8b5f7f2ee78a7551f02924ea21768f05bb1b6ad3f69e,"My plan has three prongs: a massive investment in social housing, an end to exclusionary zoning, and a Tenants’ Bill of Rights.",http://marianne2024.com/issues/housing,paragraph 27,,
c5bc8ee1797e11711e40e7d4,dcb1baeb79a51213e9bbc7a0ad325e42d192e0796ac99401d8c50de050c44f23,Support caregivers and seniors through expanded local services and advocacy for long-term care resources “Representation is a contact sport —I won’t stop until I deliver results that matter.”,https://www.leslyedwight.com/priorities,paragraph 41 -> paragraph 42,,
8da158583d70d9d0fc24380d,e77d3056a819df671efc9e1ed5d2c461d718750d2b9906cfeff44b5487c6d7aa,"Bernie Sanders On the Issues The American people must make a fundamental decision. Do we continue the 40-year decline of our middle class and the growing gap between the very rich and everyone else, or do we fight for a progressive economic agenda that creates jobs, raises wages, protects the environment and provides health care for all? Are we prepared to take on the enormous economic and political power of the billionaire class, or do we continue to slide into economic and political oligarchy?",https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,paragraph 46 -> paragraph 48 sentences 1-3,,
b2e3b6bdd652a07eb894a34f,95fb606c29acc5405c27850cad16ccc1a3aeb5d18a67b2301f7248e1ba32e507,"Khader El-Yateem: My campaign is about social, racial, and economic justice, and no other group articulates these issues and focuses on them in the same way as DSA. I want to be part of a political group that prioritizes truly ending economic inequality, and is not beholden to the political establishment in the process.",https://thethorn.nyc/posts/fair-workweek-el-yateem-interview/,paragraph 28 sentences 1-2,,
78f9acd2a3bd5fdcd947460f,92f1490821ea5c86fdc8b637a443ade3577d2d4ea74dac339296b17448b1ff8e,"Education + The American public education system is in crisis. After several rounds of defunding and misappropriation of funds at both the state and federal level, public school conditions are going downhill in the state of Pennsylvania. While Republicans believe that the best solution is cutting school budgets and turning your tax dollars over to unaccountable private bodies, Kareem believes that we can do better for our children.",http://www.kareemforpa.com/issues,paragraph 31 -> paragraph 32 sentences 1-3,,
06244088c92420d21dd9940e,5dc10fe07a872c9b6a11139938490c93dabbbb33e040ca006ee6de712dee505f,"Support the establishment of a Universal Pre-K program aimed at those who can least afford it. Work to give teachers and administrators more local control on standardized testing—how it’s designed, how often students are tested, and how to use test scores.",https://yasmineforvirginia.com/issues/education | https://yasmineforvirginia.com/issues/education/embed,paragraph 42 -> paragraph 43,,
0ed7ec3b97fbf75a6aab30fa,95a12d3a3f165a869b5994502698699f068737e7b5c4549e8d19b3b2f64e496a,"Ensure a just transition for communities and workers, including fossil fuel workers. Ensure justice for frontline communities, especially under-resourced groups, communities of color, Native Americans, people with disabilities, children and the elderly.",https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,paragraph 31 -> paragraph 32,,
1a329654e1d691b5cdd3d24a,ca48564b2f4be1e18fea53c75d731dedce3f6e263216c1227c44e77ef1928928,"The need for compassionate, thoughtful, and constituent-oriented service to the community has never been greater. I would be honored to receive your vote, allowing me to continue serving as a Brighton Town Councilmember.",http://www.wiltfortownboard.com/,paragraph 16,,
666b7373ecd45c62e6b9c34c,11963d84aae659e25c8048d667802842b388063ac8fafb0164ddc4b76c58f22b,"SINGLE PAYER HEALTHCARE I support single payer healthcare, including dental, vision, and long term care. John Marty has written a bill called the Minnesota Health Plan, which I would support as a senator.",https://web.archive.org/web/20220806221750/https://omarfateh.org/healthcare.html,paragraph 47 -> paragraph 48,,
adad8dd9fa2d10e02a888785,966a222ba319665e3b842817c0776b7ff06f035bf856e21487063a7c03d1bd18,"We are paying for 20 years of shuttered recreation centers, closed pools, and downsized city operations. It is time to reinvest in communities.",https://www.wesanews.org/wesa-voter-guide/2023-04-18/pittsburgh-city-council-district-7-botta-gross,paragraph 226,,
d9d6a76aaa8e3ada6c10bceb,595209178c99f92d6edf99c4661b3914ffbc60715c9b8261abde0184bdf89da2,"Meeting Mental Health Needs We should stop relying on jails to handle acute mental health needs. Over half of the people currently held on Rikers Island have a diagnosable mental health condition, and the jail is now the largest mental health institution in the state. That is not only an injustice, it compounds public safety issues down the line by subjecting people who need support to the horrific conditions inside Rikers.",https://claireforqueens.com/platform/public-safety,paragraph 33 -> paragraph 34 sentences 1-3,,
7319e4e330ae2dab59c167e3,0b817e93af80b42b64f7208d002a44723762d12b3ac0d5cf334decdf81ee5b7a,"They go into a different court system. And so in this specific court system where only Palestinians are tried with a conviction rate of, I believe about 94%. Children are tried in this court. Now the death penalty is up on the table again.",https://www.cpr.org/2026/05/18/cd-1-race-melat-kiros-democrat-interview/,paragraph 122 sentences 5-8,,
c8d9b70627434f5f3fe348ed,04ba5b59913c32873ad3fac865dbafca44364b6bd79cccf970d471e62d1bbf55,"National security With policies that keep us strong and safe, America can lead the world in the 21st century. Read more",https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,paragraph 96 -> paragraph 98,,
a02ca398885a792d5dcb824b,605d9703c7bb6a6d1c0ce127287773769fe4aae755fcaf8e3987b675a991d828,"I’m using my savings in order to run this race because talking to the voters and making sure that they know who I am and the type of person that I am … if I was not doing that, it would be a disservice to them.”",https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-kevin-peter-carroll/,paragraph 109 sentence 3,,
