2025-09-05T16:01:23.092Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3ly3ztkkjfs2p	Join us for a "Socialist Sing-Along!" on Friday, Oct. 24, from 7 PM to midnight at Elastic Arts, 3429 W. Diversey Ave.  \n  \n Adult beverages will be available for purchase (21+), and a Polaroid photo booth will be on site for $5. Get your tickets here: www.eventbrite.com/e/socialist-...	Info graphic for Chicago DSA’s Socialist Sing-along event on October 24th at Elastic Arts starting at 7:00pm.
2025-09-05T17:53:06.408Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3ly4a3ddbm226	Chicago DSA has endorsed this protest called for tomorrow, 12PM at the Great Lakes Naval Station in North Chicago, which is accessible by Metra rail.  \n  \n If you can attend please RSVP to join the DSA contingent here: actionnetwork.org/events/join-...	
2025-09-05T21:18:00.190Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3ly4ljplxvk25	Saturday, Sep. 6th we will be supporting a protest called by the IL Coalition for Immigrant and Refugee Rights in downtown Chicago at Ida B. Wells & Michigan Ave at 5:00PM. We need to show up in force and make it clear Chicago will resist a fascist takeover. \n  \n RSVP: actionnetwork.org/events/join-...	
2025-09-05T21:18:32.872Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3ly4lkor44225	bsky.app/profile/chic...	
2025-09-06T21:33:07.621Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3ly74tohgvc2m	Protest 1 of 2 today, this first one out in North Chicago outside the naval base where national guard troops and ICE agents are reportedly gathering.  \n  \n No Trump takeover of Chicago!	 | 
2025-09-07T02:21:10.990Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3ly7mwr65ss23	Protest 2/2 of this Saturday. We love our city, and we aren’t going to allow ICE and the National Guard to terrorize our communities. No Trump, no troops!	 |  |  | 
2025-09-08T12:59:59.734Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3lydb3xrax22g	Chicago DSA continues to show up for Mauser workers on strike. Sign up for today’s picket support shift at 5pm and come out and walk the line, talk to workers, help cook up food, and show Mauser teamsters that Chicago is behind them. RSVP for shifts at the link here docs.google.com/forms/d/e/1F...	
2025-09-09T23:02:07.421Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3lygt7lbge22k	Help us continue supporting the Teamsters on strike at Mauser—a multinational packaging giant. The boycott and outreach to Mauser's customers are making a real impact at the bargaining table. \n  \n Use the script and contact info at this link to reach out to their largest customers: qr1.be/59WV	 | 
2025-09-12T20:19:22.448Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3lyo3jd2tjs25	Since January, the Trump administration has been attacking trans healthcare. At this Town Hall we will be discussing whats going, holding group discussion, providing calls to action around the issue, and how to organize around trans healthcare access. \n  \n Info and RSVP: teamup.com/ksc3uaa38o41...	
2025-09-16T15:17:24.257Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3lyxmizzt6c26	Our next General Chapter Meeting will Sunday, September 21st. In our quarterly GCMs members hear reports on our ongoing work, engage in political education and discussion, and debate & vote on proposals submitted by members. \n  \n Location info available upon RSVP: actionnetwork.org/events/septe...	
2025-09-18T17:39:39.934Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3lz4vfb7l722b	While Chicago has been under surveillance by the far-right, our city has been pushing back. Join our Mass Mobilization Call on Sep 25th. Hear from our Rapid Response Committee about how our chapter is responding to ICE and opportunities to get plugged in.  \n  \n RSVP: us02web.zoom.us/meeting/regi...	
2025-09-20T17:26:06.909Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3lzbvkurdmc2f	TOMORROW!	
2025-09-22T21:26:10.097Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3lzhdvxngqs2j	Our jobs pipeline helps socialists get union jobs and organize for greater worker power! Learn about the rank & file strategy, talk to current union members, and start finding union jobs. Current SEIU 73 members are also welcome to attend. \n  \n RSVP at the link here: actionnetwork.org/events/labor...	
2025-09-24T21:39:08.787Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3lzmfkz6hek2x	TOMORROW!!!	
2025-09-26T21:14:54.279Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3lzrf5iyc3s2u	Join comrades from the Blue Line branch in this event brought to you in collaboration with the CDSA PAC Steering Committee. All CDSA members are welcome for discussion and a few beverages, and some low-key discussion of our electoral strategy for 2026 and 2027. \n  \n Info: teamup.com/ksc3uaa38o41...	
2025-09-30T15:25:32.480Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m22tii3ph22i	Join us on Sunday, October 12 at the West Loop Library where we will listen to CTA Workers and elected officials talk about public transit funding in Illinois and the effects that state disinvestment has had on both CTA workers and riders.  \n  \n RSVP here: \n actionnetwork.org/events/fix-t...	
2025-10-02T14:40:56.826Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m27rwlcs2224	Come join us on Saturday, October 11th to learn about and discuss the promotion of AI datacenters under the Trump administration, the devastation it is causing the promise of a New Green Deal, and new environmental concerns facing Chicago/the nation. \n  \n RSVP: tinyurl.com/greennewdealai	
2025-10-03T19:45:11.874Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m2ctfk5kac2z	This semester, Socialist Night School returns with a six session series entitled “Socialism or Barbarism? Capitalism at a Crossroads” All are welcome, no prior experience or SNS attendance is required! \n  \n RSVP: tinyurl.com/cdsanightsch... \n Readings: tinyurl.com/cdsareading	 | 
2025-10-03T23:11:41.890Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m2d6ws6sb222	Chicago DSA calls upon state and local leaders to use all available means to protect Chicago residents from the unlawful actions of federal agents. Please read our statement for more information.	
2025-10-03T23:11:41.891Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m2d6ww4fs222		
2025-10-03T23:11:41.892Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m2d6wxwgac22		
2025-10-03T23:11:41.893Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m2d6x2bfnk22		
2025-10-03T23:11:41.894Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m2d6x5wcuc22		
2025-10-03T23:11:41.895Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m2d6xcuif222		
2025-10-03T23:11:41.896Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m2d6xew2zc22		
2025-10-03T23:11:41.897Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m2d6xgxpm222		
2025-10-06T11:46:08.946Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m2jjzp4wts2u	TONIGHT!	
2025-10-07T17:00:44.295Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m2mm35jlus2h	Chicago DSA’s Co-Chair Sean D spoke at a rally for Teamsters back in August. We’ve been supporting Mauser workers on the picket line since early July and are continuing to support Mauser workers on the picket line this month. Sign up for an upcoming shift at chicagodsa.org/events	
2025-10-08T14:42:55.410Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m2outn6cn22z	Join us to build a fighting socialist movement by welcoming new Chicago DSA members to the chapter. \n  \n In these meetings, new members are invited to learn about the Scale to Win approach & different types of outreach actions available to get involved within Chicago DSA.  \n  \n RSVP tinyurl.com/cdsamovement	
2025-10-10T18:58:16.346Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m2ue23bdhc2u	This Saturday!	
2025-10-10T18:58:32.679Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m2ue2ktrnk2u	This Sunday!	
2025-10-13T03:30:15.998Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m32blgq7mc2e	Monday!	
2025-10-15T16:37:19.850Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m3aointu5s2j	Sign up to volunteer to make our contingent at No Kings successful. Be a contingent lead, canvass the crowd about DSA & our campaigns, phone bank members to come out, or help with volunteer coordination. \n  \n More info: \n tinyurl.com/cdsanokings \n  \n Volunteer for our contingent: \n tinyurl.com/volunteernokings	
2025-10-17T16:08:52.545Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m3fntmjzjc2j	Saturday!	
2025-10-20T00:06:48.542Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m3lji2ztlc2p	Yesterday, Chicago DSA joined the tens of thousands that filled the streets of downtown to demonstrate opposition to the Trump administration. We gave out leaflets about our campaigns and why we’re fighting for socialism and democracy as members of DSA. No kings, no bosses, no war but class war!	 |  |  | 
2025-10-20T21:18:51.603Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m3nqkoeruc2h	Join us for Chicago DSA Electoral Working Group's October social this Thursday, 5-8pm at Revolution Brewing located at 3340 N Kedzie Avenue in Logan Square/Avondale! \n  \n RSVP tinyurl.com/ewgsocial	
2025-10-22T15:24:47.474Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m3s5pfcnds2g	THIS FRIDAY, there are still tickets available!	
2025-10-22T23:57:36.107Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m3t2eel77c26	Join us for Chicago DSA’s Comrades & Cobwebs Halloween Party on Thursday, Oct 30th from 6pm-10pm at Beermiscuous! \n  \n Suggested $10 donation will benefit CDSA and grants entry to the Costume Contest! \n  \n Costume Contest Categories \n - Most Original Costume \n - Best Political Costume \n - Best Group/Pair Costumes	
2025-10-23T00:59:10.510Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m3t5shtbqs2x	Lincoln Square (and adjacent) Comrades!  \n  \n Come join the Lincoln Square Member Club this Saturday from 2pm to 4pm at the Burning Bush Brewery located at 4014 N Rockwell for drinks and conversation!  \n  \n We’ll discuss the recent campaign of terror by ICE in our neighborhood and other related topics.	
2025-10-25T13:24:20.676Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m3zierot6s2j	Join us for another Socialist Night School on Monday at 6:30pm to discuss Zohran Mamdani’s historic primary win and how it’s changed socialist electoral politics. We’ll talk about what makes his campaign unique and what it means more broadly for the left. \n  \n RSVP here: teamup.com/ksc3uaa38o41...	 | 
2025-10-30T14:17:05.452Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m4g5np5nw22d	Do you want elections designed for people, not money? \n  \n Join us 11:30am this Saturday morning, Nov 1st at the Chinese American Service League in Chinatown to learn how to build power for working-class communities through publicly financed elections. \n  \n RSVP at: tinyurl.com/fairelectionstownhall	
2025-11-02T18:48:37.109Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m4o67yi2zc2k	Join the Chicago DSA North Side Red Line Branch and the Electoral Working Group for a special Election Day Zohran Mamdani watch party. \n  \n We will be at the Jarvis Square Tavern, 1502 W Jarvis Ave. Chicago, IL from 6:30pm to 9:30pm!	
2025-11-02T22:45:00.464Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m4olgorsks2n	Join the Chicago DSA North Side Blue Line branch for our 2nd location Zohran Mamdani Election Day watch party at Lemmings Bar located at 1850 N Damen Ave.  \n  \n The party starts at 6:30pm on Tuesday, Nov 4th!	
2025-11-03T18:43:50.897Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m4qogexwg22e	Second watch party location for Tuesday!	
2025-11-05T05:06:56.081Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m4ubphqawk23	We have a world to win. Join DSA act.dsausa.org/donate/membe...	
2025-11-11T00:41:48.457Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m5cvovtgac2g	Join Chicago DSA at the Veterans Day March for peace this Tuesday! RSVP to join our contingent: \n actionnetwork.org/events/veter...	
2025-11-11T00:42:57.701Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m5cvqxtxsc2g	Join us on Zoom this Wednesday November 12 at 5:30pm to 7pm CST for Strategic Mutual Aid Training presented by Chicago DSA Trans Liberation Campaign and DSA Mutual Aid! RSVP at tinyurl.com/cdsamawg for the Zoom link	
2025-11-13T03:23:12.115Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m5i7ndru5s2j	Excited about Zohran? Join us for our continued discussion around bringing public financing for elections to Chicago. The Chicago DSA Electoral Working Group will meet this Saturday at the Albany Park Library (3401 W. Foster Ave) to debrief on the Nov 1st Town Hall and discuss how we can follow up	
2025-11-13T03:25:02.581Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m5i7qn523k2j	Join us this Saturday, Nov 15th from 2-4pm at the Burning Bush Brewery for an afternoon of connection & conversation. \n  \n The Lincoln Square Social Club is a space for DSA members and neighbors to connect, build community, & dream together about what’s possible in our corner of the city.	
2025-11-14T22:07:42.142Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m5mowzoie22q	Join us TOMORROW (Saturday, Nov 15th) morning from 8am to 11am to support Starbucks Workers United strike at the 1901 Dempster St. Evanston, IL location!	
2025-11-16T19:55:00.364Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m5rihloiyc2c	Tax Corporations to fund Chicago services by signing the petition! \n #corporateheadtax \n  \n Petition: actionnetwork.org/petitions/ta...	
2025-11-16T19:55:00.365Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m5rihnskps2c	Working people shouldn’t face higher property taxes or grocery fees while wealthy corporations get tax breaks. Companies like Amazon and JP Morgan Chase rely on Chicago’s workforce and services, and they can afford to pay more.  \n  \n #corporateheadtax	
2025-11-16T19:55:00.366Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m5rihpefh22c	Chicago had a corporate head tax for years, and ending it shifted the cost onto regular residents. Bringing it back would apply only to the largest 3 percent of companies, not small businesses. \n  \n #corporateheadtax	
2025-11-16T19:55:00.367Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m5rihqn2a22c	If the tax had remained in place, our city would have gained more than $50 million to fund schools, parks, libraries, and safe streets.  \n  \n #corporateheadtax	
2025-11-16T19:55:00.368Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m5rihryrnc2c	Check our events calendar and join our canvasses to get the word out to Chicago’s communities to pressure our aldermen to support the Corporate Head Tax. \n  \n #corporateheadtax	
2025-11-30T22:26:48.609Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m6uxhwfkc22s	Our strike kitchen feeds striking baristas and lets them know the community supports them in the struggle. Please donate to the CDSA Strike Solidarity fund linked in our bio to help us to buy food and supplies to keep the kitchen going!	
2025-11-30T22:30:48.519Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m6uxp36zfk2s	Donate to our Labor Solidarity Fund: \n tinyurl.com/cdsasolidfund	
2025-12-01T00:14:35.066Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m6v5ind2ys2b	This Friday Dec 5th 6-9pm, join us at Sketchbook Brewing Co located at 4901 Main St, Skokie to hear candidates for the IL-09 Democratic Congressional primary answer questions from socialists in the district. \n  \n Presented by @wsil.dsachapters.org and Chicago DSA \n  \n RSVP: docs.google.com/forms/d/e/1F...	
2025-12-01T16:37:39.182Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m6wugix4222k	This Saturday, Dec 6th at 11:30am-1pm, join the CDSA Red Rabbits Committee at the CDSA office (3411 W Diversey) for a safety marshal training for street protests & actions! This training is geared toward deescalation, situational awareness, & community safety skills.  \n  \n RSVP: tinyurl.com/mu4zu825	
2025-12-04T15:12:58.841Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3m76b3udhoc23	Chicago DSA members were out 6AM in 6 degrees this morning to support Starbucks workers at the Armitage/Hoyne store who walked out this morning and are now ON STRIKE! Workers will be picketing until noon today and tentatively 6AM-1PM tomorrow and Saturday if you’re able to stop by and join them.	
2025-12-17T15:51:24.161Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3ma6zcjtwrs2k	Join Chicago DSA and Tanggol Migrante Chicago for a Press Conference at the Philippines Consulate Thursday, Dec 18th at 11am. We will demand that the Philippines Consulate take immediate action to advocate for Tita Rebecca’s safe return home for the holidays!	
2025-12-17T15:51:24.162Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3ma6zclshr22k		
2025-12-17T15:51:24.163Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3ma6zcoafvk2k		
2025-12-17T15:51:24.164Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3ma6zcqlgc22k		
2025-12-17T15:51:24.165Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3ma6zcsjxbc2k		
2025-12-17T15:51:24.166Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3ma6zctvook2k		
2025-12-17T15:51:24.167Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3ma6zcvbh322k		
2025-12-18T21:25:34.107Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3mac4gygdc22a	RSVP: actionnetwork.org/events/linco...  \n  \n The Lincoln Square Member Club will be hosting a final end of year social at O’Shaughnessy’s Public House. Join us for an evening of drinks and board games!	
2026-01-09T15:37:18.112Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3mbytailvyc2l	TOMORROW: no war on Venezuela, the arrest of Jonathan Ross for the murder of Renee Nicole Good, an investigation into the murder of Silverio Villegas González, and the arrest of the ICE agent who murdered him! \n  \n 📆 Sat., January 10th \n ⏰ 3:00PM \n 📍 Water Tower Park (180 E Pearson St)	
2026-01-12T17:32:47.305Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3mcal3r6ums26	Sat Jan 17: Doors at 7pm, Music at 8pm \n  \n Enjoy the music of Heccra, Naomi 10 Million, Tenmonthsummer, and Pleasure Dome, at Val's Halla Records in Oak Park.  \n  \n West Cook DSA will be tabling! Tickets are $12 online and $15 at the door. \n  \n teamup.com/ksc3uaa38o41...	
2026-01-13T15:17:13.008Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3mcctyb6jb225	Interested in learning more about DSA, democratic socialism, and our political vision? This event will provide a brief overview of DSA and a longer discussion of our political program, Workers Deserve More. Nonmembers interested in DSA are welcome! \n  \n Info & RSVP: teamup.com/ksc3uaa38o41...	
2026-01-14T18:29:54.351Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3mcfp7qersc2v	You are invited to attend a free film screening of Call Her Ganda with a panel discussion immediately following. This event is organized by the Chicago DSA and PUSO Chicago. \n  \n RSVP here, limited seats: \n  \n actionnetwork.org/events/call-...	
2026-01-15T15:35:53.832Z	at://did:plc:lnkamoorduzvz67yeuh2srvl/app.bsky.feed.post/3mchvxiy6hk2d	This coming Monday: join Chicago DSA along with dozens of organizations for a march condemning ICE terror and honoring Dr. Martin Luther King Jr.’s legacy!  \n  \n RSVP: actionnetwork.org/events/this-...	
