document_id,metadata_document_id,url,final_url,publication_date,retrieved_at,raw_path,sha256,bytes,content_type,status,notes,historical_cycle_evidence
joldc-62185ac4c91c6e7de204047d-lead42,,https://jimowles.org/news/candidate-answers-to-joldc-kaegan-mays-williams-for-ny-senate-district-21-2022,https://jimowles.org/news/candidate-answers-to-joldc-kaegan-mays-williams-for-ny-senate-district-21-2022,2022-02-24,2026-09-23T08:11:15.115209+00:00,data/raw/questionnaire_library/joldc/post-62185ac4c91c6e7de204047d-94e97d451f74a754c00b240deaf925a2224786a010a4ce1da9c856acdc18a73a.html,4aa6f7d7f30a53e1969c80991e51d6170cf1283abe22d837686b49e791f3df4c,25849,text/html,used,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.",
b83f639d672fb8c8531889da,b83f639d672fb8c8531889da,https://www.bikemore.net/ibiv2022-boyce,https://www.bikemore.net/ibiv2022-boyce,,2026-08-19T23:50:47.857343+00:00,data/raw/policy_historical_f/sources/b83f639d672fb8c8531889da.html,cca66d9c449ec076493aeede0e7a8b020a7d18234dc7dd9ea9d9e2fea8fecd0e,122046,text/html,timing_unverified,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.","{""election_year"": ""2022"", ""exact_quote"": ""State Delegate 2022"", ""source_locator"": ""paragraph 65""}"
f3a92dae4f192b98373be9f7,f3a92dae4f192b98373be9f7,https://www.bikemore.net/ibiv2022-benbow1,https://www.bikemore.net/ibiv2022-benbow1,,2026-08-19T23:50:48.167789+00:00,data/raw/policy_historical_f/sources/f3a92dae4f192b98373be9f7.html,49a21ac74be4f96e00bb6a84c00a0ec67dde3d57e4377815e3508fc99800e81c,119884,text/html,timing_unverified,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.","{""election_year"": ""2022"", ""exact_quote"": ""State Delegate 2022"", ""source_locator"": ""paragraph 65""}"
af1df1b8ba4e4e3ec4bca78c,af1df1b8ba4e4e3ec4bca78c,https://directory.runforsomething.net/candidate/1756/martinez-giselle/,https://directory.runforsomething.net/candidate/1756/martinez-giselle/,2021-06-22,2026-08-20T19:32:51.533663+00:00,data/raw/policy_historical_f/sources/af1df1b8ba4e4e3ec4bca78c.html,9d725029a4a08bd0dc184e710eda8bacd33c00e08856382ae5d01687e306e6db,150363,text/html,excluded,"Third-party profile narration, not candidate-authored or directly quoted campaign language; excluded.",
bb0dc5a8198280e2e77efa6d,bb0dc5a8198280e2e77efa6d,https://mdcdsa.org/wp-content/uploads/2021/11/2022-Metro-DC-DSA-Endorsement-Questionnaire-1.pdf,https://mdcdsa.org/wp-content/uploads/2021/11/2022-Metro-DC-DSA-Endorsement-Questionnaire-1.pdf,,2026-08-19T23:29:51.068270+00:00,data/raw/policy_historical_f/sources/bb0dc5a8198280e2e77efa6d.pdf,2ddc4c76ad188a40a1ac7c7c37913eb65c23556766e4dcebdf4a4bc930ee28ad,209441,application/pdf,timing_unverified,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.","{""election_year"": ""2022"", ""exact_quote"": ""program was available for the 2022 cycle. Our campaign’s lean budget target is $350,000. We"", ""source_locator"": ""paragraph 7""}"
a3a0ad2fb4aabe30b6b3472a,a3a0ad2fb4aabe30b6b3472a,https://patch.com/district-columbia/washingtondc/candidate-profile-art-lloyd-city-council-ward-5,https://patch.com/district-columbia/washingtondc/candidate-profile-art-lloyd-city-council-ward-5,,2026-08-19T23:50:45.576929+00:00,data/raw/policy_historical_f/sources/a3a0ad2fb4aabe30b6b3472a.html,8012573cee9b310cd0c96418cb0df4f6ac0c491dda4ef3dbe5535785b44b006e,354661,text/html,timing_unverified,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.","{""election_year"": ""2022"", ""exact_quote"": ""Posted Thu, Jun 2, 2022 at 9:52 am ET | Updated Thu, Jun 2, 2022"", ""source_locator"": ""paragraph 37""}"
1c7e5793f8c218e62b4e57e4,1c7e5793f8c218e62b4e57e4,https://waba.org/wp-content/uploads/2022/04/Zachary-Parker-DC-Council-Ward-5-Candidate-2022-WABA-Primary-Election-Questionnaire.pdf,https://waba.org/wp-content/uploads/2022/04/Zachary-Parker-DC-Council-Ward-5-Candidate-2022-WABA-Primary-Election-Questionnaire.pdf,,2026-08-19T23:41:57.215759+00:00,data/raw/policy_historical_f/sources/1c7e5793f8c218e62b4e57e4.pdf,c7b8a66c79975779f65238586f4b6c90d208538c8420c170bbe67ed5a10ab24f,76786,application/pdf,timing_unverified,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.","{""election_year"": ""2022"", ""exact_quote"": ""[PDF page 1] 2022 Primary Election Candidate Questionnaire for Ward Races Dear Candidate, We ask"", ""source_locator"": ""paragraph 1""}"
53e9cf275b149975ae219e4e,53e9cf275b149975ae219e4e,https://jimowles.org/news/candidate-answers-to-joldc-nikki-lucas-for-ny-assembly-district-60-2022,https://jimowles.org/news/candidate-answers-to-joldc-nikki-lucas-for-ny-assembly-district-60-2022,,2026-08-19T23:50:46.628327+00:00,data/raw/policy_historical_f/sources/53e9cf275b149975ae219e4e.html,1ab65d36f0caed502f965f44aeec665d0796c2d5b6e9b6a349b0147e77d48c1a,114296,text/html,timing_unverified,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.","{""election_year"": ""2022"", ""exact_quote"": ""Liberal Democratic Club March 12, 2022 nys assembly 2022"", ""source_locator"": ""paragraph 141""}"
0adddcb267af200de23c67b5,0adddcb267af200de23c67b5,https://jayjones.com/news/in-the-news/page/2,https://www.jayjones.com/news/in-the-news/page/2/,2020-07-14,2026-08-20T02:53:01.375686+00:00,data/raw/policy_historical_f/sources/0adddcb267af200de23c67b5.html,9edb2925e6f9285f33b74176411ef7aa0f41d51a433d1df294edaa001d21dfb4,33865,text/html,excluded,Current archive index lists later commentary rather than a 2021 campaign statement; excluded from historical evidence.,
84d881f7376c80638203e4be,84d881f7376c80638203e4be,https://www.junaidforcongress.com/issues,https://tkrcd2025.org/,2022-01-12,2026-08-19T23:30:31.661191+00:00,data/raw/policy_historical_f/sources/84d881f7376c80638203e4be.html,a3babf7fc802be0bbe50d907a09f87b2c4c2ce8f021759a9f21c5f8774777769,302805,text/html,excluded,Retained URL now resolves to an unrelated gambling site; wrong-content capture excluded.,
5b8c5bdd1bf81cc7d89adcb3,5b8c5bdd1bf81cc7d89adcb3,https://jimowles.org/news/candidate-answers-to-joldc-jaslin-kaur-for-city-council-district-23,https://jimowles.org/news/candidate-answers-to-joldc-jaslin-kaur-for-city-council-district-23,,2026-08-19T23:41:48.819865+00:00,data/raw/policy_historical_f/sources/5b8c5bdd1bf81cc7d89adcb3.html,872c3cfe2d1e02b152200a9fe553c5d21bec602250966a796117b7965483bc78,138914,text/html,timing_unverified,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.","{""election_year"": ""2021"", ""exact_quote"": ""Awards 2023 Gay Pride Awards 2021 Virtual Gala 2020 Impeachment Awards 2019 Annual BBQ 2019"", ""source_locator"": ""paragraph 4""}"
