cycle,state_code,chamber,district,term,primary_party,status,candidate_rows,source_ids,notes
2024,IL,House,13,regular,Democratic,complete_unopposed_result,1,il-2024-primary-federal,The official result source reports one candidate in this party contest.
2024,IL,House,13,regular,Republican,complete_official_results,2,il-2024-primary-federal,
2024,IL,House,14,regular,Democratic,complete_unopposed_result,1,il-2024-primary-federal,The official result source reports one candidate in this party contest.
2024,IL,House,14,regular,Republican,complete_official_results,3,il-2024-primary-federal,
2024,IL,House,15,regular,Democratic,complete_unopposed_result,1,il-2024-primary-federal,The official result source reports one candidate in this party contest.
2024,IL,House,15,regular,Republican,complete_unopposed_result,1,il-2024-primary-federal,The official result source reports one candidate in this party contest.
2024,IL,House,16,regular,Democratic,no_reported_contest_not_inferred,0,il-2024-official-result-source,The complete official result source has no row for this district-party slot. This is not labeled no-primary or uncontested without explicit evidence.
2024,IL,House,16,regular,Republican,complete_unopposed_result,1,il-2024-primary-federal,The official result source reports one candidate in this party contest.
2024,IL,House,17,regular,Democratic,complete_unopposed_result,1,il-2024-primary-federal,The official result source reports one candidate in this party contest.
2024,IL,House,17,regular,Republican,complete_official_results,2,il-2024-primary-federal,
2024,OH,House,01,regular,Democratic,complete_unopposed_result,1,oh-2024-primary-democratic,The official result source reports one candidate in this party contest.
2024,OH,House,01,regular,Republican,complete_unopposed_result,1,oh-2024-primary-republican,The official result source reports one candidate in this party contest.
2024,OH,House,02,regular,Democratic,complete_unopposed_result,1,oh-2024-primary-democratic,The official result source reports one candidate in this party contest.
2024,OH,House,02,regular,Republican,complete_official_results,11,oh-2024-primary-republican,
2024,OH,House,03,regular,Democratic,complete_unopposed_result,1,oh-2024-primary-democratic,The official result source reports one candidate in this party contest.
2024,OH,House,03,regular,Republican,complete_unopposed_result,1,oh-2024-primary-republican,The official result source reports one candidate in this party contest.
2024,OH,House,04,regular,Democratic,complete_official_results,2,oh-2024-primary-democratic,
2024,OH,House,04,regular,Republican,complete_unopposed_result,1,oh-2024-primary-republican,The official result source reports one candidate in this party contest.
2024,OH,House,05,regular,Democratic,complete_unopposed_result,1,oh-2024-primary-democratic,The official result source reports one candidate in this party contest.
2024,OH,House,05,regular,Republican,complete_official_results,2,oh-2024-primary-republican,
2024,OH,House,06,regular,Democratic,complete_official_results,2,oh-2024-primary-democratic,
2024,OH,House,06,regular,Republican,complete_official_results,3,oh-2024-primary-republican,
2024,OH,House,06,special,Democratic,complete_official_results,2,oh-2024-primary-democratic,
2024,OH,House,06,special,Republican,complete_official_results,3,oh-2024-primary-republican,
2024,OH,House,07,regular,Democratic,complete_official_results,2,oh-2024-primary-democratic,
2024,OH,House,07,regular,Republican,complete_unopposed_result,1,oh-2024-primary-republican,The official result source reports one candidate in this party contest.
2024,OH,House,08,regular,Democratic,complete_official_results,3,oh-2024-primary-democratic,
2024,OH,House,08,regular,Republican,complete_official_results,2,oh-2024-primary-republican,
2024,OH,House,09,regular,Democratic,complete_unopposed_result,1,oh-2024-primary-democratic,The official result source reports one candidate in this party contest.
2024,OH,House,09,regular,Republican,complete_official_results,3,oh-2024-primary-republican,
2024,OH,House,10,regular,Democratic,complete_official_results,4,oh-2024-primary-democratic,
2024,OH,House,10,regular,Republican,complete_unopposed_result,1,oh-2024-primary-republican,The official result source reports one candidate in this party contest.
2024,OH,House,11,regular,Democratic,complete_unopposed_result,1,oh-2024-primary-democratic,The official result source reports one candidate in this party contest.
2024,OH,House,11,regular,Republican,complete_official_results,3,oh-2024-primary-republican,
2024,OH,House,12,regular,Democratic,complete_unopposed_result,1,oh-2024-primary-democratic,The official result source reports one candidate in this party contest.
2024,OH,House,12,regular,Republican,complete_unopposed_result,1,oh-2024-primary-republican,The official result source reports one candidate in this party contest.
2024,OH,House,13,regular,Democratic,complete_unopposed_result,1,oh-2024-primary-democratic,The official result source reports one candidate in this party contest.
2024,OH,House,13,regular,Republican,complete_official_results,3,oh-2024-primary-republican,
2024,OH,House,14,regular,Democratic,complete_unopposed_result,1,oh-2024-primary-democratic,The official result source reports one candidate in this party contest.
2024,OH,House,14,regular,Republican,complete_official_results,3,oh-2024-primary-republican,
2024,OH,House,15,regular,Democratic,complete_official_results,2,oh-2024-primary-democratic,
2024,OH,House,15,regular,Republican,complete_unopposed_result,1,oh-2024-primary-republican,The official result source reports one candidate in this party contest.
2024,OH,Senate,S,regular,Democratic,complete_unopposed_result,1,oh-2024-primary-democratic,The official result source reports one candidate in this party contest.
2024,OH,Senate,S,regular,Republican,complete_official_results,3,oh-2024-primary-republican,
2026,IL,House,01,regular,Democratic,complete_official_results,2,il-2026-primary-federal,
2026,IL,House,01,regular,Republican,complete_official_results,2,il-2026-primary-federal,
2026,IL,House,02,regular,Democratic,complete_official_results,11,il-2026-primary-federal,
2026,IL,House,02,regular,Republican,complete_unopposed_result,1,il-2026-primary-federal,The official result source reports one candidate in this party contest.
2026,IL,House,03,regular,Democratic,complete_unopposed_result,1,il-2026-primary-federal,The official result source reports one candidate in this party contest.
2026,IL,House,03,regular,Republican,complete_unopposed_result,1,il-2026-primary-federal,The official result source reports one candidate in this party contest.
2026,IL,House,04,regular,Democratic,complete_unopposed_result,1,il-2026-primary-federal,The official result source reports one candidate in this party contest.
2026,IL,House,04,regular,Republican,complete_unopposed_result,1,il-2026-primary-federal,The official result source reports one candidate in this party contest.
2026,IL,House,04,regular,Working Class Party,complete_unopposed_result,1,il-2026-primary-federal,The official result source reports one candidate in this party contest.
2026,IL,House,05,regular,Democratic,complete_official_results,4,il-2026-primary-federal,
2026,IL,House,05,regular,Republican,complete_official_results,3,il-2026-primary-federal,
2026,IL,House,06,regular,Democratic,complete_official_results,2,il-2026-primary-federal,
2026,IL,House,06,regular,Republican,complete_official_results,2,il-2026-primary-federal,
2026,IL,House,07,regular,Democratic,complete_official_results,13,il-2026-primary-federal,
2026,IL,House,07,regular,Republican,complete_official_results,2,il-2026-primary-federal,
2026,IL,House,08,regular,Democratic,complete_official_results,8,il-2026-primary-federal,
2026,IL,House,08,regular,Republican,complete_official_results,4,il-2026-primary-federal,
2026,IL,House,09,regular,Democratic,complete_official_results,15,il-2026-primary-federal,
2026,IL,House,09,regular,Republican,complete_official_results,4,il-2026-primary-federal,
2026,IL,House,10,regular,Democratic,complete_official_results,2,il-2026-primary-federal,
2026,IL,House,10,regular,Republican,complete_unopposed_result,1,il-2026-primary-federal,The official result source reports one candidate in this party contest.
2026,IL,House,11,regular,Democratic,complete_unopposed_result,1,il-2026-primary-federal,The official result source reports one candidate in this party contest.
2026,IL,House,11,regular,Republican,complete_official_results,4,il-2026-primary-federal,
2026,IL,House,12,regular,Democratic,complete_unopposed_result,1,il-2026-primary-federal,The official result source reports one candidate in this party contest.
2026,IL,House,12,regular,Republican,complete_unopposed_result,1,il-2026-primary-federal,The official result source reports one candidate in this party contest.
2026,IL,House,13,regular,Democratic,complete_official_results,2,il-2026-primary-federal,
2026,IL,House,13,regular,Republican,complete_official_results,2,il-2026-primary-federal,
2026,IL,House,14,regular,Democratic,complete_unopposed_result,1,il-2026-primary-federal,The official result source reports one candidate in this party contest.
2026,IL,House,14,regular,Republican,complete_official_results,3,il-2026-primary-federal,
2026,IL,House,15,regular,Democratic,complete_official_results,4,il-2026-primary-federal,
2026,IL,House,15,regular,Republican,complete_official_results,3,il-2026-primary-federal,
2026,IL,House,16,regular,Democratic,complete_unopposed_result,1,il-2026-primary-federal,The official result source reports one candidate in this party contest.
2026,IL,House,16,regular,Republican,complete_official_results,2,il-2026-primary-federal,
2026,IL,House,17,regular,Democratic,complete_unopposed_result,1,il-2026-primary-federal,The official result source reports one candidate in this party contest.
2026,IL,House,17,regular,Republican,complete_official_results,2,il-2026-primary-federal,
2026,IL,Senate,S,regular,Democratic,complete_official_results,11,il-2026-primary-federal,
2026,IL,Senate,S,regular,Republican,complete_official_results,7,il-2026-primary-federal,
2026,OH,House,01,regular,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,01,regular,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,01,regular,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,02,regular,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,02,regular,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,02,regular,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,03,regular,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,03,regular,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,03,regular,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,04,regular,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,04,regular,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,04,regular,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,05,regular,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,05,regular,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,05,regular,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,06,regular,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,06,regular,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,06,regular,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,07,regular,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,07,regular,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,07,regular,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,08,regular,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,08,regular,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,08,regular,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,09,regular,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,09,regular,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,09,regular,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,10,regular,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,10,regular,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,10,regular,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,11,regular,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,11,regular,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,11,regular,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,12,regular,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,12,regular,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,12,regular,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,13,regular,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,13,regular,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,13,regular,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,14,regular,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,14,regular,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,14,regular,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,15,regular,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,15,regular,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,House,15,regular,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,The party workbook is listed by the official portal but blocked by the current security layer. This is not evidence that a primary was absent.
2026,OH,Senate,S,special,Democratic,blocked_certified_workbook_unretrieved,,oh-2026-files-index,"Unexpired term ending January 3, 2029. Candidate and vote rows remain unknown until the certified party workbook is recovered."
2026,OH,Senate,S,special,Libertarian,blocked_certified_workbook_unretrieved,,oh-2026-files-index,"Unexpired term ending January 3, 2029. Candidate and vote rows remain unknown until the certified party workbook is recovered."
2026,OH,Senate,S,special,Republican,blocked_certified_workbook_unretrieved,,oh-2026-files-index,"Unexpired term ending January 3, 2029. Candidate and vote rows remain unknown until the certified party workbook is recovered."
