cycle,election_date,state_code,chamber,district,term,stage,primary_party,status,candidate_names,source_urls,locators,notes
2026,2026-08-11,CT,House,01,regular,primary,Republican,unresolved,,https://portal.ct.gov/sots/election-services/certificate-of-endorsement/2026-certificate-of-endorsements,ct-2026-cd1-endorsements.pdf,"Endorsement/15-percent forms are captured, but final primary-ballot qualification cannot be inferred from the combined forms alone."
2026,2026-08-11,CT,House,02,regular,primary,Democratic,unresolved,,https://portal.ct.gov/sots/election-services/certificate-of-endorsement/2026-certificate-of-endorsements,ct-2026-cd2-endorsements.pdf,"Endorsement/15-percent forms are captured, but final primary-ballot qualification cannot be inferred from the combined forms alone."
2026,2026-08-11,CT,House,02,regular,primary,Republican,unresolved,,https://portal.ct.gov/sots/election-services/certificate-of-endorsement/2026-certificate-of-endorsements,ct-2026-cd2-endorsements.pdf,"Endorsement/15-percent forms are captured, but final primary-ballot qualification cannot be inferred from the combined forms alone."
2026,2026-08-11,CT,House,03,regular,primary,Democratic,unresolved,,https://portal.ct.gov/sots/election-services/certificate-of-endorsement/2026-certificate-of-endorsements,ct-2026-cd3-endorsements.pdf,"Endorsement/15-percent forms are captured, but final primary-ballot qualification cannot be inferred from the combined forms alone."
2026,2026-08-11,CT,House,03,regular,primary,Republican,unresolved,,https://portal.ct.gov/sots/election-services/certificate-of-endorsement/2026-certificate-of-endorsements,ct-2026-cd3-endorsements.pdf,"Endorsement/15-percent forms are captured, but final primary-ballot qualification cannot be inferred from the combined forms alone."
2026,2026-08-11,CT,House,04,regular,primary,Democratic,unresolved,,https://portal.ct.gov/sots/election-services/certificate-of-endorsement/2026-certificate-of-endorsements,ct-2026-cd4-endorsements.pdf,"Endorsement/15-percent forms are captured, but final primary-ballot qualification cannot be inferred from the combined forms alone."
2026,2026-08-11,CT,House,04,regular,primary,Republican,unresolved,,https://portal.ct.gov/sots/election-services/certificate-of-endorsement/2026-certificate-of-endorsements,ct-2026-cd4-endorsements.pdf,"Endorsement/15-percent forms are captured, but final primary-ballot qualification cannot be inferred from the combined forms alone."
2026,2026-08-11,CT,House,05,regular,primary,Democratic,unresolved,,https://portal.ct.gov/sots/election-services/certificate-of-endorsement/2026-certificate-of-endorsements,ct-2026-cd5-endorsements.pdf,"Endorsement/15-percent forms are captured, but final primary-ballot qualification cannot be inferred from the combined forms alone."
2026,2026-08-11,CT,House,05,regular,primary,Republican,unresolved,,https://portal.ct.gov/sots/election-services/certificate-of-endorsement/2026-certificate-of-endorsements,ct-2026-cd5-endorsements.pdf,"Endorsement/15-percent forms are captured, but final primary-ballot qualification cannot be inferred from the combined forms alone."
2026,2026-08-11,CT,Senate,S,regular,primary,,not_scheduled,,https://portal.ct.gov/sots/election-services/,,No U.S. Senate seat was scheduled in Connecticut in 2026.
2026,2026-09-08,NH,House,01,regular,primary,Democratic,unresolved,,https://www.sos.nh.gov/2026-democratic-state-primary,,Official page was archived before federal result files were linked; live page access returned a blocker and no CAPTCHA was solved.
2026,2026-09-08,NH,House,01,regular,primary,Republican,unresolved,,https://www.sos.nh.gov/2026-republican-state-primary,,Official page was archived before federal result files were linked; live page access returned a blocker and no CAPTCHA was solved.
2026,2026-09-08,NH,House,02,regular,primary,Democratic,unresolved,,https://www.sos.nh.gov/2026-democratic-state-primary,,Official page was archived before federal result files were linked; live page access returned a blocker and no CAPTCHA was solved.
2026,2026-09-08,NH,House,02,regular,primary,Republican,unresolved,,https://www.sos.nh.gov/2026-republican-state-primary,,Official page was archived before federal result files were linked; live page access returned a blocker and no CAPTCHA was solved.
2026,2026-09-08,NH,Senate,S,regular,primary,Democratic,unresolved,,https://www.sos.nh.gov/2026-democratic-state-primary,,Official page was archived before federal result files were linked; live page access returned a blocker and no CAPTCHA was solved.
2026,2026-09-08,NH,Senate,S,regular,primary,Republican,unresolved,,https://www.sos.nh.gov/2026-republican-state-primary,,Official page was archived before federal result files were linked; live page access returned a blocker and no CAPTCHA was solved.
