document_id,metadata_document_id,candidate_name,race_id,url,final_url,publication_date,retrieved_at,raw_path,original_raw_path,sha256,bytes,content_type,status,notes
0450ca93d55c2b7438c60599,0450ca93d55c2b7438c60599,"Maurice ""Mo"" Troop",race-8d1e88972b7232ea26d0,https://web.archive.org/web/20210516130843id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-maurice-troop-race-erie-city-council/7380098002/,https://web.archive.org/web/20210516130843id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-maurice-troop-race-erie-city-council/7380098002/,2021-04-29,2026-08-20T19:35:06.042978+00:00,data/raw/policy_historical_b/0450ca93d55c2b7438c60599.html,data/raw/candidate_documents/0450ca93d55c2b7438c60599/dab0e3ee788940f80c39a6ca88fdea025565c7ce2103c5274497ec9cfaa709ee.html,dab0e3ee788940f80c39a6ca88fdea025565c7ce2103c5274497ec9cfaa709ee,124250,text/html,used,"Semantically reviewed for Maurice ""Mo"" Troop; packet timing=pre_primary_screened."
38070046c3ceef6e3d20c3da,38070046c3ceef6e3d20c3da,Bobby Bartlett,race-50548ada602a94d636d7,https://www.mocoalliance.org/uploads/4/8/8/6/48867647/bartlett_2018.pdf,https://www.mocoalliance.org/uploads/4/8/8/6/48867647/bartlett_2018.pdf,2018-03-12,2026-08-21T14:30:17.648002+00:00,data/raw/policy_historical_b/38070046c3ceef6e3d20c3da.pdf,data/raw/candidate_documents/38070046c3ceef6e3d20c3da/a171b2540b03bc5124522586447217bb1895e4ce18e670ac4df0c63efe9859ca.pdf,a171b2540b03bc5124522586447217bb1895e4ce18e670ac4df0c63efe9859ca,162512,application/pdf,used,Semantically reviewed for Bobby Bartlett; packet timing=pre_primary_screened.
3bd046bde6d2a24cabb7ddc6,3bd046bde6d2a24cabb7ddc6,Lolita E. Walker,race-a4cb4c786c15bc1f06d5,https://pgproudmag.com/2026/04/22/candidate-qa-8-questions-with-lolita-e-walker,https://pgproudmag.com/2026/04/22/candidate-qa-8-questions-with-lolita-e-walker/,,2026-08-19T23:52:22.656034+00:00,data/raw/policy_historical_b/3bd046bde6d2a24cabb7ddc6.html,data/raw/candidate_documents/3bd046bde6d2a24cabb7ddc6/a5ae5d20dd653d295462f6787c627da5d50d5f6daa09d4e545aa57b50114ac9a.html,a5ae5d20dd653d295462f6787c627da5d50d5f6daa09d4e545aa57b50114ac9a,165393,text/html,timing_unverified,Semantically reviewed for Lolita E. Walker; packet timing=timing_unverified_same_cycle_capture. Same-cycle capture remains timing-unverified and is not backdated.
3e01265f69a590a4fbd35794,3e01265f69a590a4fbd35794,Ky Fireside,race-ac20ab59155880ab9c39,https://oregoncapitalchronicle.com/voter-guides/contests/2026-democratic-primary-oregon-house-district-7/,https://oregoncapitalchronicle.com/voter-guides/contests/2026-democratic-primary-oregon-house-district-7/,,2026-08-20T19:32:25.326972+00:00,data/raw/policy_historical_b/3e01265f69a590a4fbd35794.html,data/raw/candidate_documents/3e01265f69a590a4fbd35794/f52e06eb87cfa8f0dfc736610533e2fd4ac5a4d65ce60bb4be274f2be59f1bb4.html,f52e06eb87cfa8f0dfc736610533e2fd4ac5a4d65ce60bb4be274f2be59f1bb4,246961,text/html,timing_unverified,Semantically reviewed for Ky Fireside; packet timing=timing_unverified_same_cycle_capture. Same-cycle capture remains timing-unverified and is not backdated.
40a9c52b94dde58b9ec99c68,40a9c52b94dde58b9ec99c68,Leslye Dwight,race-a4cb4c786c15bc1f06d5,https://www.leslyedwight.com/priorities,https://www.leslyedwight.com/priorities,2026-04-25,2026-08-20T02:55:04.244147+00:00,data/raw/policy_historical_b/40a9c52b94dde58b9ec99c68.html,data/raw/candidate_documents/40a9c52b94dde58b9ec99c68/1532ff7699888bc958524efc4ef7ef2e6e85ad2675f52f2a42f0f7ef1f97aa84.html,1532ff7699888bc958524efc4ef7ef2e6e85ad2675f52f2a42f0f7ef1f97aa84,369953,text/html,used,Semantically reviewed for Leslye Dwight; packet timing=pre_primary_screened.
45a1e525c125727832c0be87,45a1e525c125727832c0be87,Dane Wilcox,race-98a94ea45af952a751bc,https://wilcox2020.com/issues/climate-change,https://web.archive.org/web/20191216105614id_/https://wilcox2020.com/issues/climate-change,,2026-08-19T23:28:48.335320+00:00,data/raw/policy_historical_b/45a1e525c125727832c0be87.html,data/raw/candidate_documents/45a1e525c125727832c0be87/1c6adb68654c11608c8d9c5512d589af360d550c5bd3254d3b10a215ae6dd3d3.html,1c6adb68654c11608c8d9c5512d589af360d550c5bd3254d3b10a215ae6dd3d3,9345,text/html,used,Semantically reviewed for Dane Wilcox; packet timing=pre_primary_screened.
4844a4c8471728f6fc12036c,4844a4c8471728f6fc12036c,Terry Lynch,race-0b902d615156cfc70e34,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-terry-lynch,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-terry-lynch/,,2026-08-19T23:44:55.833002+00:00,data/raw/policy_historical_b/4844a4c8471728f6fc12036c.html,data/raw/candidate_documents/4844a4c8471728f6fc12036c/a10ff08b3d3c8e1846953c003eb26cf31b1006426be143321cd18815a7239354.html,a10ff08b3d3c8e1846953c003eb26cf31b1006426be143321cd18815a7239354,117137,text/html,timing_unverified,Semantically reviewed for Terry Lynch; packet timing=timing_unverified_same_cycle_capture. Same-cycle capture remains timing-unverified and is not backdated.
493263aa0e33265a81b2ab32,493263aa0e33265a81b2ab32,KC Huffman,race-ac20ab59155880ab9c39,https://www.oregonvotes.gov/voters-guide/english/kchuffman.html,https://www.oregonvotes.gov/voters-guide/english/kchuffman.html,2026-05-19,2026-08-20T19:32:24.219873+00:00,data/raw/policy_historical_b/493263aa0e33265a81b2ab32.html,data/raw/candidate_documents/493263aa0e33265a81b2ab32/99e46f352cfe32a086bf21b86862c500af0a42656e7c26c1c71367b7ad6f827d.html,99e46f352cfe32a086bf21b86862c500af0a42656e7c26c1c71367b7ad6f827d,3013,text/html,used,"Semantically reviewed for KC Huffman; retained voter-pamphlet language is a broad opportunity value and is labeled campaign framing, not a legislative mechanism."
535aa197a867225dab3dc5a0,535aa197a867225dab3dc5a0,Farrah Chaichi,race-1b16bc7d886dcbb78057,https://web.archive.org/web/20240518092853id_/https://www.chaichifororegon.com/the-issues,https://web.archive.org/web/20240518092853id_/https://www.chaichifororegon.com/the-issues,2024-05-18,2026-08-21T00:10:44.212493+00:00,data/raw/policy_historical_b/535aa197a867225dab3dc5a0.html,data/raw/candidate_documents/535aa197a867225dab3dc5a0/23a6e7ec6c7bf68725dec1021b05ca538a9cd6a36cd97c7e3772897ccf5f3194.html,23a6e7ec6c7bf68725dec1021b05ca538a9cd6a36cd97c7e3772897ccf5f3194,509222,text/html,used,Semantically reviewed for Farrah Chaichi; packet timing=pre_primary_screened.
556bf4bac5ced69a07376219,556bf4bac5ced69a07376219,Mary Jobaida,race-9172cee3bc57bf96a6c8,https://qns.com/2026/01/mary-jobaida-ad-36-special-election/,https://qns.com/2026/01/mary-jobaida-ad-36-special-election/,2026-01-27,2026-08-20T19:32:09.049409+00:00,data/raw/policy_historical_b/556bf4bac5ced69a07376219.html,data/raw/candidate_documents/556bf4bac5ced69a07376219/e70409318c3d5d74175097ca8d322ef0ea095c07ae1295fbd64e10e17bdbe32a.html,e70409318c3d5d74175097ca8d322ef0ea095c07ae1295fbd64e10e17bdbe32a,133612,text/html,used,Semantically reviewed for Mary Jobaida; packet timing=pre_primary_screened.
5801a1f80b0ac898f3923de8,5801a1f80b0ac898f3923de8,Mike Connolly,race-0f0734c608b02353f3cf,http://web.archive.org/web/20160807044232/http://www.mikeconnolly.org:80/progressive_platform,http://web.archive.org/web/20160807044232/http://www.mikeconnolly.org:80/progressive_platform,2016-08-07,2026-08-20T00:50:39.796860+00:00,data/raw/policy_historical_b/5801a1f80b0ac898f3923de8.html,data/raw/candidate_documents/5801a1f80b0ac898f3923de8/320658385c58ec918d6c0a06061ae5f0825db76518e98f3812be6688b03d772c.html,320658385c58ec918d6c0a06061ae5f0825db76518e98f3812be6688b03d772c,48075,text/html,used,Semantically reviewed for Mike Connolly; packet timing=pre_primary_screened.
63629e016b57da846afff538,63629e016b57da846afff538,Marlon Rice,race-fc455554338c9836cfc0,https://lidbk.com/lid-marlon-rice-sd25,https://lidbk.com/lid-marlon-rice-sd25,,2026-08-19T23:29:47.476517+00:00,data/raw/policy_historical_b/63629e016b57da846afff538.html,data/raw/candidate_documents/63629e016b57da846afff538/e183fe23440dd2e3e97b35e31ac55ba1abcb3b4b1ac418c4825a7f7cd03785be.html,e183fe23440dd2e3e97b35e31ac55ba1abcb3b4b1ac418c4825a7f7cd03785be,129610,text/html,timing_unverified,Semantically reviewed for Marlon Rice; packet timing=timing_unverified_same_cycle_capture. Same-cycle capture remains timing-unverified and is not backdated.
6c242f9e05e9b463056e4e7c,6c242f9e05e9b463056e4e7c,Amy Rondel,race-e380dcac34b2bd829dd4,https://amyrondel.com/,https://amyrondel.com/,,2026-08-19T23:43:21.524130+00:00,data/raw/policy_historical_b/6c242f9e05e9b463056e4e7c.html,data/raw/candidate_documents/6c242f9e05e9b463056e4e7c/134836b58655e957d21de359aebecc11307f41672707ca2a9884f831206e0cac.html,134836b58655e957d21de359aebecc11307f41672707ca2a9884f831206e0cac,135412,text/html,timing_unverified,Semantically reviewed for Amy Rondel; packet timing=timing_unverified_same_cycle_capture. Same-cycle capture remains timing-unverified and is not backdated.
72492a13293800285e5adb17,72492a13293800285e5adb17,Jill C. Kirkham,race-74050d04f83c96e831f1,https://www.ballotready.org/people/jill-c-kirkham,https://www.ballotready.org/people/jill-c-kirkham,2026-05-19,2026-08-20T19:32:24.105881+00:00,data/raw/policy_historical_b/72492a13293800285e5adb17.html,data/raw/candidate_documents/72492a13293800285e5adb17/128461c2bcc4f767b579dfb07439aa0678bd96d6c05e4159a29f6d39268236cf.html,128461c2bcc4f767b579dfb07439aa0678bd96d6c05e4159a29f6d39268236cf,98141,text/html,used,Semantically reviewed for Jill C. Kirkham; packet timing=pre_primary_screened.
740177e3ad8116bcafde577e,740177e3ad8116bcafde577e,Jackie Reyes Yanes,race-0b902d615156cfc70e34,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-jackie-reyes-yanes,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-jackie-reyes-yanes/,,2026-08-19T23:47:33.994171+00:00,data/raw/policy_historical_b/740177e3ad8116bcafde577e.html,data/raw/candidate_documents/740177e3ad8116bcafde577e/29ac89928eec00799fad273ddc72cab226d3172cb6fd3141d1c1dc94db8ec71d.html,29ac89928eec00799fad273ddc72cab226d3172cb6fd3141d1c1dc94db8ec71d,144012,text/html,timing_unverified,Semantically reviewed for Jackie Reyes Yanes; packet timing=timing_unverified_same_cycle_capture. Same-cycle capture remains timing-unverified and is not backdated.
791ed40ff22a4da03460c6bd,791ed40ff22a4da03460c6bd,Andrew Bodiford,race-3ecc1eb1bf0838801a6b,https://andrewbodiford.com/,https://andrewbodiford.com/,2026-06-23,2026-08-20T19:32:06.477910+00:00,data/raw/policy_historical_b/791ed40ff22a4da03460c6bd.html,data/raw/candidate_documents/791ed40ff22a4da03460c6bd/83b0361c4c6b5dd67ee60955f025cb93b232c3d887249337fc5a435a2b9b8654.html,83b0361c4c6b5dd67ee60955f025cb93b232c3d887249337fc5a435a2b9b8654,164713,text/html,used,Semantically reviewed for Andrew Bodiford; packet timing=pre_primary_screened.
80fc3eb3fbd72327dac07114,80fc3eb3fbd72327dac07114,Jabari Brisport,race-fc455554338c9836cfc0,https://jabariforstatesenate.com/housing,https://jabariforstatesenate.com/platform/housing/,,2026-08-19T23:20:51.419515+00:00,data/raw/policy_historical_b/80fc3eb3fbd72327dac07114.html,data/raw/candidate_documents/c543f4e7cf6f008444d7c4bb/ec99b464c2506aab795d3bb9997a824c97aa5863b8d672d22b64ebc473385e44.html,ec99b464c2506aab795d3bb9997a824c97aa5863b8d672d22b64ebc473385e44,76477,text/html,timing_unverified,Semantically reviewed for Jabari Brisport; packet timing=timing_unverified_same_cycle_capture. Same-cycle capture remains timing-unverified and is not backdated.
83978a41849b5857dd1be66d,83978a41849b5857dd1be66d,Maxine Durand,race-74050d04f83c96e831f1,https://durandforidaho.com/platform/,https://durandforidaho.com/platform/,2026-05-19,2026-08-20T19:32:43.122879+00:00,data/raw/policy_historical_b/83978a41849b5857dd1be66d.html,data/raw/candidate_documents/83978a41849b5857dd1be66d/425285d99042dc3455438887048a16169e5dbe1ec49a675276f2e9e3f9179a1f.html,425285d99042dc3455438887048a16169e5dbe1ec49a675276f2e9e3f9179a1f,229969,text/html,used,Semantically reviewed for Maxine Durand; packet timing=pre_primary_screened.
86c4ab4888164d30d614ba46,86c4ab4888164d30d614ba46,Tammy M. Honeywell,race-c0281c2f7e9fa4145d2d,https://centralcurrent.org/2026-primary-election-qa-onondaga-county-legislature-8th-district-candidate-tammy-honeywell,https://centralcurrent.org/2026-primary-election-qa-onondaga-county-legislature-8th-district-candidate-tammy-honeywell/,,2026-08-19T23:43:20.747215+00:00,data/raw/policy_historical_b/86c4ab4888164d30d614ba46.html,data/raw/candidate_documents/86c4ab4888164d30d614ba46/23c694f99e326a3405c707973c971096f2bdbdc97d403f4b29aedc6fe4dfc41a.html,23c694f99e326a3405c707973c971096f2bdbdc97d403f4b29aedc6fe4dfc41a,210088,text/html,timing_unverified,Semantically reviewed for Tammy M. Honeywell; packet timing=timing_unverified_same_cycle_capture. Same-cycle capture remains timing-unverified and is not backdated.
8e8d01c8b7f736957365ffb5,8e8d01c8b7f736957365ffb5,Tamara Davis Brown,race-a4cb4c786c15bc1f06d5,https://pgproudmag.com/2026/05/05/candidate-qa-8-questions-with-tamara-davis-brown,https://pgproudmag.com/2026/05/05/candidate-qa-8-questions-with-tamara-davis-brown/,,2026-08-19T23:47:38.640182+00:00,data/raw/policy_historical_b/8e8d01c8b7f736957365ffb5.html,data/raw/candidate_documents/8e8d01c8b7f736957365ffb5/884faacda81509d62bd169d2878bfe028d1df35ddee13593fdf77f7a00903906.html,884faacda81509d62bd169d2878bfe028d1df35ddee13593fdf77f7a00903906,163707,text/html,timing_unverified,Semantically reviewed for Tamara Davis Brown; packet timing=timing_unverified_same_cycle_capture. Same-cycle capture remains timing-unverified and is not backdated.
8fbe68eca7fc016287321818,8fbe68eca7fc016287321818,Shaun R. Navarro,race-272467423dd3b8accee4,https://navarrofornevada.com/,https://navarrofornevada.com/,2026-06-09,2026-08-19T23:30:11.390160+00:00,data/raw/policy_historical_b/8fbe68eca7fc016287321818.html,data/raw/candidate_documents/e11e97a6e26a606cb4560932/cfd54a4a509d5863730b98c609b4056db65ab3e3b122b93b4cc196df7556069b.html,cfd54a4a509d5863730b98c609b4056db65ab3e3b122b93b4cc196df7556069b,141697,text/html,used,Semantically reviewed for Shaun R. Navarro; packet timing=pre_primary_screened.
90c0e3978eebcf52b9007a54,90c0e3978eebcf52b9007a54,Elspeth Kate Koehle,race-8d1e88972b7232ea26d0,https://web.archive.org/web/20210501140122id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-elspeth-koehle-race-erie-city-council/7392072002/,https://web.archive.org/web/20210501140122id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-elspeth-koehle-race-erie-city-council/7392072002/,2021-04-29,2026-08-20T19:35:08.655435+00:00,data/raw/policy_historical_b/90c0e3978eebcf52b9007a54.html,data/raw/candidate_documents/6c189cc98d45b038e16005b8/4f4c8f4234adc40d77355fe50010e7a3d09b2edc26dcd311b53cb80a84b554c7.html,4f4c8f4234adc40d77355fe50010e7a3d09b2edc26dcd311b53cb80a84b554c7,124758,text/html,used,Semantically reviewed for Elspeth Kate Koehle; packet timing=pre_primary_screened.
938c5b389f36c105d512bf54,938c5b389f36c105d512bf54,Emily Gallagher,race-3ecc1eb1bf0838801a6b,https://www.emilyforassembly.com/issues/,https://www.emilyforassembly.com/issues/,2026-06-23,2026-08-20T19:32:48.716317+00:00,data/raw/policy_historical_b/938c5b389f36c105d512bf54.html,data/raw/candidate_documents/938c5b389f36c105d512bf54/b59b9f7d704e30663e62f9bbe9f3d798ff70bd81aef77cfc44eb218447abf415.html,b59b9f7d704e30663e62f9bbe9f3d798ff70bd81aef77cfc44eb218447abf415,93373,text/html,used,Semantically reviewed for Emily Gallagher; packet timing=pre_primary_screened.
9643b2db336bdbaeb280515c,9643b2db336bdbaeb280515c,Kori Rodley,race-ac20ab59155880ab9c39,https://eugeneweekly.com/2026/03/26/prioritizing-people/,https://eugeneweekly.com/2026/03/26/prioritizing-people/,2026-03-26,2026-08-20T19:31:47.028889+00:00,data/raw/policy_historical_b/9643b2db336bdbaeb280515c.html,data/raw/candidate_documents/9643b2db336bdbaeb280515c/8fe9372b748ea0075cc6ec865406f0600638ba75319e052fd396909623c9be4a.html,8fe9372b748ea0075cc6ec865406f0600638ba75319e052fd396909623c9be4a,228362,text/html,used,Semantically reviewed for Kori Rodley; packet timing=pre_primary_screened.
976b016f2f02b287d31a5817,976b016f2f02b287d31a5817,Imara Crooms,race-a4cb4c786c15bc1f06d5,https://pgproudmag.com/2026/04/23/candidate-qa-8-questions-with-imara-crooms,https://pgproudmag.com/2026/04/23/candidate-qa-8-questions-with-imara-crooms/,,2026-08-19T23:30:12.528630+00:00,data/raw/policy_historical_b/976b016f2f02b287d31a5817.html,data/raw/candidate_documents/976b016f2f02b287d31a5817/305a2e2c3cac62fa4b5ce6db880f7deea528e7b547275aa9486680059b068e13.html,305a2e2c3cac62fa4b5ce6db880f7deea528e7b547275aa9486680059b068e13,165870,text/html,timing_unverified,Semantically reviewed for Imara Crooms; packet timing=timing_unverified_same_cycle_capture. Same-cycle capture remains timing-unverified and is not backdated.
9c569e55a3d080d8aa55ab5a,9c569e55a3d080d8aa55ab5a,Terri Pickens,race-74050d04f83c96e831f1,https://www.terriforidaho.com/issues,https://www.terriforidaho.com/issues,2026-05-19,2026-08-20T19:32:03.382495+00:00,data/raw/policy_historical_b/9c569e55a3d080d8aa55ab5a.html,data/raw/candidate_documents/9c569e55a3d080d8aa55ab5a/145ccf238647e127c6b85ece95f375af0bc9db5b137ee1d2fe45d35fed848e0e.html,145ccf238647e127c6b85ece95f375af0bc9db5b137ee1d2fe45d35fed848e0e,193492,text/html,used,Semantically reviewed for Terri Pickens; packet timing=pre_primary_screened.
a5c8863fce9f88d5790b71dc,a5c8863fce9f88d5790b71dc,Hanadi Nadeem,race-272467423dd3b8accee4,https://hanadinadeem.com/issues/jobs-economy,https://web.archive.org/web/20250324212503/https://hanadinadeem.com/issues/jobs-economy/,2025-03-24,2026-08-20T02:54:51.587268+00:00,data/raw/policy_historical_b/a5c8863fce9f88d5790b71dc.html,data/raw/candidate_documents/a5c8863fce9f88d5790b71dc/fc1c13b79257e79ddc5eb8664a72ac66ff049f4de1b3c1d6259dc143a573a607.html,fc1c13b79257e79ddc5eb8664a72ac66ff049f4de1b3c1d6259dc143a573a607,144704,text/html,used,Semantically reviewed for Hanadi Nadeem; packet timing=pre_primary_screened.
